"Status","Year","Disability","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Unknown","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Legal","G7","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Medicine","AA","55","50","19070","19010"
"In post","2022","Unknown","Unknown","Medicine","AO","60","55","22950","23280"
"In post","2022","Unknown","Unknown","Medicine","EO","60","50","31860","31530"
"In post","2022","Unknown","Unknown","Medicine","G6","80","65","84210","86040"
"In post","2022","Unknown","Unknown","Medicine","G7","45","40","64610","65750"
"In post","2022","Unknown","Unknown","Medicine","HEO","120","110","37890","39030"
"In post","2022","Unknown","Unknown","Medicine","SCS level","15","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Medicine","SEO","45","40","45310","45840"
"In post","2022","Unknown","Unknown","Operational Delivery","AA","50","50","18870","18240"
"In post","2022","Unknown","Unknown","Operational Delivery","AO","960","935","22160","21680"
"In post","2022","Unknown","Unknown","Operational Delivery","EO","2150","2035","26600","24880"
"In post","2022","Unknown","Unknown","Operational Delivery","G6","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Operational Delivery","G7","40","40","55690","56030"
"In post","2022","Unknown","Unknown","Operational Delivery","HEO","140","140","32620","30820"
"In post","2022","Unknown","Unknown","Operational Delivery","SCS level","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Operational Delivery","SEO","70","70","40330","39930"
"In post","2022","Unknown","Unknown","Operational Delivery","Unknown","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","Operational Research","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Operational Research","HEO","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Other","AA","300","285","19540","19050"
"In post","2022","Unknown","Unknown","Other","AO","605","570","21850","21170"
"In post","2022","Unknown","Unknown","Other","EO","415","410","28190","27370"
"In post","2022","Unknown","Unknown","Other","G6","20","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Other","G7","60","55","57750","57430"
"In post","2022","Unknown","Unknown","Other","HEO","385","380","38990","38160"
"In post","2022","Unknown","Unknown","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Other","SEO","85","85","44310","41950"
"In post","2022","Unknown","Unknown","Other","Unknown","1940","1940","37410","34160"
"In post","2022","Unknown","Unknown","Planning","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Policy","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Policy","AO","30","25","[c]","[c]"
"In post","2022","Unknown","Unknown","Policy","EO","105","105","28490","28650"
"In post","2022","Unknown","Unknown","Policy","G6","50","45","69090","68700"
"In post","2022","Unknown","Unknown","Policy","G7","240","240","57350","57430"
"In post","2022","Unknown","Unknown","Policy","HEO","185","185","34980","35050"
"In post","2022","Unknown","Unknown","Policy","SCS level","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","Policy","SEO","260","260","42380","41950"
"In post","2022","Unknown","Unknown","Policy","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Project Delivery","EO","50","50","27700","28650"
"In post","2022","Unknown","Unknown","Project Delivery","G6","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Project Delivery","G7","70","70","55660","57430"
"In post","2022","Unknown","Unknown","Project Delivery","HEO","100","100","33770","35050"
"In post","2022","Unknown","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Project Delivery","SEO","80","80","40410","41950"
"In post","2022","Unknown","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Science and Engineering","AA","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Science and Engineering","AO","80","75","22420","22750"
"In post","2022","Unknown","Unknown","Science and Engineering","EO","55","55","27410","26670"
"In post","2022","Unknown","Unknown","Science and Engineering","G6","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Science and Engineering","G7","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","Science and Engineering","HEO","40","40","36640","33300"
"In post","2022","Unknown","Unknown","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Science and Engineering","SEO","30","30","[c]","[c]"
"In post","2022","Unknown","Unknown","Science and Engineering","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Security","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Security","AO","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Security","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Security","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Social Research","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Social Research","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Social Research","EO","30","30","32610","33650"
"In post","2022","Unknown","Unknown","Social Research","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Social Research","G7","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Social Research","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Social Research","SEO","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","Statistics","AA","40","40","22010","22460"
"In post","2022","Unknown","Unknown","Statistics","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Statistics","EO","20","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Statistics","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Statistics","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Statistics","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","AA","730","690","22260","22140"
"In post","2022","Unknown","Unknown","Unknown","AO","440","425","25860","25120"
"In post","2022","Unknown","Unknown","Unknown","EO","1025","980","28470","27230"
"In post","2022","Unknown","Unknown","Unknown","G6","410","395","72980","75340"
"In post","2022","Unknown","Unknown","Unknown","G7","725","695","57240","57190"
"In post","2022","Unknown","Unknown","Unknown","HEO","1045","1015","34130","33070"
"In post","2022","Unknown","Unknown","Unknown","SCS level","85","85","91110","83230"
"In post","2022","Unknown","Unknown","Unknown","SEO","995","955","44620","44580"
"In post","2022","Unknown","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Veterinarian","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Veterinarian","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Economics","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Economics","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Geography","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Geography","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Geography","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Geography","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Operational Research","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Operational Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Social Research","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Social Research","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Statistics","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Statistics","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Statistics","HEO","[c]","[c]","[c]","[c]"
