"Status","Year","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","10","[c]","68680","71730"
"Leaver CS","2022","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SEO/HEO","25","[c]","43790","45160"
"Leaver CS","2022","UK Statistics Authority","AA/AO","265","[c]","19890","19610"
"Leaver CS","2022","UK Statistics Authority","EO","75","[c]","24050","23630"
"Leaver CS","2022","UK Statistics Authority","G6/G7","40","[c]","55490","53400"
"Leaver CS","2022","UK Statistics Authority","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","190","[c]","33670","32900"
"Leaver CS","2022","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","SEO/HEO","15","[c]","36860","37230"
"Leaver CS","2022","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","30","[c]","49380","46450"
"Leaver CS","2022","Welsh Government","AA/AO","60","[c]","23130","23830"
"Leaver CS","2022","Welsh Government","EO","35","[c]","28410","28850"
"Leaver CS","2022","Welsh Government","G6/G7","40","[c]","63430","61070"
"Leaver CS","2022","Welsh Government","SCS level","20","[c]","101050","101020"
"Leaver CS","2022","Welsh Government","SEO/HEO","95","[c]","39600","38160"
"Leaver Dept.","2022","Attorney General's Departments","AA/AO","45","[c]","23240","23750"
"Leaver Dept.","2022","Attorney General's Departments","EO","60","[c]","27210","27050"
"Leaver Dept.","2022","Attorney General's Departments","G6/G7","95","[c]","59440","58700"
"Leaver Dept.","2022","Attorney General's Departments","SCS level","10","[c]","88000","82880"
"Leaver Dept.","2022","Attorney General's Departments","SEO/HEO","60","[c]","35260","33100"
"Leaver Dept.","2022","Cabinet Office","AA/AO","50","[c]","21850","21050"
"Leaver Dept.","2022","Cabinet Office","EO","180","[c]","27290","27500"
"Leaver Dept.","2022","Cabinet Office","G6/G7","495","[c]","58030","54700"
"Leaver Dept.","2022","Cabinet Office","SCS level","100","[c]","87900","77820"
"Leaver Dept.","2022","Cabinet Office","SEO/HEO","1045","[c]","33580","32000"
"Leaver Dept.","2022","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","SEO/HEO","30","[c]","33530","35020"
"Leaver Dept.","2022","Competition and Markets Authority","AA/AO","10","[c]","22900","22860"
"Leaver Dept.","2022","Competition and Markets Authority","EO","10","[c]","27880","27920"
"Leaver Dept.","2022","Competition and Markets Authority","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SEO/HEO","15","[c]","36600","34720"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","AA/AO","55","[c]","21450","21130"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","EO","115","[c]","26070","24780"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","G6/G7","245","[c]","56340","53600"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","SCS level","35","[c]","86920","79160"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","345","[c]","36140","35140"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","EO","15","[c]","27560","26180"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","G6/G7","75","[c]","56370","55650"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","SCS level","15","[c]","73730","73500"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","100","[c]","35010","34020"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","EO","75","[c]","26520","25000"
"Leaver Dept.","2022","Department for Education","G6/G7","155","[c]","55950","53810"
"Leaver Dept.","2022","Department for Education","SCS level","20","[c]","84470","75690"
"Leaver Dept.","2022","Department for Education","SEO/HEO","255","[c]","36160","36580"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","AA/AO","60","[c]","21240","21300"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","EO","60","[c]","25550","25190"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","G6/G7","105","[c]","53000","50680"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","275","[c]","33710","32970"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","G6/G7","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","SEO/HEO","125","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","AA/AO","20","[c]","22480","21520"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","EO","55","[c]","27200","27850"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","G6/G7","115","[c]","56560","53130"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","SCS level","10","[c]","76550","77040"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","175","[c]","35560","33960"
"Leaver Dept.","2022","Department for Transport","AA/AO","115","[c]","21950","21840"
"Leaver Dept.","2022","Department for Transport","EO","135","[c]","27940","26780"
"Leaver Dept.","2022","Department for Transport","G6/G7","110","[c]","56930","54760"
"Leaver Dept.","2022","Department for Transport","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","SEO/HEO","285","[c]","36970","35380"
"Leaver Dept.","2022","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","AA/AO","520","[c]","21340","21260"
"Leaver Dept.","2022","Department for Work and Pensions","EO","1870","[c]","28180","27570"
"Leaver Dept.","2022","Department for Work and Pensions","G6/G7","135","[c]","56550","54070"
"Leaver Dept.","2022","Department for Work and Pensions","SCS level","20","[c]","95610","84860"
"Leaver Dept.","2022","Department for Work and Pensions","SEO/HEO","565","[c]","35130","34290"
"Leaver Dept.","2022","Department of Health and Social Care","AA/AO","820","[c]","21380","21120"
"Leaver Dept.","2022","Department of Health and Social Care","EO","1080","[c]","25860","26880"
"Leaver Dept.","2022","Department of Health and Social Care","G6/G7","2175","[c]","58380","54290"
"Leaver Dept.","2022","Department of Health and Social Care","SCS level","470","[c]","107400","104960"
"Leaver Dept.","2022","Department of Health and Social Care","SEO/HEO","3225","[c]","36020","36330"
"Leaver Dept.","2022","Department of Health and Social Care","Unknown","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","G6/G7","15","[c]","61270","56440"
"Leaver Dept.","2022","Food Standards Agency","SEO/HEO","45","[c]","37100","37910"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","EO","30","[c]","26780","26120"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","G6/G7","155","[c]","54220","52430"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","SEO/HEO","190","[c]","37380","38500"
"Leaver Dept.","2022","HM Revenue and Customs","AA/AO","595","[c]","21700","22010"
"Leaver Dept.","2022","HM Revenue and Customs","EO","265","[c]","26440","26880"
"Leaver Dept.","2022","HM Revenue and Customs","G6/G7","140","[c]","57780","56170"
"Leaver Dept.","2022","HM Revenue and Customs","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","SEO/HEO","315","[c]","35440","33750"
"Leaver Dept.","2022","HM Revenue and Customs","Unknown","65","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","G6/G7","70","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","SEO/HEO","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","AA/AO","170","[c]","22120","21680"
"Leaver Dept.","2022","Home Office","EO","535","[c]","26370","25210"
"Leaver Dept.","2022","Home Office","G6/G7","205","[c]","61150","57740"
"Leaver Dept.","2022","Home Office","SCS level","25","[c]","96110","91080"
"Leaver Dept.","2022","Home Office","SEO/HEO","455","[c]","37140","36590"
"Leaver Dept.","2022","Home Office","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","AA/AO","135","[c]","21940","21170"
"Leaver Dept.","2022","Ministry of Defence","EO","225","[c]","25500","26670"
"Leaver Dept.","2022","Ministry of Defence","G6/G7","150","[c]","57150","57050"
"Leaver Dept.","2022","Ministry of Defence","SCS level","25","[c]","88230","83900"
"Leaver Dept.","2022","Ministry of Defence","SEO/HEO","560","[c]","36710","37210"
"Leaver Dept.","2022","Ministry of Defence","Unknown","20","[c]","37550","37400"
"Leaver Dept.","2022","Ministry of Justice","AA/AO","640","[c]","20830","20970"
"Leaver Dept.","2022","Ministry of Justice","EO","285","[c]","25280","25120"
"Leaver Dept.","2022","Ministry of Justice","G6/G7","125","[c]","57180","55670"
"Leaver Dept.","2022","Ministry of Justice","SCS level","30","[c]","84740","76780"
"Leaver Dept.","2022","Ministry of Justice","SEO/HEO","530","[c]","35940","36020"
"Leaver Dept.","2022","Ministry of Justice","Unknown","135","[c]","40530","40220"
"Leaver Dept.","2022","National Crime Agency","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","EO","35","[c]","33420","32770"
"Leaver Dept.","2022","National Crime Agency","G6/G7","15","[c]","64760","63520"
"Leaver Dept.","2022","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","SEO/HEO","45","[c]","42990","43710"
"Leaver Dept.","2022","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","G6/G7","10","[c]","55090","52850"
"Leaver Dept.","2022","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","EO","10","[c]","26310","25880"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","10","[c]","68930","69390"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","30","[c]","37600","38340"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","EO","40","[c]","25100","25560"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","G6/G7","30","[c]","55800","53110"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","SEO/HEO","25","[c]","35330","34820"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","15","[c]","36280","38000"
"Leaver Dept.","2022","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","AA/AO","35","[c]","23690","23780"
"Leaver Dept.","2022","Scottish Government","EO","25","[c]","30060","30450"
"Leaver Dept.","2022","Scottish Government","G6/G7","20","[c]","64770","62170"
"Leaver Dept.","2022","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","SEO/HEO","50","[c]","39970","38580"
"Leaver Dept.","2022","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","SEO/HEO","10","[c]","39500","41000"
"Leaver Dept.","2022","UK Statistics Authority","AA/AO","25","[c]","20570","19860"
"Leaver Dept.","2022","UK Statistics Authority","EO","30","[c]","24340","23630"
"Leaver Dept.","2022","UK Statistics Authority","G6/G7","40","[c]","53550","51900"
"Leaver Dept.","2022","UK Statistics Authority","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","SEO/HEO","130","[c]","33380","32040"
"Leaver Dept.","2022","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","EO","15","[c]","27580","27980"
"Leaver Dept.","2022","Welsh Government","G6/G7","10","[c]","60090","60830"
"Leaver Dept.","2022","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","SEO/HEO","25","[c]","40340","38160"
"New entrant CS","2022","Attorney General's Departments","AA/AO","325","[c]","21410","21250"
"New entrant CS","2022","Attorney General's Departments","EO","260","[c]","26830","26950"
"New entrant CS","2022","Attorney General's Departments","G6/G7","285","[c]","52730","50500"
"New entrant CS","2022","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","SEO/HEO","175","[c]","38510","38000"
"New entrant CS","2022","Cabinet Office","AA/AO","150","[c]","20620","21050"
"New entrant CS","2022","Cabinet Office","EO","295","[c]","25670","25520"
"New entrant CS","2022","Cabinet Office","G6/G7","440","[c]","61710","60000"
"New entrant CS","2022","Cabinet Office","SCS level","60","[c]","108230","105000"
"New entrant CS","2022","Cabinet Office","SEO/HEO","1020","[c]","31130","28000"
"New entrant CS","2022","Chancellor's other departments","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","G6/G7","25","[c]","62960","61000"
"New entrant CS","2022","Chancellor's other departments","SEO/HEO","25","[c]","41360","42500"
"New entrant CS","2022","Charity Commission","AA/AO","20","[c]","17770","17140"
"New entrant CS","2022","Charity Commission","EO","30","[c]","24570","24440"
"New entrant CS","2022","Charity Commission","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","SEO/HEO","35","[c]","32300","29160"
"New entrant CS","2022","Competition and Markets Authority","AA/AO","25","[c]","22620","22520"
"New entrant CS","2022","Competition and Markets Authority","EO","15","[c]","27180","26750"
"New entrant CS","2022","Competition and Markets Authority","G6/G7","45","[c]","62120","59000"
"New entrant CS","2022","Competition and Markets Authority","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SEO/HEO","45","[c]","36020","33120"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","325","[c]","20590","20880"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","EO","360","[c]","26310","24780"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","160","[c]","54330","53380"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SCS level","10","[c]","109030","120000"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","610","[c]","36390","34000"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","95","[c]","26110","26180"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","60","[c]","54380","51730"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","230","[c]","34380","34020"
"New entrant CS","2022","Department for Education","AA/AO","45","[c]","21570","21250"
"New entrant CS","2022","Department for Education","EO","320","[c]","25610","25000"
"New entrant CS","2022","Department for Education","G6/G7","190","[c]","53500","49960"
"New entrant CS","2022","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","SEO/HEO","535","[c]","34040","36500"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","780","[c]","21550","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","EO","470","[c]","25620","24920"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","440","[c]","52280","52290"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SCS level","30","[c]","81760","76000"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","1225","[c]","33730","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","EO","155","[c]","26070","26250"
"New entrant CS","2022","Department for International Trade","G6/G7","65","[c]","55940","51710"
"New entrant CS","2022","Department for International Trade","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","205","[c]","34030","31800"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","55","[c]","21400","21520"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","EO","150","[c]","26750","27850"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","135","[c]","51040","52100"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","345","[c]","34350","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","AA/AO","885","[c]","21280","21840"
"New entrant CS","2022","Department for Transport","EO","570","[c]","26680","26130"
"New entrant CS","2022","Department for Transport","G6/G7","245","[c]","56190","54110"
"New entrant CS","2022","Department for Transport","SCS level","20","[c]","82500","75630"
"New entrant CS","2022","Department for Transport","SEO/HEO","525","[c]","36470","34710"
"New entrant CS","2022","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","AA/AO","4705","[c]","21590","21260"
"New entrant CS","2022","Department for Work and Pensions","EO","4970","[c]","28180","27570"
"New entrant CS","2022","Department for Work and Pensions","G6/G7","245","[c]","56360","55000"
"New entrant CS","2022","Department for Work and Pensions","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","SEO/HEO","635","[c]","36710","36040"
"New entrant CS","2022","Department of Health and Social Care","AA/AO","320","[c]","21500","21240"
"New entrant CS","2022","Department of Health and Social Care","EO","765","[c]","25980","26880"
"New entrant CS","2022","Department of Health and Social Care","G6/G7","575","[c]","56290","53360"
"New entrant CS","2022","Department of Health and Social Care","SCS level","110","[c]","99720","90400"
"New entrant CS","2022","Department of Health and Social Care","SEO/HEO","1540","[c]","34750","32790"
"New entrant CS","2022","Department of Health and Social Care","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","G6/G7","10","[c]","67050","66900"
"New entrant CS","2022","Estyn","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","EO","40","[c]","24990","24470"
"New entrant CS","2022","Food Standards Agency","G6/G7","15","[c]","54920","51530"
"New entrant CS","2022","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","135","[c]","34110","32350"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","AA/AO","275","[c]","22580","22600"
"New entrant CS","2022","HM Land Registry","EO","155","[c]","27750","27130"
"New entrant CS","2022","HM Land Registry","G6/G7","15","[c]","57760","55090"
"New entrant CS","2022","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","SEO/HEO","70","[c]","37280","37290"
"New entrant CS","2022","HM Revenue and Customs","AA/AO","4045","[c]","21350","21250"
"New entrant CS","2022","HM Revenue and Customs","EO","2420","[c]","26980","26590"
"New entrant CS","2022","HM Revenue and Customs","G6/G7","190","[c]","56670","55210"
"New entrant CS","2022","HM Revenue and Customs","SCS level","10","[c]","87840","80000"
"New entrant CS","2022","HM Revenue and Customs","SEO/HEO","1840","[c]","34820","33080"
"New entrant CS","2022","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","AA/AO","55","[c]","22160","22750"
"New entrant CS","2022","HM Treasury","EO","65","[c]","25390","24300"
"New entrant CS","2022","HM Treasury","G6/G7","60","[c]","56420","53500"
"New entrant CS","2022","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","SEO/HEO","180","[c]","32140","30130"
"New entrant CS","2022","Home Office","AA/AO","535","[c]","21920","21680"
"New entrant CS","2022","Home Office","EO","1485","[c]","27240","24880"
"New entrant CS","2022","Home Office","G6/G7","160","[c]","59900","57430"
"New entrant CS","2022","Home Office","SCS level","10","[c]","99050","95000"
"New entrant CS","2022","Home Office","SEO/HEO","375","[c]","36560","35050"
"New entrant CS","2022","Home Office","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","AA/AO","1430","[c]","22050","21170"
"New entrant CS","2022","Ministry of Defence","EO","1165","[c]","24890","26350"
"New entrant CS","2022","Ministry of Defence","G6/G7","300","[c]","58410","55000"
"New entrant CS","2022","Ministry of Defence","SCS level","25","[c]","98580","87210"
"New entrant CS","2022","Ministry of Defence","SEO/HEO","1670","[c]","35000","33000"
"New entrant CS","2022","Ministry of Defence","Unknown","395","[c]","29620","27540"
"New entrant CS","2022","Ministry of Justice","AA/AO","7575","[c]","23230","23140"
"New entrant CS","2022","Ministry of Justice","EO","615","[c]","26330","25120"
"New entrant CS","2022","Ministry of Justice","G6/G7","155","[c]","57150","55490"
"New entrant CS","2022","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","SEO/HEO","1005","[c]","34790","34260"
"New entrant CS","2022","Ministry of Justice","Unknown","8825","[c]","28540","26310"
"New entrant CS","2022","National Crime Agency","AA/AO","60","[c]","22340","21050"
"New entrant CS","2022","National Crime Agency","EO","285","[c]","33260","32770"
"New entrant CS","2022","National Crime Agency","G6/G7","30","[c]","63170","60990"
"New entrant CS","2022","National Crime Agency","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","SEO/HEO","135","[c]","42050","40210"
"New entrant CS","2022","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","SEO/HEO","25","[c]","36810","36050"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","30","[c]","18970","21200"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","EO","20","[c]","27100","25880"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","80","[c]","71310","70500"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","110","[c]","45260","46360"
"New entrant CS","2022","Office of Gas and Electricity Markets","AA/AO","50","[c]","19760","19750"
"New entrant CS","2022","Office of Gas and Electricity Markets","EO","200","[c]","25930","25750"
"New entrant CS","2022","Office of Gas and Electricity Markets","G6/G7","85","[c]","61340","60000"
"New entrant CS","2022","Office of Gas and Electricity Markets","SCS level","5","[c]","[c]","[c]"
