"Status","Year","Age","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","50-59","White","No function","National Crime Agency","55","[c]","45010","43150"
"Leaver CS","2022","50-59","White","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","No function","Office for Standards in Education, Children's Services and Skills","50","[c]","65660","75500"
"Leaver CS","2022","50-59","White","No function","Office of Gas and Electricity Markets","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","No function","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","No function","Scottish Government","50","[c]","31500","35000"
"Leaver CS","2022","50-59","White","No function","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","No function","UK Statistics Authority","40","[c]","23850","19980"
"Leaver CS","2022","50-59","White","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","No function","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Project Delivery","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Project Delivery","Department for Work and Pensions","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Project Delivery","Foreign, Commonwealth and Development Office","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Project Delivery","Ministry of Defence","115","[c]","39050","38680"
"Leaver CS","2022","50-59","White","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Property","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Property","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Property","HM Revenue and Customs","35","[c]","29580","22040"
"Leaver CS","2022","50-59","White","Property","Ministry of Defence","40","[c]","36250","34610"
"Leaver CS","2022","50-59","White","Property","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Security","Cabinet Office","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Security","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Security","Ministry of Defence","145","[c]","35230","39070"
"Leaver CS","2022","50-59","White","Security","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Unknown","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Unknown","Department for Work and Pensions","130","[c]","28050","27570"
"Leaver CS","2022","50-59","White","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Unknown","Foreign, Commonwealth and Development Office","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Unknown","HM Revenue and Customs","660","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Unknown","Home Office","320","[c]","34360","27370"
"Leaver CS","2022","50-59","White","Unknown","Ministry of Defence","345","[c]","30110","23280"
"Leaver CS","2022","50-59","White","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Unknown","Scottish Government","85","[c]","45780","39520"
"Leaver CS","2022","50-59","White","Unknown","Welsh Government","45","[c]","47520","39860"
"Leaver CS","2022","60-64","Asian","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Analysis","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Communications","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Counter Fraud","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Debt","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Debt","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Digital, Data & Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Finance","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
