"Status","Year","Age","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Black","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Finance","HM Revenue and Customs","5","5","[c]","[c]"
"In post","2022","60-64","Black","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Finance","Ministry of Defence","5","5","[c]","[c]"
"In post","2022","60-64","Black","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Finance","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Finance","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","Department for Work and Pensions","5","5","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Internal Audit","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Internal Audit","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Legal","Attorney General's Departments","30","30","40930","30110"
"In post","2022","60-64","Black","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Legal","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Legal","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Legal","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Legal","HM Revenue and Customs","5","5","[c]","[c]"
"In post","2022","60-64","Black","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Legal","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","No function","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","No function","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","No function","Department for Business, Energy and Industrial Strategy","35","30","33940","33640"
"In post","2022","60-64","Black","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","No function","Department for Education","5","5","[c]","[c]"
"In post","2022","60-64","Black","No function","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2022","60-64","Black","No function","Department for International Trade","10","10","[c]","[c]"
"In post","2022","60-64","Black","No function","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","No function","Department for Transport","15","15","[c]","[c]"
"In post","2022","60-64","Black","No function","Department for Work and Pensions","275","245","28530","29290"
"In post","2022","60-64","Black","No function","Department of Health and Social Care","30","30","45990","38900"
"In post","2022","60-64","Black","No function","Food Standards Agency","10","10","[c]","[c]"
"In post","2022","60-64","Black","No function","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2022","60-64","Black","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","No function","HM Revenue and Customs","50","45","32530","33370"
"In post","2022","60-64","Black","No function","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","No function","Ministry of Justice","400","365","30220","28200"
"In post","2022","60-64","Black","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","No function","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","No function","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","No function","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","No function","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","No function","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","No function","UK Statistics Authority","5","5","[c]","[c]"
"In post","2022","60-64","Black","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","No function","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Project Delivery","Department for Work and Pensions","10","5","[c]","[c]"
"In post","2022","60-64","Black","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Project Delivery","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2022","60-64","Black","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Project Delivery","HM Revenue and Customs","15","15","[c]","[c]"
"In post","2022","60-64","Black","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Project Delivery","Ministry of Defence","10","10","[c]","[c]"
"In post","2022","60-64","Black","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Property","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Property","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Property","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Property","HM Revenue and Customs","5","5","[c]","[c]"
"In post","2022","60-64","Black","Property","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Property","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Property","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Security","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Security","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Security","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Security","Ministry of Defence","10","10","[c]","[c]"
"In post","2022","60-64","Black","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Security","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Unknown","Department for Work and Pensions","5","5","[c]","[c]"
"In post","2022","60-64","Black","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Unknown","Home Office","170","150","30820","29080"
"In post","2022","60-64","Black","Unknown","Ministry of Defence","35","35","30280","25040"
"In post","2022","60-64","Black","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Black","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Analysis","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Analysis","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Analysis","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Commercial","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Counter Fraud","Department for Work and Pensions","5","5","[c]","[c]"
"In post","2022","60-64","Mixed","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Counter Fraud","HM Revenue and Customs","5","5","[c]","[c]"
"In post","2022","60-64","Mixed","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Debt","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Debt","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Digital, Data & Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mixed","Finance","Department for Education","[c]","[c]","[c]","[c]"
