"Status","Year","Function_of_post","Profession_of_post","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Counter Fraud","Intelligence Analysis","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Intelligence Analysis","West Yorkshire","Unknown","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Inner London - East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Merseyside","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Northumberland, and Tyne and Wear","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Northumberland, and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Outer London - South","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Knowledge and Information Management","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Berkshire, Buckinghamshire and Oxfordshire","Unknown","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Derbyshire and Nottinghamshire","Heterosexual / straight","115","105","33270","33370"
"In post","2022","Counter Fraud","Legal","Derbyshire and Nottinghamshire","LGBO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Derbyshire and Nottinghamshire","Undeclared","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Derbyshire and Nottinghamshire","Unknown","55","55","33010","33370"
"In post","2022","Counter Fraud","Legal","East Anglia","Heterosexual / straight","170","155","28530","26820"
"In post","2022","Counter Fraud","Legal","East Anglia","LGBO","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Legal","East Anglia","Undeclared","25","20","[c]","[c]"
"In post","2022","Counter Fraud","Legal","East Anglia","Unknown","85","75","27940","26820"
"In post","2022","Counter Fraud","Legal","East Wales","Heterosexual / straight","115","110","32070","33080"
"In post","2022","Counter Fraud","Legal","East Wales","LGBO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Legal","East Wales","Undeclared","25","20","[c]","[c]"
"In post","2022","Counter Fraud","Legal","East Wales","Unknown","35","30","30380","29950"
"In post","2022","Counter Fraud","Legal","Eastern Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","90","90","32880","33080"
"In post","2022","Counter Fraud","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","40","40","32090","28920"
"In post","2022","Counter Fraud","Legal","Greater Manchester","Heterosexual / straight","230","225","33870","33370"
"In post","2022","Counter Fraud","Legal","Greater Manchester","LGBO","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Greater Manchester","Undeclared","35","35","34550","33370"
"In post","2022","Counter Fraud","Legal","Greater Manchester","Unknown","150","145","31120","28920"
"In post","2022","Counter Fraud","Legal","Hampshire and Isle of Wight","Heterosexual / straight","35","35","32610","33370"
"In post","2022","Counter Fraud","Legal","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Hampshire and Isle of Wight","Undeclared","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Hampshire and Isle of Wight","Unknown","15","10","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Inner London - East","Heterosexual / straight","315","305","38910","37610"
"In post","2022","Counter Fraud","Legal","Inner London - East","LGBO","25","25","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Inner London - East","Undeclared","60","60","41640","38200"
"In post","2022","Counter Fraud","Legal","Inner London - East","Unknown","215","205","37340","37610"
"In post","2022","Counter Fraud","Legal","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Kent","Heterosexual / straight","65","60","31840","33080"
"In post","2022","Counter Fraud","Legal","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Kent","Undeclared","20","15","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Kent","Unknown","25","25","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Merseyside","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Merseyside","Unknown","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Northern Ireland","Heterosexual / straight","105","105","31310","28920"
"In post","2022","Counter Fraud","Legal","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Northern Ireland","Undeclared","10","5","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Northern Ireland","Unknown","40","40","30930","26820"
"In post","2022","Counter Fraud","Legal","Northumberland, and Tyne and Wear","Heterosexual / straight","110","110","31080","26820"
"In post","2022","Counter Fraud","Legal","Northumberland, and Tyne and Wear","LGBO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Northumberland, and Tyne and Wear","Undeclared","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Northumberland, and Tyne and Wear","Unknown","40","40","29970","26820"
"In post","2022","Counter Fraud","Legal","Outer London - South","Heterosexual / straight","195","185","39360","37610"
"In post","2022","Counter Fraud","Legal","Outer London - South","LGBO","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Outer London - South","Undeclared","50","50","38520","37930"
"In post","2022","Counter Fraud","Legal","Outer London - South","Unknown","95","90","36110","37610"
"In post","2022","Counter Fraud","Legal","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","West Central Scotland","Heterosexual / straight","140","135","31410","33080"
"In post","2022","Counter Fraud","Legal","West Central Scotland","LGBO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Legal","West Central Scotland","Undeclared","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Legal","West Central Scotland","Unknown","35","35","30690","28920"
"In post","2022","Counter Fraud","Legal","West Midlands","Heterosexual / straight","110","105","32900","33080"
"In post","2022","Counter Fraud","Legal","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Legal","West Midlands","Undeclared","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Legal","West Midlands","Unknown","55","55","31430","33080"
"In post","2022","Counter Fraud","Legal","West Yorkshire","Heterosexual / straight","145","135","33130","28920"
"In post","2022","Counter Fraud","Legal","West Yorkshire","LGBO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Legal","West Yorkshire","Undeclared","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Legal","West Yorkshire","Unknown","50","45","31010","28240"
"In post","2022","Counter Fraud","Operational Delivery","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Unknown","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Cornwall and Isles of Scilly","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Derbyshire and Nottinghamshire","Heterosexual / straight","130","120","34980","33080"
"In post","2022","Counter Fraud","Operational Delivery","Derbyshire and Nottinghamshire","LGBO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Derbyshire and Nottinghamshire","Undeclared","20","20","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Derbyshire and Nottinghamshire","Unknown","45","40","29710","28920"
"In post","2022","Counter Fraud","Operational Delivery","Devon","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Devon","Unknown","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","East Anglia","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","East Anglia","Undeclared","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","East Anglia","Unknown","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","East Wales","Heterosexual / straight","60","55","31170","28920"
"In post","2022","Counter Fraud","Operational Delivery","East Wales","LGBO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","East Wales","Undeclared","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","East Wales","Unknown","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Eastern Scotland","Heterosexual / straight","60","60","30050","27570"
"In post","2022","Counter Fraud","Operational Delivery","Eastern Scotland","LGBO","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Eastern Scotland","Undeclared","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Eastern Scotland","Unknown","30","30","28070","26820"
"In post","2022","Counter Fraud","Operational Delivery","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","55","50","30010","28860"
"In post","2022","Counter Fraud","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","15","10","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Greater Manchester","Heterosexual / straight","250","235","34270","33080"
"In post","2022","Counter Fraud","Operational Delivery","Greater Manchester","LGBO","20","20","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Greater Manchester","Undeclared","30","30","31990","31000"
"In post","2022","Counter Fraud","Operational Delivery","Greater Manchester","Unknown","105","95","29710","26820"
"In post","2022","Counter Fraud","Operational Delivery","Hampshire and Isle of Wight","Heterosexual / straight","100","85","23540","21260"
"In post","2022","Counter Fraud","Operational Delivery","Hampshire and Isle of Wight","LGBO","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Hampshire and Isle of Wight","Undeclared","20","15","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Hampshire and Isle of Wight","Unknown","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Inner London - East","Heterosexual / straight","220","205","35000","32130"
"In post","2022","Counter Fraud","Operational Delivery","Inner London - East","LGBO","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Inner London - East","Undeclared","30","25","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Inner London - East","Unknown","80","70","31740","31020"
"In post","2022","Counter Fraud","Operational Delivery","Inner London - West","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Inner London - West","Undeclared","15","10","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Inner London - West","Unknown","15","10","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Kent","Heterosexual / straight","30","30","28500","26820"
"In post","2022","Counter Fraud","Operational Delivery","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Kent","Undeclared","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Kent","Unknown","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Lancashire","Heterosexual / straight","30","30","27400","27570"
"In post","2022","Counter Fraud","Operational Delivery","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Lancashire","Undeclared","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Lancashire","Unknown","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Merseyside","Heterosexual / straight","285","265","32100","27570"
"In post","2022","Counter Fraud","Operational Delivery","Merseyside","LGBO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Merseyside","Undeclared","35","30","31030","28920"
"In post","2022","Counter Fraud","Operational Delivery","Merseyside","Unknown","115","105","27250","26820"
"In post","2022","Counter Fraud","Operational Delivery","North Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","North Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Northern Ireland","Heterosexual / straight","125","115","31800","33080"
"In post","2022","Counter Fraud","Operational Delivery","Northern Ireland","LGBO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Northern Ireland","Undeclared","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Northern Ireland","Unknown","45","45","29280","28760"
"In post","2022","Counter Fraud","Operational Delivery","Northumberland, and Tyne and Wear","Heterosexual / straight","150","140","31920","33080"
"In post","2022","Counter Fraud","Operational Delivery","Northumberland, and Tyne and Wear","LGBO","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Northumberland, and Tyne and Wear","Undeclared","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Northumberland, and Tyne and Wear","Unknown","65","60","29000","26820"
"In post","2022","Counter Fraud","Operational Delivery","Outer London - East and North East","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Outer London - South","Heterosexual / straight","105","95","41080","37930"
"In post","2022","Counter Fraud","Operational Delivery","Outer London - South","LGBO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Outer London - South","Undeclared","15","10","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Outer London - South","Unknown","35","35","38020","33370"
"In post","2022","Counter Fraud","Operational Delivery","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","South Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Southern Scotland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Southern Scotland","Undeclared","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Surrey, East and West Sussex","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Tees Valley and Durham","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","West Central Scotland","Heterosexual / straight","255","230","27920","26820"
"In post","2022","Counter Fraud","Operational Delivery","West Central Scotland","LGBO","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","West Central Scotland","Undeclared","35","35","26430","22080"
"In post","2022","Counter Fraud","Operational Delivery","West Central Scotland","Unknown","110","95","26690","26590"
"In post","2022","Counter Fraud","Operational Delivery","West Midlands","Heterosexual / straight","190","175","30290","27570"
"In post","2022","Counter Fraud","Operational Delivery","West Midlands","LGBO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","West Midlands","Undeclared","30","25","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","West Midlands","Unknown","95","85","27850","26820"
"In post","2022","Counter Fraud","Operational Delivery","West Wales and The Valleys","Heterosexual / straight","35","35","23060","21260"
"In post","2022","Counter Fraud","Operational Delivery","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","West Wales and The Valleys","Unknown","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","West Yorkshire","Heterosexual / straight","235","215","30780","28920"
"In post","2022","Counter Fraud","Operational Delivery","West Yorkshire","LGBO","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","West Yorkshire","Undeclared","30","25","[c]","[c]"
"In post","2022","Counter Fraud","Operational Delivery","West Yorkshire","Unknown","80","75","27710","26820"
"In post","2022","Counter Fraud","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Research","Inner London - East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Research","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Research","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Research","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Operational Research","Merseyside","LGBO","[c]","[c]","[c]","[c]"
