"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","White","Project Delivery","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Operational Delivery","AA","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Operational Delivery","AO","40","[c]","21690","22030"
"Leaver CS","2022","White","Property","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Other","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Other","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Property","AA","45","[c]","18380","18730"
"Leaver CS","2022","White","Property","Property","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Property","EO","50","[c]","26690","26670"
"Leaver CS","2022","White","Property","Property","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Property","G7","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Property","HEO","70","[c]","34270","33300"
"Leaver CS","2022","White","Property","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Property","SEO","65","[c]","43090","42900"
"Leaver CS","2022","White","Property","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Intelligence Analysis","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Intelligence Analysis","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Intelligence Analysis","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Knowledge and Information Management","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Security","AA","125","[c]","20930","19810"
"Leaver CS","2022","White","Security","Security","AO","245","[c]","33240","39070"
"Leaver CS","2022","White","Security","Security","EO","60","[c]","36390","43920"
"Leaver CS","2022","White","Security","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Security","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Security","HEO","35","[c]","41730","35530"
"Leaver CS","2022","White","Security","Security","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Security","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Unknown","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Unknown","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Communications","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Communications","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Digital, Data and Technology","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Digital, Data and Technology","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Digital, Data and Technology","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Digital, Data and Technology","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Digital, Data and Technology","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Economics","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Finance","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Finance","EO","40","[c]","27660","26670"
"Leaver CS","2022","White","Unknown","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Finance","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Finance","HEO","50","[c]","34070","33300"
"Leaver CS","2022","White","Unknown","Finance","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Finance","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Human Resources","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Human Resources","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Human Resources","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Intelligence Analysis","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Intelligence Analysis","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Intelligence Analysis","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Medicine","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Medicine","AO","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Medicine","EO","45","[c]","30790","31530"
"Leaver CS","2022","White","Unknown","Medicine","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Medicine","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Medicine","HEO","55","[c]","38130","39030"
"Leaver CS","2022","White","Unknown","Medicine","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Medicine","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Operational Delivery","AA","50","[c]","18570","18240"
"Leaver CS","2022","White","Unknown","Operational Delivery","AO","330","[c]","22130","21680"
"Leaver CS","2022","White","Unknown","Operational Delivery","EO","475","[c]","27230","26070"
"Leaver CS","2022","White","Unknown","Operational Delivery","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Operational Delivery","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Operational Delivery","HEO","95","[c]","34180","33760"
"Leaver CS","2022","White","Unknown","Operational Delivery","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Operational Delivery","SEO","55","[c]","41780","41140"
"Leaver CS","2022","White","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Operational Research","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Other","AA","235","[c]","19470","19050"
"Leaver CS","2022","White","Unknown","Other","AO","460","[c]","21570","21170"
"Leaver CS","2022","White","Unknown","Other","EO","205","[c]","28410","26930"
"Leaver CS","2022","White","Unknown","Other","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Other","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Other","HEO","105","[c]","35540","34610"
"Leaver CS","2022","White","Unknown","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Other","SEO","50","[c]","45960","43160"
"Leaver CS","2022","White","Unknown","Other","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Planning","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Planning","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Planning Inspectors","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Planning Inspectors","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Policy","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Policy","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Policy","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Policy","G7","35","[c]","58930","57680"
"Leaver CS","2022","White","Unknown","Policy","HEO","50","[c]","35640","35070"
"Leaver CS","2022","White","Unknown","Policy","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Policy","SEO","35","[c]","43140","42200"
"Leaver CS","2022","White","Unknown","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Project Delivery","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Project Delivery","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Project Delivery","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Project Delivery","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Science and Engineering","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Science and Engineering","AO","45","[c]","22100","22500"
"Leaver CS","2022","White","Unknown","Science and Engineering","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Science and Engineering","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Science and Engineering","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Science and Engineering","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Science and Engineering","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Security","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Social Research","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Social Research","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Statistics","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Statistics","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Unknown","AA","135","[c]","22710","23230"
"Leaver CS","2022","White","Unknown","Unknown","AO","1700","[c]","22560","21260"
"Leaver CS","2022","White","Unknown","Unknown","EO","805","[c]","28400","27570"
"Leaver CS","2022","White","Unknown","Unknown","G6","130","[c]","73700","75340"
"Leaver CS","2022","White","Unknown","Unknown","G7","225","[c]","58400","62170"
"Leaver CS","2022","White","Unknown","Unknown","HEO","465","[c]","35300","36130"
"Leaver CS","2022","White","Unknown","Unknown","SCS level","65","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Unknown","SEO","290","[c]","44810","47250"
"Leaver CS","2022","White","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Veterinarian","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Economics","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Economics","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Geography","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Geography","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Operational Research","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Other","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Other","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Social Research","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Social Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Statistics","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Statistics","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Commercial","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Commercial","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Other","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Communications","EO","5","[c]","[c]","[c]"
