"Status","Year","Profession_of_post","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Economics","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","AA/AO","Heterosexual / straight","60","60","24690","24350"
"In post","2022","Finance","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","London","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","London","EO","Heterosexual / straight","240","235","29410","29500"
"In post","2022","Finance","London","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Finance","London","EO","Undeclared","50","50","29290","29370"
"In post","2022","Finance","London","EO","Unknown","40","35","30060","30430"
"In post","2022","Finance","London","G6/G7","Heterosexual / straight","705","685","61930","60630"
"In post","2022","Finance","London","G6/G7","LGBO","40","40","61600","60080"
"In post","2022","Finance","London","G6/G7","Undeclared","130","130","60070","58370"
"In post","2022","Finance","London","G6/G7","Unknown","130","125","62680","62120"
"In post","2022","Finance","London","SCS level","Heterosexual / straight","130","125","88610","80500"
"In post","2022","Finance","London","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","London","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2022","Finance","London","SCS level","Unknown","20","20","[c]","[c]"
"In post","2022","Finance","London","SEO/HEO","Heterosexual / straight","910","895","40460","40650"
"In post","2022","Finance","London","SEO/HEO","LGBO","50","50","40570","40650"
"In post","2022","Finance","London","SEO/HEO","Undeclared","150","150","40450","40650"
"In post","2022","Finance","London","SEO/HEO","Unknown","195","190","40490","40920"
"In post","2022","Finance","Outside London","AA/AO","Heterosexual / straight","595","530","21720","21260"
"In post","2022","Finance","Outside London","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2022","Finance","Outside London","AA/AO","Undeclared","85","75","21490","21380"
"In post","2022","Finance","Outside London","AA/AO","Unknown","205","175","21820","21260"
"In post","2022","Finance","Outside London","EO","Heterosexual / straight","1515","1440","26460","26670"
"In post","2022","Finance","Outside London","EO","LGBO","65","65","26040","26350"
"In post","2022","Finance","Outside London","EO","Undeclared","215","200","26670","26670"
"In post","2022","Finance","Outside London","EO","Unknown","210","200","26820","26670"
"In post","2022","Finance","Outside London","G6/G7","Heterosexual / straight","1315","1280","57210","55210"
"In post","2022","Finance","Outside London","G6/G7","LGBO","60","55","55550","53950"
"In post","2022","Finance","Outside London","G6/G7","Undeclared","170","165","57490","55370"
"In post","2022","Finance","Outside London","G6/G7","Unknown","175","170","57540","55210"
"In post","2022","Finance","Outside London","SCS level","Heterosexual / straight","130","130","88280","81760"
"In post","2022","Finance","Outside London","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","Outside London","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2022","Finance","Outside London","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","Outside London","SEO/HEO","Heterosexual / straight","3365","3240","36620","35310"
"In post","2022","Finance","Outside London","SEO/HEO","LGBO","130","125","35280","33630"
"In post","2022","Finance","Outside London","SEO/HEO","Undeclared","445","425","37150","35980"
"In post","2022","Finance","Outside London","SEO/HEO","Unknown","515","500","36800","36050"
"In post","2022","Finance","Outside London","Unknown","Heterosexual / straight","60","60","51210","45010"
"In post","2022","Finance","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Finance","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Finance","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","Overseas","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Geography","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Geography","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Outside London","AA/AO","Heterosexual / straight","40","40","20580","20420"
"In post","2022","Geography","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Outside London","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2022","Geography","Outside London","EO","Heterosexual / straight","90","80","27540","26740"
"In post","2022","Geography","Outside London","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Geography","Outside London","EO","Undeclared","20","15","[c]","[c]"
"In post","2022","Geography","Outside London","EO","Unknown","45","40","27650","26740"
"In post","2022","Geography","Outside London","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Geography","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Outside London","SEO/HEO","Heterosexual / straight","175","165","35580","33290"
"In post","2022","Geography","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Outside London","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Geography","Outside London","SEO/HEO","Unknown","50","50","36110","33290"
"In post","2022","Geography","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","London","AA/AO","Heterosexual / straight","70","65","24850","24900"
"In post","2022","Human Resources","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","London","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Human Resources","London","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","Human Resources","London","EO","Heterosexual / straight","295","285","29100","28810"
"In post","2022","Human Resources","London","EO","LGBO","30","30","[c]","[c]"
"In post","2022","Human Resources","London","EO","Undeclared","55","55","28940","27730"
"In post","2022","Human Resources","London","EO","Unknown","45","45","29360","29720"
"In post","2022","Human Resources","London","G6/G7","Heterosexual / straight","685","665","61080","59470"
"In post","2022","Human Resources","London","G6/G7","LGBO","60","60","60850","60980"
"In post","2022","Human Resources","London","G6/G7","Undeclared","55","55","63060","63110"
"In post","2022","Human Resources","London","G6/G7","Unknown","80","75","60870","59310"
"In post","2022","Human Resources","London","SCS level","Heterosexual / straight","105","100","89070","82520"
"In post","2022","Human Resources","London","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","Human Resources","London","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Human Resources","London","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","London","SEO/HEO","Heterosexual / straight","890","860","39100","38120"
"In post","2022","Human Resources","London","SEO/HEO","LGBO","85","85","38930","37610"
"In post","2022","Human Resources","London","SEO/HEO","Undeclared","125","125","39380","40070"
"In post","2022","Human Resources","London","SEO/HEO","Unknown","110","105","37940","37560"
"In post","2022","Human Resources","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outside London","AA/AO","Heterosexual / straight","840","765","21770","21380"
"In post","2022","Human Resources","Outside London","AA/AO","LGBO","45","45","21670","21380"
"In post","2022","Human Resources","Outside London","AA/AO","Undeclared","110","100","21540","21380"
"In post","2022","Human Resources","Outside London","AA/AO","Unknown","135","125","21700","21260"
"In post","2022","Human Resources","Outside London","EO","Heterosexual / straight","925","860","26890","26670"
"In post","2022","Human Resources","Outside London","EO","LGBO","65","60","26600","26590"
"In post","2022","Human Resources","Outside London","EO","Undeclared","115","110","27180","26780"
"In post","2022","Human Resources","Outside London","EO","Unknown","190","175","26520","26670"
"In post","2022","Human Resources","Outside London","G6/G7","Heterosexual / straight","960","925","55900","54890"
"In post","2022","Human Resources","Outside London","G6/G7","LGBO","60","60","55780","54540"
"In post","2022","Human Resources","Outside London","G6/G7","Undeclared","60","60","54890","54540"
"In post","2022","Human Resources","Outside London","G6/G7","Unknown","120","115","55570","54770"
"In post","2022","Human Resources","Outside London","SCS level","Heterosexual / straight","75","70","85520","78470"
"In post","2022","Human Resources","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outside London","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","Outside London","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Human Resources","Outside London","SEO/HEO","Heterosexual / straight","2410","2285","35740","34120"
"In post","2022","Human Resources","Outside London","SEO/HEO","LGBO","135","130","34230","33290"
"In post","2022","Human Resources","Outside London","SEO/HEO","Undeclared","185","175","35720","33930"
"In post","2022","Human Resources","Outside London","SEO/HEO","Unknown","320","305","35010","33370"
"In post","2022","Human Resources","Outside London","Unknown","Heterosexual / straight","30","30","44080","46040"
"In post","2022","Human Resources","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
