"Status","Year","Ethnicity","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","White","Unknown","AA/AO","AO","10820","9995","22460","21680"
"In post","2022","White","Unknown","EO","EO","15700","14715","27350","26670"
"In post","2022","White","Unknown","G6/G7","G6","2470","2360","71990","70480"
"In post","2022","White","Unknown","G6/G7","G7","5170","4990","57700","57460"
"In post","2022","White","Unknown","SCS level","SCS level","830","805","89180","83230"
"In post","2022","White","Unknown","SEO/HEO","HEO","10130","9735","34360","33300"
"In post","2022","White","Unknown","SEO/HEO","SEO","7660","7395","43140","42170"
"In post","2022","White","Unknown","Unknown","Unknown","190","185","40520","35700"
"Leaver CS","2022","Asian","Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Debt","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Debt","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Debt","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data & Technology","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data & Technology","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data & Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data & Technology","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data & Technology","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data & Technology","SEO/HEO","SEO","30","[c]","40770","40250"
"Leaver CS","2022","Asian","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Grants Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Grants Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Grants Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","AA/AO","AA","50","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","AA/AO","AO","380","[c]","21930","21260"
"Leaver CS","2022","Asian","No function","EO","EO","460","[c]","28400","27570"
"Leaver CS","2022","Asian","No function","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","G6/G7","G7","75","[c]","56240","53860"
"Leaver CS","2022","Asian","No function","SCS level","SCS level","35","[c]","98090","95140"
"Leaver CS","2022","Asian","No function","SEO/HEO","HEO","135","[c]","32600","32720"
"Leaver CS","2022","Asian","No function","SEO/HEO","SEO","100","[c]","40550","40070"
"Leaver CS","2022","Asian","No function","Unknown","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","AA/AO","AA","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","AA/AO","AO","265","[c]","22830","21680"
"Leaver CS","2022","Asian","Unknown","EO","EO","165","[c]","28280","28650"
"Leaver CS","2022","Asian","Unknown","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SEO/HEO","HEO","70","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SEO/HEO","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","AA/AO","AA","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","AA/AO","AO","265","[c]","22630","22680"
"Leaver CS","2022","Black","No function","EO","EO","360","[c]","29300","30720"
"Leaver CS","2022","Black","No function","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","G6/G7","G7","40","[c]","54950","53380"
"Leaver CS","2022","Black","No function","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","SEO/HEO","HEO","95","[c]","32990","32330"
"Leaver CS","2022","Black","No function","SEO/HEO","SEO","65","[c]","42040","40450"
"Leaver CS","2022","Black","No function","Unknown","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","AA/AO","AO","75","[c]","23320","22810"
"Leaver CS","2022","Black","Unknown","EO","EO","100","[c]","29100","28720"
"Leaver CS","2022","Black","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SEO/HEO","HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Debt","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Debt","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Debt","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
