"Status","Year","Ethnicity","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Black","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","EO","EO","40","[c]","28680","28670"
"Leaver Dept.","2022","Black","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","SEO/HEO","HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Analysis","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Analysis","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Analysis","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Counter Fraud","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Debt","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Debt","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Debt","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data & Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data & Technology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data & Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data & Technology","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data & Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data & Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Finance","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Finance","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Grants Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Grants Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Human Resources","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Human Resources","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Legal","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","No function","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","No function","AA/AO","AO","35","[c]","21420","21260"
"Leaver Dept.","2022","Mixed","No function","EO","EO","115","[c]","27580","27570"
"Leaver Dept.","2022","Mixed","No function","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","No function","G6/G7","G7","65","[c]","53450","53380"
"Leaver Dept.","2022","Mixed","No function","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","No function","SEO/HEO","HEO","90","[c]","32500","32330"
"Leaver Dept.","2022","Mixed","No function","SEO/HEO","SEO","70","[c]","40050","40150"
"Leaver Dept.","2022","Mixed","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","EO","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Analysis","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Debt","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Debt","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Debt","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data & Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data & Technology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data & Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data & Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data & Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data & Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Grants Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Grants Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
