"Status","Year","Age","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","40-49","Unknown","Scottish Housing Regulator","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Scottish Prison Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Scottish Public Pensions Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Social Security Scotland","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Student Awards Agency for Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Transport Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Veterinary Medicines Directorate","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Welsh Government (excl. agencies)","Wales","20","[c]","46680","41980"
"Leaver CS","2022","50-59","Analysis","Centre for Environment, Fisheries and Aquaculture Science","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Defence Science and Technology Laboratory","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Department of Health and Social Care (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Health and Safety Executive","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Planning Inspectorate","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","UK Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","UK Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Animal and Plant Health Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Animal and Plant Health Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Cabinet Office (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Cabinet Office (excl. agencies)","London","20","[c]","93560","75300"
"Leaver CS","2022","50-59","Commercial","Cabinet Office (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Cabinet Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Cabinet Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Cabinet Office (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Cabinet Office (excl. agencies)","Unknown","10","[c]","87970","74240"
"Leaver CS","2022","50-59","Commercial","Cabinet Office (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Cabinet Office (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Crown Commercial Service","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Crown Commercial Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Crown Commercial Service","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Crown Prosecution Service","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Defence Equipment and Support","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Defence Science and Technology Laboratory","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Department for Education (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","FCDO Services","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","FCDO Services","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Health and Safety Executive","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Met Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Ministry of Defence (excl. agencies)","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Scottish Prison Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Submarine Delivery Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Submarine Delivery Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","UK Health Security Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","UK Hydrographic Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","UK Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Cabinet Office (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Companies House","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","HM Revenue and Customs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Met Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Public Health England","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Rural Payments Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Submarine Delivery Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","UK Hydrographic Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","UK Space Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","UK Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Companies House","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Department for Work and Pensions (excl. agencies)","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Department for Work and Pensions (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Department for Work and Pensions (excl. agencies)","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Department for Work and Pensions (excl. agencies)","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Department for Work and Pensions (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Department for Work and Pensions (excl. agencies)","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Department for Work and Pensions (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Department for Work and Pensions (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Department for Work and Pensions (excl. agencies)","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Driver and Vehicle Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Government Internal Audit Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","HM Revenue and Customs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","HM Revenue and Customs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","HM Revenue and Customs (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Debt","Department for Work and Pensions (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Debt","Department for Work and Pensions (excl. agencies)","East of England","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Debt","Department for Work and Pensions (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Debt","Department for Work and Pensions (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Debt","Department for Work and Pensions (excl. agencies)","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Debt","Department for Work and Pensions (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Debt","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Debt","Department for Work and Pensions (excl. agencies)","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Debt","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Debt","HM Revenue and Customs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Companies House","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department for Education (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","North East (England)","10","[c]","41970","37800"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","North West (England)","25","[c]","49510","47900"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","10","[c]","54880","54290"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Driver and Vehicle Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Driver and Vehicle Standards Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","HM Land Registry","South West (England)","10","[c]","41610","38450"
"Leaver CS","2022","50-59","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Intellectual Property Office","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Met Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Met Office","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","South West (England)","15","[c]","38230","38300"
"Leaver CS","2022","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Public Health England","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Public Health England","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Scottish Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Scottish Prison Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","UK Hydrographic Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","UK Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","UK Statistics Authority","Wales","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Crown Commercial Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Defence Electronics and Components Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department for Education (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department for Education (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department for Education (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department for Education (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department for Work and Pensions (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department for Work and Pensions (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department for Work and Pensions (excl. agencies)","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department for Work and Pensions (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Education and Skills Funding Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Education and Skills Funding Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","FCDO Services","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
