"Status","Year","Age","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Finance","Education and Skills Funding Agency","London","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Education and Skills Funding Agency","North East (England)","10","10","30890","29550"
"In post","2022","20-29","Finance","Education and Skills Funding Agency","North West (England)","25","25","33530","29910"
"In post","2022","20-29","Finance","Education and Skills Funding Agency","South West (England)","15","15","30850","29360"
"In post","2022","20-29","Finance","Education and Skills Funding Agency","West Midlands (England)","60","60","33940","30140"
"In post","2022","20-29","Finance","Education and Skills Funding Agency","Yorkshire and The Humber","25","25","32330","29360"
"In post","2022","20-29","Finance","Estyn","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","FCDO Services","South East (England)","15","15","28130","26100"
"In post","2022","20-29","Finance","Food Standards Agency","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","London","30","30","40960","38600"
"In post","2022","20-29","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","10","10","35840","30960"
"In post","2022","20-29","Finance","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Government Legal Department","London","10","10","27840","26950"
"In post","2022","20-29","Finance","Health and Safety Executive","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","HM Courts and Tribunals Service","London","5","5","[c]","[c]"
"In post","2022","20-29","Finance","HM Courts and Tribunals Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","HM Courts and Tribunals Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","HM Revenue and Customs (excl. agencies)","East Midlands (England)","10","10","30950","27190"
"In post","2022","20-29","Finance","HM Revenue and Customs (excl. agencies)","East of England","10","10","[c]","[c]"
"In post","2022","20-29","Finance","HM Revenue and Customs (excl. agencies)","London","65","65","42080","43430"
"In post","2022","20-29","Finance","HM Revenue and Customs (excl. agencies)","North East (England)","25","25","34360","33370"
"In post","2022","20-29","Finance","HM Revenue and Customs (excl. agencies)","North West (England)","20","20","30140","26820"
"In post","2022","20-29","Finance","HM Revenue and Customs (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","HM Revenue and Customs (excl. agencies)","Scotland","110","95","22220","21250"
"In post","2022","20-29","Finance","HM Revenue and Customs (excl. agencies)","South East (England)","5","5","[c]","[c]"
"In post","2022","20-29","Finance","HM Revenue and Customs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","HM Revenue and Customs (excl. agencies)","West Midlands (England)","30","25","22770","21250"
"In post","2022","20-29","Finance","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","65","65","25790","21250"
"In post","2022","20-29","Finance","HM Treasury (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","HM Treasury (excl. agencies)","London","30","30","41090","35980"
"In post","2022","20-29","Finance","HM Treasury (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Legal Aid Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Maritime and Coastguard Agency","South East (England)","10","10","27810","26450"
"In post","2022","20-29","Finance","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Met Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Ministry of Defence (excl. agencies)","East of England","10","10","36990","37000"
"In post","2022","20-29","Finance","Ministry of Defence (excl. agencies)","London","30","30","41700","43230"
"In post","2022","20-29","Finance","Ministry of Defence (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Ministry of Defence (excl. agencies)","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Ministry of Defence (excl. agencies)","South East (England)","65","65","31080","28670"
"In post","2022","20-29","Finance","Ministry of Defence (excl. agencies)","South West (England)","55","55","33520","33000"
"In post","2022","20-29","Finance","Ministry of Defence (excl. agencies)","West Midlands (England)","10","10","28220","26670"
"In post","2022","20-29","Finance","Ministry of Justice (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Ministry of Justice (excl. agencies)","London","25","25","43600","41750"
"In post","2022","20-29","Finance","Ministry of Justice (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Ministry of Justice (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Ministry of Justice (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Ministry of Justice (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Ministry of Justice (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","20-29","Finance","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Planning Inspectorate","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Registers of Scotland","Scotland","10","10","[c]","[c]"
"In post","2022","20-29","Finance","Scottish Courts and Tribunals Service","Scotland","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Scottish Prison Service","Scotland","15","10","26770","23330"
"In post","2022","20-29","Finance","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Submarine Delivery Agency","South West (England)","15","15","29580","30420"
"In post","2022","20-29","Finance","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","The Insolvency Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","UK Export Finance","London","10","10","37580","31180"
"In post","2022","20-29","Finance","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","UK Health Security Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","UK Health Security Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","UK Hydrographic Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","UK Space Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","UK Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Valuation Office Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Valuation Office Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Valuation Office Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Vehicle Certification Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Welsh Revenue Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Grants Management","Rural Payments Agency","East Midlands (England)","20","20","21420","21300"
"In post","2022","20-29","Grants Management","Rural Payments Agency","East of England","5","5","[c]","[c]"
"In post","2022","20-29","Grants Management","Rural Payments Agency","North East (England)","100","100","22140","21300"
"In post","2022","20-29","Grants Management","Rural Payments Agency","North West (England)","135","135","22130","21300"
"In post","2022","20-29","Grants Management","Rural Payments Agency","South East (England)","10","10","[c]","[c]"
"In post","2022","20-29","Grants Management","Rural Payments Agency","South West (England)","20","20","22510","21300"
"In post","2022","20-29","Grants Management","Rural Payments Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Grants Management","Rural Payments Agency","West Midlands (England)","35","35","23710","21300"
"In post","2022","20-29","Grants Management","Rural Payments Agency","Yorkshire and The Humber","50","45","22690","21300"
"In post","2022","20-29","Grants Management","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Advisory, Conciliation and Arbitration Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Human Resources","Cabinet Office (excl. agencies)","London","95","95","36350","34550"
"In post","2022","20-29","Human Resources","Cabinet Office (excl. agencies)","North East (England)","80","80","23230","21050"
"In post","2022","20-29","Human Resources","Cabinet Office (excl. agencies)","North West (England)","20","20","29910","27500"
"In post","2022","20-29","Human Resources","Cabinet Office (excl. agencies)","Scotland","15","15","30650","32000"
"In post","2022","20-29","Human Resources","Cabinet Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
