"Status","Year","Age","Function_of_post","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Legal","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Tax","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Tax","London","15","15","53540","58600"
"In post","2022","30-39","Legal","Tax","North East (England)","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Tax","North West (England)","20","20","40100","34670"
"In post","2022","30-39","Legal","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Tax","Scotland","10","10","[c]","[c]"
"In post","2022","30-39","Legal","Tax","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Tax","South West (England)","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Tax","Wales","10","10","[c]","[c]"
"In post","2022","30-39","Legal","Tax","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","30-39","Legal","Tax","Yorkshire and The Humber","10","10","38990","33370"
"In post","2022","30-39","Legal","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Unknown","London","55","55","61840","67700"
"In post","2022","30-39","Legal","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Unknown","North West (England)","10","10","[c]","[c]"
"In post","2022","30-39","Legal","Unknown","South West (England)","10","10","49440","55210"
"In post","2022","30-39","Legal","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Commercial","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","30-39","No function","Commercial","East of England","10","10","42270","43810"
"In post","2022","30-39","No function","Commercial","London","45","45","44040","40650"
"In post","2022","30-39","No function","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Commercial","North West (England)","15","15","44510","44480"
"In post","2022","30-39","No function","Commercial","South East (England)","10","10","[c]","[c]"
"In post","2022","30-39","No function","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Commercial","West Midlands (England)","15","15","38680","38280"
"In post","2022","30-39","No function","Commercial","Yorkshire and The Humber","20","20","45190","42630"
"In post","2022","30-39","No function","Communications","London","25","20","45670","51730"
"In post","2022","30-39","No function","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Communications","North West (England)","5","5","[c]","[c]"
"In post","2022","30-39","No function","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Communications","West Midlands (England)","10","10","34790","33520"
"In post","2022","30-39","No function","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Corporate Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Corporate Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Digital, Data and Technology","London","20","20","42420","41000"
"In post","2022","30-39","No function","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Digital, Data and Technology","North West (England)","5","5","[c]","[c]"
"In post","2022","30-39","No function","Digital, Data and Technology","Scotland","5","5","[c]","[c]"
"In post","2022","30-39","No function","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Digital, Data and Technology","West Midlands (England)","10","5","[c]","[c]"
"In post","2022","30-39","No function","Digital, Data and Technology","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","30-39","No function","Economics","London","110","105","57170","57850"
"In post","2022","30-39","No function","Economics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Economics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Economics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Finance","London","25","25","59120","54400"
"In post","2022","30-39","No function","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Finance","North West (England)","5","5","[c]","[c]"
"In post","2022","30-39","No function","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Finance","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","30-39","No function","Finance","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","30-39","No function","Geography","South West (England)","100","95","32700","33290"
"In post","2022","30-39","No function","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Human Resources","London","15","15","60760","65770"
"In post","2022","30-39","No function","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Inspector of Education and Training","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","30-39","No function","Inspector of Education and Training","East of England","10","10","[c]","[c]"
"In post","2022","30-39","No function","Inspector of Education and Training","London","10","10","61880","51360"
"In post","2022","30-39","No function","Inspector of Education and Training","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Inspector of Education and Training","North West (England)","10","10","53900","51360"
"In post","2022","30-39","No function","Inspector of Education and Training","South East (England)","10","10","58990","51360"
"In post","2022","30-39","No function","Inspector of Education and Training","South West (England)","15","15","60790","57930"
"In post","2022","30-39","No function","Inspector of Education and Training","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Inspector of Education and Training","West Midlands (England)","15","15","55780","51360"
"In post","2022","30-39","No function","Inspector of Education and Training","Yorkshire and The Humber","10","10","59750","51360"
"In post","2022","30-39","No function","Intelligence Analysis","East Midlands (England)","15","15","27410","27380"
"In post","2022","30-39","No function","Intelligence Analysis","East of England","15","15","33710","28560"
"In post","2022","30-39","No function","Intelligence Analysis","London","25","25","34690","32130"
"In post","2022","30-39","No function","Intelligence Analysis","North East (England)","10","10","[c]","[c]"
"In post","2022","30-39","No function","Intelligence Analysis","North West (England)","15","10","28650","27380"
"In post","2022","30-39","No function","Intelligence Analysis","South East (England)","20","20","26830","27380"
"In post","2022","30-39","No function","Intelligence Analysis","South West (England)","5","5","[c]","[c]"
"In post","2022","30-39","No function","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Intelligence Analysis","West Midlands (England)","15","15","32660","27380"
"In post","2022","30-39","No function","Intelligence Analysis","Yorkshire and The Humber","20","15","30660","30700"
"In post","2022","30-39","No function","Internal Audit","London","5","5","[c]","[c]"
"In post","2022","30-39","No function","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","International Trade","London","390","385","50400","51970"
"In post","2022","30-39","No function","International Trade","North East (England)","10","10","48240","47980"
"In post","2022","30-39","No function","International Trade","North West (England)","20","15","37600","33370"
"In post","2022","30-39","No function","International Trade","Northern Ireland","5","5","[c]","[c]"
"In post","2022","30-39","No function","International Trade","Overseas","65","65","53270","52400"
"In post","2022","30-39","No function","International Trade","Scotland","10","10","[c]","[c]"
"In post","2022","30-39","No function","International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","International Trade","Wales","5","5","[c]","[c]"
"In post","2022","30-39","No function","International Trade","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","30-39","No function","International Trade","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","30-39","No function","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Knowledge and Information Management","London","70","70","44940","41030"
"In post","2022","30-39","No function","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Knowledge and Information Management","North West (England)","40","35","30030","27570"
"In post","2022","30-39","No function","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Knowledge and Information Management","South East (England)","5","5","[c]","[c]"
"In post","2022","30-39","No function","Knowledge and Information Management","South West (England)","5","5","[c]","[c]"
"In post","2022","30-39","No function","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Knowledge and Information Management","West Midlands (England)","20","20","26450","24460"
"In post","2022","30-39","No function","Knowledge and Information Management","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","30-39","No function","Legal","East Midlands (England)","10","10","32760","31390"
"In post","2022","30-39","No function","Legal","East of England","10","10","34800","30580"
"In post","2022","30-39","No function","Legal","London","90","85","44020","41750"
"In post","2022","30-39","No function","Legal","North East (England)","10","10","[c]","[c]"
"In post","2022","30-39","No function","Legal","North West (England)","20","20","35160","36050"
"In post","2022","30-39","No function","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Legal","South East (England)","10","10","35560","33680"
"In post","2022","30-39","No function","Legal","South West (England)","10","10","36430","36050"
"In post","2022","30-39","No function","Legal","Wales","20","15","36700","36050"
"In post","2022","30-39","No function","Legal","West Midlands (England)","15","15","35140","36050"
"In post","2022","30-39","No function","Legal","Yorkshire and The Humber","30","25","33230","30450"
"In post","2022","30-39","No function","Medicine","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Medicine","East of England","5","5","[c]","[c]"
"In post","2022","30-39","No function","Medicine","London","70","60","64770","55640"
"In post","2022","30-39","No function","Medicine","North East (England)","5","5","[c]","[c]"
"In post","2022","30-39","No function","Medicine","North West (England)","10","10","[c]","[c]"
"In post","2022","30-39","No function","Medicine","South East (England)","5","5","[c]","[c]"
"In post","2022","30-39","No function","Medicine","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Medicine","Wales","10","10","71460","83320"
"In post","2022","30-39","No function","Medicine","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Medicine","Yorkshire and The Humber","10","5","[c]","[c]"
"In post","2022","30-39","No function","Operational Delivery","East Midlands (England)","2640","2450","27130","26820"
"In post","2022","30-39","No function","Operational Delivery","East of England","2295","2145","28490","28010"
"In post","2022","30-39","No function","Operational Delivery","London","5100","4905","35860","32260"
"In post","2022","30-39","No function","Operational Delivery","North East (England)","3150","2890","25910","25120"
"In post","2022","30-39","No function","Operational Delivery","North West (England)","6130","5775","27100","26820"
"In post","2022","30-39","No function","Operational Delivery","Northern Ireland","270","260","27160","22740"
"In post","2022","30-39","No function","Operational Delivery","Overseas","20","20","52110","55350"
"In post","2022","30-39","No function","Operational Delivery","Scotland","3770","3570","28120","27230"
"In post","2022","30-39","No function","Operational Delivery","South East (England)","3575","3325","29480","29130"
"In post","2022","30-39","No function","Operational Delivery","South West (England)","2565","2360","27960","27570"
"In post","2022","30-39","No function","Operational Delivery","Unknown","100","90","27620","27570"
"In post","2022","30-39","No function","Operational Delivery","Wales","4270","3930","25550","24030"
"In post","2022","30-39","No function","Operational Delivery","West Midlands (England)","3760","3510","27050","26610"
"In post","2022","30-39","No function","Operational Delivery","Yorkshire and The Humber","3335","3090","28170","27570"
"In post","2022","30-39","No function","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Operational Research","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Operational Research","South East (England)","35","35","46050","47010"
"In post","2022","30-39","No function","Operational Research","South West (England)","25","20","42360","42020"
"In post","2022","30-39","No function","Operational Research","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","30-39","No function","Other","East Midlands (England)","45","45","28510","27570"
"In post","2022","30-39","No function","Other","East of England","50","45","30200","27570"
"In post","2022","30-39","No function","Other","London","445","440","42640","35010"
"In post","2022","30-39","No function","Other","North East (England)","90","85","26590","27570"
"In post","2022","30-39","No function","Other","North West (England)","225","220","28200","27570"
"In post","2022","30-39","No function","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Other","Scotland","270","250","30670","27570"
"In post","2022","30-39","No function","Other","South East (England)","80","75","28050","27570"
"In post","2022","30-39","No function","Other","South West (England)","150","140","31040","27570"
"In post","2022","30-39","No function","Other","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","No function","Other","Wales","115","110","28000","27570"
"In post","2022","30-39","No function","Other","West Midlands (England)","70","65","27750","27570"
"In post","2022","30-39","No function","Other","Yorkshire and The Humber","65","60","30490","27570"
"In post","2022","30-39","No function","Planning","London","25","25","46100","42980"
"In post","2022","30-39","No function","Planning","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Planning","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Planning","South West (England)","15","15","40670","40720"
"In post","2022","30-39","No function","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Planning Inspectors","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Planning Inspectors","East of England","5","5","[c]","[c]"
"In post","2022","30-39","No function","Planning Inspectors","London","5","5","[c]","[c]"
"In post","2022","30-39","No function","Planning Inspectors","North East (England)","5","5","[c]","[c]"
"In post","2022","30-39","No function","Planning Inspectors","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Planning Inspectors","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Planning Inspectors","South East (England)","5","5","[c]","[c]"
"In post","2022","30-39","No function","Planning Inspectors","South West (England)","10","10","52260","47660"
"In post","2022","30-39","No function","Planning Inspectors","Wales","5","5","[c]","[c]"
"In post","2022","30-39","No function","Planning Inspectors","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Planning Inspectors","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","30-39","No function","Policy","East Midlands (England)","75","70","40540","36510"
"In post","2022","30-39","No function","Policy","East of England","35","35","42450","40350"
"In post","2022","30-39","No function","Policy","London","4670","4555","51850","53380"
"In post","2022","30-39","No function","Policy","North East (England)","140","135","41200","36740"
"In post","2022","30-39","No function","Policy","North West (England)","305","295","41320","36740"
"In post","2022","30-39","No function","Policy","Northern Ireland","40","40","39890","37350"
"In post","2022","30-39","No function","Policy","Overseas","400","400","46170","42790"
"In post","2022","30-39","No function","Policy","Scotland","65","65","44030","37580"
"In post","2022","30-39","No function","Policy","South East (England)","75","75","38360","38650"
"In post","2022","30-39","No function","Policy","South West (England)","320","305","40910","36590"
"In post","2022","30-39","No function","Policy","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","No function","Policy","Wales","120","115","37530","36130"
"In post","2022","30-39","No function","Policy","West Midlands (England)","210","205","39780","36740"
"In post","2022","30-39","No function","Policy","Yorkshire and The Humber","430","410","40970","36820"
"In post","2022","30-39","No function","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Project Delivery","London","70","70","51160","51730"
"In post","2022","30-39","No function","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Project Delivery","North West (England)","10","10","39490","36990"
"In post","2022","30-39","No function","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Project Delivery","South West (England)","35","35","37030","35680"
"In post","2022","30-39","No function","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Psychology","East Midlands (England)","70","70","34490","31180"
"In post","2022","30-39","No function","Psychology","East of England","70","70","33310","31180"
"In post","2022","30-39","No function","Psychology","London","25","25","39120","33900"
"In post","2022","30-39","No function","Psychology","North East (England)","35","35","36610","34340"
"In post","2022","30-39","No function","Psychology","North West (England)","75","75","34200","31180"
"In post","2022","30-39","No function","Psychology","Scotland","40","40","37860","35000"
"In post","2022","30-39","No function","Psychology","South East (England)","75","70","34450","31180"
"In post","2022","30-39","No function","Psychology","South West (England)","45","40","35190","31180"
"In post","2022","30-39","No function","Psychology","Wales","30","30","35140","31180"
"In post","2022","30-39","No function","Psychology","West Midlands (England)","65","65","33910","31180"
"In post","2022","30-39","No function","Psychology","Yorkshire and The Humber","70","70","35290","31180"
"In post","2022","30-39","No function","Science and Engineering","East Midlands (England)","65","60","36810","37260"
"In post","2022","30-39","No function","Science and Engineering","East of England","90","85","39220","40250"
"In post","2022","30-39","No function","Science and Engineering","London","235","230","44120","41030"
"In post","2022","30-39","No function","Science and Engineering","North East (England)","10","10","38440","41260"
"In post","2022","30-39","No function","Science and Engineering","North West (England)","75","75","32750","31560"
"In post","2022","30-39","No function","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Science and Engineering","Scotland","5","5","[c]","[c]"
"In post","2022","30-39","No function","Science and Engineering","South East (England)","265","260","38490","38070"
"In post","2022","30-39","No function","Science and Engineering","South West (England)","525","510","38910","38070"
"In post","2022","30-39","No function","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Science and Engineering","Wales","120","115","41840","41890"
"In post","2022","30-39","No function","Science and Engineering","West Midlands (England)","40","40","33580","32310"
"In post","2022","30-39","No function","Science and Engineering","Yorkshire and The Humber","50","50","33450","31710"
"In post","2022","30-39","No function","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Social Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Statistics","London","10","10","53430","53120"
"In post","2022","30-39","No function","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Statistics","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","30-39","No function","Tax","East Midlands (England)","230","220","35210","33370"
"In post","2022","30-39","No function","Tax","East of England","10","10","30870","26820"
"In post","2022","30-39","No function","Tax","London","375","370","45580","37930"
"In post","2022","30-39","No function","Tax","North East (England)","340","330","33650","33080"
"In post","2022","30-39","No function","Tax","North West (England)","810","775","33470","33080"
"In post","2022","30-39","No function","Tax","Northern Ireland","210","205","32310","33080"
"In post","2022","30-39","No function","Tax","Scotland","440","425","35500","33370"
"In post","2022","30-39","No function","Tax","South East (England)","45","40","31260","26820"
"In post","2022","30-39","No function","Tax","South West (England)","110","110","42180","33370"
"In post","2022","30-39","No function","Tax","Wales","350","340","34490","33370"
"In post","2022","30-39","No function","Tax","West Midlands (England)","295","285","37560","33370"
"In post","2022","30-39","No function","Tax","Yorkshire and The Humber","245","235","34020","33080"
"In post","2022","30-39","No function","Unknown","East Midlands (England)","70","65","35580","33370"
"In post","2022","30-39","No function","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Unknown","London","1055","1040","51020","54700"
"In post","2022","30-39","No function","Unknown","North East (England)","130","125","28050","26590"
"In post","2022","30-39","No function","Unknown","North West (England)","270","260","30300","30620"
"In post","2022","30-39","No function","Unknown","Northern Ireland","50","50","28590","26820"
"In post","2022","30-39","No function","Unknown","Scotland","105","100","31120","29250"
"In post","2022","30-39","No function","Unknown","South East (England)","25","25","39500","31040"
"In post","2022","30-39","No function","Unknown","South West (England)","35","35","33690","33080"
"In post","2022","30-39","No function","Unknown","Unknown","45","45","40340","32160"
"In post","2022","30-39","No function","Unknown","Wales","105","100","29510","26820"
"In post","2022","30-39","No function","Unknown","West Midlands (England)","100","95","32830","33080"
"In post","2022","30-39","No function","Unknown","Yorkshire and The Humber","90","85","32770","32000"
"In post","2022","30-39","No function","Veterinarian","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","30-39","No function","Veterinarian","East of England","5","5","[c]","[c]"
"In post","2022","30-39","No function","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Veterinarian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Veterinarian","North West (England)","5","5","[c]","[c]"
"In post","2022","30-39","No function","Veterinarian","Scotland","10","10","[c]","[c]"
"In post","2022","30-39","No function","Veterinarian","South East (England)","10","10","42220","39330"
"In post","2022","30-39","No function","Veterinarian","South West (England)","30","30","37260","36970"
"In post","2022","30-39","No function","Veterinarian","Wales","10","10","37350","36520"
"In post","2022","30-39","No function","Veterinarian","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","30-39","No function","Veterinarian","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","30-39","Project Delivery","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Commercial","South East (England)","10","10","[c]","[c]"
"In post","2022","30-39","Project Delivery","Commercial","South West (England)","205","195","36030","35140"
"In post","2022","30-39","Project Delivery","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Corporate Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Digital, Data and Technology","South West (England)","35","35","46030","47010"
"In post","2022","30-39","Project Delivery","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Economics","London","20","20","56990","55670"
"In post","2022","30-39","Project Delivery","Economics","Overseas","20","20","54600","55340"
"In post","2022","30-39","Project Delivery","Economics","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Finance","London","5","5","[c]","[c]"
"In post","2022","30-39","Project Delivery","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Finance","South West (England)","40","40","43000","43110"
"In post","2022","30-39","Project Delivery","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Inspector of Education and Training","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Knowledge and Information Management","South West (England)","5","5","[c]","[c]"
"In post","2022","30-39","Project Delivery","Legal","Wales","5","5","[c]","[c]"
"In post","2022","30-39","Project Delivery","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Operational Delivery","East Midlands (England)","10","10","37380","38320"
"In post","2022","30-39","Project Delivery","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Operational Delivery","London","65","65","40240","38600"
"In post","2022","30-39","Project Delivery","Operational Delivery","North East (England)","35","35","30480","27570"
"In post","2022","30-39","Project Delivery","Operational Delivery","North West (England)","40","40","35100","33080"
"In post","2022","30-39","Project Delivery","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Operational Delivery","Overseas","5","5","[c]","[c]"
"In post","2022","30-39","Project Delivery","Operational Delivery","Scotland","45","45","32800","31990"
"In post","2022","30-39","Project Delivery","Operational Delivery","South East (England)","25","25","33640","30100"
"In post","2022","30-39","Project Delivery","Operational Delivery","South West (England)","155","145","35000","32790"
"In post","2022","30-39","Project Delivery","Operational Delivery","Wales","15","15","31650","31990"
"In post","2022","30-39","Project Delivery","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Operational Delivery","Yorkshire and The Humber","20","15","38790","36270"
"In post","2022","30-39","Project Delivery","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
