"Status","Year","Function_of_post","Organisation","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","No function","Health and Safety Executive","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Health and Safety Executive","SEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Health and Safety Executive","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","AA","Heterosexual / straight","200","[c]","18680","19170"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","AA","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","AA","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","AA","Unknown","105","[c]","18830","19060"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","AO","Heterosexual / straight","660","[c]","21020","20970"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","AO","LGBO","50","[c]","20850","20970"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","AO","Undeclared","95","[c]","21140","20970"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","AO","Unknown","400","[c]","21240","20970"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","EO","Heterosexual / straight","135","[c]","25390","25120"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","EO","Unknown","45","[c]","24760","25120"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","HEO","Heterosexual / straight","50","[c]","31500","30850"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","HEO","Unknown","35","[c]","30230","30850"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","SEO","Heterosexual / straight","75","[c]","41100","41750"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","SEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Courts and Tribunals Service","SEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","AO","Heterosexual / straight","45","[c]","22990","22600"
"Leaver CS","2022","No function","HM Land Registry","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","AO","Unknown","40","[c]","23010","22600"
"Leaver CS","2022","No function","HM Land Registry","EO","Heterosexual / straight","50","[c]","27560","27130"
"Leaver CS","2022","No function","HM Land Registry","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","EO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","HEO","Heterosexual / straight","35","[c]","33930","33840"
"Leaver CS","2022","No function","HM Land Registry","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","AA","Heterosexual / straight","560","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","AA","LGBO","60","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","AA","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","AA","Unknown","390","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","AO","Heterosexual / straight","2165","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","AO","LGBO","195","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","AO","Undeclared","160","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","AO","Unknown","970","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","EO","Heterosexual / straight","300","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","EO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","EO","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","EO","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","HEO","Heterosexual / straight","155","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","SEO","Heterosexual / straight","80","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","SEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","Unknown","Heterosexual / straight","1030","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","Unknown","LGBO","90","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","Unknown","Undeclared","90","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Prison and Probation Service","Unknown","Unknown","570","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs (excl. agencies)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs (excl. agencies)","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs (excl. agencies)","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs (excl. agencies)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs (excl. agencies)","AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs (excl. agencies)","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs (excl. agencies)","AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs (excl. agencies)","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs (excl. agencies)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs (excl. agencies)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs (excl. agencies)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs (excl. agencies)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs (excl. agencies)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs (excl. agencies)","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs (excl. agencies)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs (excl. agencies)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs (excl. agencies)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs (excl. agencies)","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs (excl. agencies)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs (excl. agencies)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Treasury (excl. agencies)","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Treasury (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Treasury (excl. agencies)","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Treasury (excl. agencies)","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Treasury (excl. agencies)","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Treasury (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Treasury (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Treasury (excl. agencies)","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Treasury (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Treasury (excl. agencies)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Treasury (excl. agencies)","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Treasury (excl. agencies)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Treasury (excl. agencies)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Treasury (excl. agencies)","HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Treasury (excl. agencies)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Treasury (excl. agencies)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Treasury (excl. agencies)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Treasury (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Treasury (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Institute for Apprenticeships and Technical Education","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Institute for Apprenticeships and Technical Education","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Institute for Apprenticeships and Technical Education","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Institute for Apprenticeships and Technical Education","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Institute for Apprenticeships and Technical Education","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Institute for Apprenticeships and Technical Education","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Institute for Apprenticeships and Technical Education","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Institute for Apprenticeships and Technical Education","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Institute for Apprenticeships and Technical Education","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Institute for Apprenticeships and Technical Education","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intellectual Property Office","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intellectual Property Office","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intellectual Property Office","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intellectual Property Office","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intellectual Property Office","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intellectual Property Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intellectual Property Office","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intellectual Property Office","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intellectual Property Office","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intellectual Property Office","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intellectual Property Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intellectual Property Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intellectual Property Office","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intellectual Property Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Legal Aid Agency","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Legal Aid Agency","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Legal Aid Agency","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Legal Aid Agency","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Legal Aid Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Legal Aid Agency","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Legal Aid Agency","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Legal Aid Agency","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Legal Aid Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Legal Aid Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Legal Aid Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Legal Aid Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Legal Aid Agency","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Legal Aid Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Legal Aid Agency","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Legal Aid Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Legal Aid Agency","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Legal Aid Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Maritime and Coastguard Agency","AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","Maritime and Coastguard Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Maritime and Coastguard Agency","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Maritime and Coastguard Agency","AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Maritime and Coastguard Agency","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Maritime and Coastguard Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Maritime and Coastguard Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Maritime and Coastguard Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Maritime and Coastguard Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Maritime and Coastguard Agency","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Maritime and Coastguard Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Maritime and Coastguard Agency","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Maritime and Coastguard Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Maritime and Coastguard Agency","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Maritime and Coastguard Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Maritime and Coastguard Agency","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Maritime and Coastguard Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Maritime and Coastguard Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Maritime and Coastguard Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Maritime and Coastguard Agency","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Maritime and Coastguard Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Maritime and Coastguard Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Maritime and Coastguard Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","EO","Heterosexual / straight","30","[c]","27600","27270"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","G6","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","AA","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","EO","Heterosexual / straight","35","[c]","25970","26410"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","G7","Heterosexual / straight","55","[c]","59940","59000"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","HEO","Heterosexual / straight","50","[c]","32530","32520"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","SEO","Heterosexual / straight","55","[c]","42730","41750"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Ministry of Justice (excl. agencies)","SEO","Unknown","20","[c]","[c]","[c]"
