"Status","Year","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Scottish Forestry","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Female","195","[c]","41030","36130"
"Leaver CS","2022","Scottish Government (excl. agencies)","Male","225","[c]","42220","36130"
"Leaver CS","2022","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Female","95","[c]","31220","26900"
"Leaver CS","2022","Scottish Prison Service","Male","245","[c]","32670","35000"
"Leaver CS","2022","Scottish Public Pensions Agency","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Female","35","[c]","35320","32120"
"Leaver CS","2022","Submarine Delivery Agency","Male","105","[c]","39040","39500"
"Leaver CS","2022","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Female","40","[c]","28280","24540"
"Leaver CS","2022","The Insolvency Service","Male","55","[c]","35300","29570"
"Leaver CS","2022","The National Archives","Female","40","[c]","31130","28460"
"Leaver CS","2022","The National Archives","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Male","35","[c]","52400","47000"
"Leaver CS","2022","UK Health Security Agency","Female","505","[c]","38970","34530"
"Leaver CS","2022","UK Health Security Agency","Male","280","[c]","43540","36330"
"Leaver CS","2022","UK Hydrographic Office","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Male","40","[c]","37590","35270"
"Leaver CS","2022","UK Space Agency","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Male","45","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Female","265","[c]","27460","23050"
"Leaver CS","2022","UK Statistics Authority","Male","310","[c]","28950","23630"
"Leaver CS","2022","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Female","150","[c]","26830","22040"
"Leaver CS","2022","Valuation Office Agency","Male","120","[c]","32160","26030"
"Leaver CS","2022","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Female","130","[c]","41110","37410"
"Leaver CS","2022","Welsh Government (excl. agencies)","Male","115","[c]","44550","37410"
"Leaver CS","2022","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Female","30","[c]","29000","24250"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Female","35","[c]","28890","24920"
"Leaver Dept.","2022","Animal and Plant Health Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Female","1015","[c]","41850","34550"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Male","810","[c]","42220","34550"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Female","70","[c]","33030","26970"
"Leaver Dept.","2022","Crown Prosecution Service","Male","40","[c]","35010","27740"
"Leaver Dept.","2022","Defence Equipment and Support","Female","175","[c]","33040","30940"
"Leaver Dept.","2022","Defence Equipment and Support","Male","260","[c]","35500","32410"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Male","45","[c]","40310","38070"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","290","[c]","45020","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","290","[c]","46670","40220"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Female","105","[c]","41720","34280"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Male","105","[c]","47700","51730"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Female","255","[c]","43040","38640"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Male","170","[c]","43230","40230"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","200","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","180","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Female","125","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Male","95","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","170","[c]","40740","36340"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","140","[c]","42560","39600"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Female","145","[c]","42500","38650"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Male","160","[c]","44460","42470"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Female","1815","[c]","29360","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Male","1225","[c]","30390","27570"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Female","745","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Male","560","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Female","85","[c]","28210","26130"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Male","70","[c]","29870","27080"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Female","70","[c]","30070","27520"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Male","70","[c]","31550","27570"
"Leaver Dept.","2022","Education and Skills Funding Agency","Female","35","[c]","36610","33610"
"Leaver Dept.","2022","Education and Skills Funding Agency","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Female","30","[c]","43580","40350"
"Leaver Dept.","2022","Food Standards Agency","Male","35","[c]","38860","37910"
"Leaver Dept.","2022","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Female","230","[c]","41250","38600"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Male","185","[c]","48820","43970"
"Leaver Dept.","2022","Forestry and Land Scotland","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Female","65","[c]","47750","51250"
"Leaver Dept.","2022","Government Legal Department","Male","35","[c]","49100","50500"
"Leaver Dept.","2022","Government Property Agency","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Female","35","[c]","34770","31710"
"Leaver Dept.","2022","Health and Safety Executive","Male","30","[c]","40120","40070"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Female","350","[c]","26940","22680"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Male","185","[c]","25700","21490"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Female","350","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","220","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","710","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","630","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Female","105","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Male","85","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","735","[c]","35410","28850"
"Leaver Dept.","2022","Home Office","Male","665","[c]","35710","29610"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Female","30","[c]","27410","24560"
"Leaver Dept.","2022","Legal Aid Agency","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Male","35","[c]","32450","26840"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","305","[c]","36060","33300"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Male","270","[c]","39020","36460"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Female","265","[c]","40440","36800"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Male","170","[c]","41080","36800"
"Leaver Dept.","2022","National Crime Agency","Female","50","[c]","42560","39840"
"Leaver Dept.","2022","National Crime Agency","Male","55","[c]","43180","40170"
"Leaver Dept.","2022","National Infrastructure Commission","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Female","35","[c]","43250","38340"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Female","50","[c]","36540","28700"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Male","55","[c]","37520","34240"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Public Guardian","Female","80","[c]","24020","21170"
"Leaver Dept.","2022","Office of the Public Guardian","Male","60","[c]","24450","20970"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Female","30","[c]","38290","37790"
"Leaver Dept.","2022","Planning Inspectorate","Male","35","[c]","41400","32780"
"Leaver Dept.","2022","Public Health England","Female","4400","[c]","41040","36330"
"Leaver Dept.","2022","Public Health England","Male","2095","[c]","47110","40080"
"Leaver Dept.","2022","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Female","45","[c]","26170","24920"
"Leaver Dept.","2022","Rural Payments Agency","Male","35","[c]","28420","25190"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Forestry","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Security Scotland","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Security Scotland","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Female","45","[c]","28960","24780"
"Leaver Dept.","2022","The Insolvency Service","Male","40","[c]","31610","24780"
"Leaver Dept.","2022","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Female","125","[c]","33510","30210"
"Leaver Dept.","2022","UK Statistics Authority","Male","105","[c]","37760","33210"
"Leaver Dept.","2022","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Female","40","[c]","29610","25000"
"Leaver Dept.","2022","Valuation Office Agency","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Female","35","[c]","26510","24250"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Female","295","[c]","25980","24370"
"New entrant CS","2022","Animal and Plant Health Agency","Male","195","[c]","26170","24920"
"New entrant CS","2022","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Female","955","[c]","36300","28000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Male","810","[c]","41430","30000"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Female","40","[c]","26750","25460"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Male","50","[c]","26950","25240"
"New entrant CS","2022","Charity Commission","Female","50","[c]","27350","24440"
"New entrant CS","2022","Charity Commission","Male","40","[c]","29570","26220"
"New entrant CS","2022","Companies House","Female","100","[c]","27440","20100"
"New entrant CS","2022","Companies House","Male","70","[c]","29110","24500"
"New entrant CS","2022","Competition and Markets Authority","Female","60","[c]","38770","33120"
"New entrant CS","2022","Competition and Markets Authority","Male","75","[c]","50700","44050"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Female","70","[c]","33250","30420"
"New entrant CS","2022","Crown Commercial Service","Male","55","[c]","32260","30420"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Female","280","[c]","26120","21050"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Male","135","[c]","27170","21050"
"New entrant CS","2022","Crown Prosecution Service","Female","495","[c]","30090","25480"
"New entrant CS","2022","Crown Prosecution Service","Male","185","[c]","35090","30130"
"New entrant CS","2022","Defence Equipment and Support","Female","340","[c]","28650","26000"
"New entrant CS","2022","Defence Equipment and Support","Male","640","[c]","31750","29600"
"New entrant CS","2022","Defence Science and Technology Laboratory","Female","235","[c]","28880","26520"
"New entrant CS","2022","Defence Science and Technology Laboratory","Male","410","[c]","31070","27010"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","375","[c]","37860","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","320","[c]","37430","33570"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Female","225","[c]","34300","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Male","175","[c]","37040","34020"
"New entrant CS","2022","Department for Education (excl. agencies)","Female","505","[c]","33530","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Male","305","[c]","36460","32870"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","1020","[c]","37010","33820"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","785","[c]","38650","35900"
"New entrant CS","2022","Department for International Trade","Female","225","[c]","34880","31800"
"New entrant CS","2022","Department for International Trade","Male","210","[c]","38610","31800"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","335","[c]","35430","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","270","[c]","35820","33210"
"New entrant CS","2022","Department for Transport (excl. agencies)","Female","365","[c]","41200","38650"
"New entrant CS","2022","Department for Transport (excl. agencies)","Male","365","[c]","43170","42470"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Female","5890","[c]","25900","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Male","4375","[c]","26680","27570"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Female","615","[c]","36410","32790"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Male","335","[c]","38160","32790"
"New entrant CS","2022","Disclosure Scotland","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Male","35","[c]","22980","21050"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Female","340","[c]","21300","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Male","325","[c]","22430","21840"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Female","225","[c]","25970","26130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Male","420","[c]","26590","26130"
"New entrant CS","2022","Education and Skills Funding Agency","Female","100","[c]","32850","29360"
"New entrant CS","2022","Education and Skills Funding Agency","Male","80","[c]","35300","29360"
"New entrant CS","2022","Education Scotland","Female","35","[c]","49010","49860"
"New entrant CS","2022","Education Scotland","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Female","130","[c]","33720","30350"
"New entrant CS","2022","Food Standards Agency","Male","70","[c]","32930","30350"
"New entrant CS","2022","Food Standards Scotland","Female","45","[c]","31760","31540"
"New entrant CS","2022","Food Standards Scotland","Male","40","[c]","34460","27230"
"New entrant CS","2022","Government Actuary's Department","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Female","215","[c]","41020","43920"
"New entrant CS","2022","Government Legal Department","Male","100","[c]","38420","36600"
"New entrant CS","2022","Government Property Agency","Female","40","[c]","41080","37300"
"New entrant CS","2022","Government Property Agency","Male","45","[c]","51970","50000"
"New entrant CS","2022","Health and Safety Executive","Female","150","[c]","29660","26370"
"New entrant CS","2022","Health and Safety Executive","Male","150","[c]","38470","31660"
"New entrant CS","2022","HM Courts and Tribunals Service","Female","1255","[c]","23800","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Male","650","[c]","25060","20970"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Female","310","[c]","26570","22600"
"New entrant CS","2022","HM Land Registry","Male","200","[c]","27980","27130"
"New entrant CS","2022","HM Prison and Probation Service","Female","9730","[c]","26800","24770"
"New entrant CS","2022","HM Prison and Probation Service","Male","5465","[c]","27280","24800"
