"Status","Year","Age","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Human Resources","Maritime and Coastguard Agency","Outside London","10","10","27900","26410"
"In post","2022","30-39","Human Resources","Medicines and Healthcare Products Regulatory Agency","London","10","10","38360","36720"
"In post","2022","30-39","Human Resources","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Met Office","Outside London","15","10","34370","35270"
"In post","2022","30-39","Human Resources","Ministry of Defence (excl. agencies)","London","60","55","49560","45180"
"In post","2022","30-39","Human Resources","Ministry of Defence (excl. agencies)","Outside London","290","270","27990","26350"
"In post","2022","30-39","Human Resources","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Ministry of Justice (excl. agencies)","London","80","75","41420","36660"
"In post","2022","30-39","Human Resources","Ministry of Justice (excl. agencies)","Outside London","150","145","36090","31970"
"In post","2022","30-39","Human Resources","National Crime Agency","London","10","10","[c]","[c]"
"In post","2022","30-39","Human Resources","National Crime Agency","Outside London","25","25","36210","36740"
"In post","2022","30-39","Human Resources","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Office for Standards in Education, Children's Services and Skills","Outside London","25","25","35420","32010"
"In post","2022","30-39","Human Resources","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Office of Gas and Electricity Markets","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Registers of Scotland","Outside London","20","15","42080","39020"
"In post","2022","30-39","Human Resources","Scottish Courts and Tribunals Service","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Scottish Prison Service","Outside London","35","35","34300","35000"
"In post","2022","30-39","Human Resources","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Submarine Delivery Agency","Outside London","10","10","[c]","[c]"
"In post","2022","30-39","Human Resources","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","The Insolvency Service","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","UK Health Security Agency","London","40","40","40590","33970"
"In post","2022","30-39","Human Resources","UK Health Security Agency","Outside London","25","20","44460","40060"
"In post","2022","30-39","Human Resources","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","UK Statistics Authority","Outside London","40","35","39350","33820"
"In post","2022","30-39","Human Resources","Valuation Office Agency","London","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Valuation Office Agency","Outside London","15","15","41100","39990"
"In post","2022","30-39","Human Resources","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","15","15","42140","39630"
"In post","2022","30-39","Internal Audit","Government Internal Audit Agency","London","20","20","51740","53070"
"In post","2022","30-39","Internal Audit","Government Internal Audit Agency","Outside London","30","30","43180","43800"
"In post","2022","30-39","Internal Audit","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","HM Prison and Probation Service","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Internal Audit","HM Revenue and Customs (excl. agencies)","London","5","5","[c]","[c]"
"In post","2022","30-39","Internal Audit","HM Revenue and Customs (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2022","30-39","Internal Audit","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Met Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Ministry of Defence (excl. agencies)","Outside London","10","10","38740","40290"
"In post","2022","30-39","Internal Audit","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Attorney General's Office","London","15","15","52940","55190"
"In post","2022","30-39","Legal","Cabinet Office (excl. agencies)","London","20","20","66490","67730"
"In post","2022","30-39","Legal","Charity Commission","London","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Competition and Markets Authority","London","65","65","66940","71370"
"In post","2022","30-39","Legal","Competition and Markets Authority","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Crown Office and Procurator Fiscal Service","Outside London","225","220","52130","52520"
"In post","2022","30-39","Legal","Crown Prosecution Service","London","240","230","42670","48830"
"In post","2022","30-39","Legal","Crown Prosecution Service","Outside London","810","755","39940","48080"
"In post","2022","30-39","Legal","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Department for Education (excl. agencies)","Outside London","10","10","54620","61010"
"In post","2022","30-39","Legal","Department for Work and Pensions (excl. agencies)","Outside London","15","15","29460","27570"
"In post","2022","30-39","Legal","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Food Standards Agency","London","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","London","25","25","66040","67300"
"In post","2022","30-39","Legal","Government Legal Department","London","745","710","51660","51250"
"In post","2022","30-39","Legal","Government Legal Department","Outside London","45","40","50430","50500"
"In post","2022","30-39","Legal","Health and Safety Executive","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Legal","HM Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","HM Crown Prosecution Service Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","HM Land Registry","Outside London","50","50","51050","57000"
"In post","2022","30-39","Legal","HM Revenue and Customs (excl. agencies)","London","140","135","54490","62120"
"In post","2022","30-39","Legal","HM Revenue and Customs (excl. agencies)","Outside London","240","235","39880","33370"
"In post","2022","30-39","Legal","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Intellectual Property Office","Outside London","15","15","42280","41420"
"In post","2022","30-39","Legal","Medicines and Healthcare Products Regulatory Agency","London","10","10","[c]","[c]"
"In post","2022","30-39","Legal","Met Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Ministry of Defence (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
