"Status","Year","Age","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","65+","Finance","Department for Work and Pensions (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Ministry of Defence (excl. agencies)","Outside London","15","[c]","31310","26930"
"Leaver CS","2022","65+","Finance","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Grants Management","Rural Payments Agency","Outside London","15","[c]","23980","21300"
"Leaver CS","2022","65+","Human Resources","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Department for Work and Pensions (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Government Legal Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Met Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Ministry of Defence (excl. agencies)","Outside London","15","[c]","25080","21600"
"Leaver CS","2022","65+","Human Resources","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Crown Prosecution Service","London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Crown Prosecution Service","Outside London","25","[c]","42300","28430"
"Leaver CS","2022","65+","Legal","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","FCDO Services","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Government Legal Department","London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","HM Land Registry","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Advisory, Conciliation and Arbitration Service","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Animal and Plant Health Agency","Outside London","25","[c]","31340","30400"
"Leaver CS","2022","65+","No function","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Companies House","Outside London","10","[c]","22740","22740"
"Leaver CS","2022","65+","No function","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Crown Office and Procurator Fiscal Service","Outside London","20","[c]","25800","23230"
"Leaver CS","2022","65+","No function","Defence Equipment and Support","London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Defence Equipment and Support","Outside London","20","[c]","38890","34190"
"Leaver CS","2022","65+","No function","Defence Science and Technology Laboratory","Outside London","25","[c]","43150","45020"
"Leaver CS","2022","65+","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Education (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Transport (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Work and Pensions (excl. agencies)","London","60","[c]","30570","31060"
"Leaver CS","2022","65+","No function","Department for Work and Pensions (excl. agencies)","Outside London","885","[c]","24920","25600"
"Leaver CS","2022","65+","No function","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Driver and Vehicle Licensing Agency","Unknown","35","[c]","21270","21590"
"Leaver CS","2022","65+","No function","Driver and Vehicle Standards Agency","London","10","[c]","31400","30780"
"Leaver CS","2022","65+","No function","Driver and Vehicle Standards Agency","Outside London","80","[c]","27740","26780"
"Leaver CS","2022","65+","No function","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Food Standards Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Health and Safety Executive","Outside London","20","[c]","43660","42000"
"Leaver CS","2022","65+","No function","HM Courts and Tribunals Service","London","70","[c]","25720","23040"
"Leaver CS","2022","65+","No function","HM Courts and Tribunals Service","Outside London","180","[c]","21310","20100"
"Leaver CS","2022","65+","No function","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","HM Land Registry","Outside London","40","[c]","29640","27130"
"Leaver CS","2022","65+","No function","HM Prison and Probation Service","London","35","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","HM Prison and Probation Service","Outside London","505","[c]","31850","31650"
"Leaver CS","2022","65+","No function","HM Prison and Probation Service","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","HM Revenue and Customs (excl. agencies)","Outside London","25","[c]","29880","28920"
"Leaver CS","2022","65+","No function","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Intellectual Property Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Legal Aid Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Maritime and Coastguard Agency","Outside London","10","[c]","35850","26290"
"Leaver CS","2022","65+","No function","Medicines and Healthcare Products Regulatory Agency","London","25","[c]","68350","71590"
"Leaver CS","2022","65+","No function","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Ministry of Justice (excl. agencies)","London","10","[c]","45330","45820"
"Leaver CS","2022","65+","No function","Ministry of Justice (excl. agencies)","Outside London","10","[c]","37070","32860"
"Leaver CS","2022","65+","No function","National Crime Agency","London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","National Crime Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Office for Standards in Education, Children's Services and Skills","Outside London","10","[c]","56020","51360"
"Leaver CS","2022","65+","No function","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Office of the Public Guardian","Outside London","10","[c]","23790","20970"
"Leaver CS","2022","65+","No function","Planning Inspectorate","Outside London","10","[c]","61010","65270"
"Leaver CS","2022","65+","No function","Public Health England","London","20","[c]","50840","42370"
"Leaver CS","2022","65+","No function","Public Health England","Outside London","35","[c]","38310","30760"
"Leaver CS","2022","65+","No function","Registers of Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Scottish Courts and Tribunals Service","Outside London","25","[c]","24310","23780"
"Leaver CS","2022","65+","No function","Scottish Prison Service","Outside London","30","[c]","35690","35000"
"Leaver CS","2022","65+","No function","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","The Insolvency Service","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","The National Archives","London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","UK Health Security Agency","London","15","[c]","63290","40560"
"Leaver CS","2022","65+","No function","UK Health Security Agency","Outside London","15","[c]","51630","40560"
"Leaver CS","2022","65+","No function","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","UK Statistics Authority","Outside London","65","[c]","20920","19860"
"Leaver CS","2022","65+","No function","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Vehicle Certification Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Companies House","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Defence Equipment and Support","Outside London","70","[c]","32100","30690"
"Leaver CS","2022","65+","Project Delivery","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Defence Science and Technology Laboratory","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Department for Work and Pensions (excl. agencies)","Outside London","15","[c]","28950","21260"
"Leaver CS","2022","65+","Project Delivery","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Met Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Ministry of Defence (excl. agencies)","Outside London","15","[c]","41310","41380"
"Leaver CS","2022","65+","Project Delivery","Submarine Delivery Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","FCDO Services","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Government Property Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Ministry of Defence (excl. agencies)","Outside London","45","[c]","29080","29200"
"Leaver CS","2022","65+","Property","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","Valuation Office Agency","Outside London","35","[c]","29870","25970"
"Leaver CS","2022","65+","Security","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Cabinet Office (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","FCDO Services","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Ministry of Defence (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Ministry of Defence (excl. agencies)","Outside London","75","[c]","27240","21850"
"Leaver CS","2022","65+","Security","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Defence Electronics and Components Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Department for Work and Pensions (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","40","[c]","28630","27570"
"Leaver CS","2022","65+","Unknown","Education Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Forestry and Land Scotland","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","HM Revenue and Customs (excl. agencies)","London","70","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","550","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Home Office","London","110","[c]","32220","29080"
"Leaver CS","2022","65+","Unknown","Home Office","Outside London","145","[c]","24980","25040"
"Leaver CS","2022","65+","Unknown","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Ministry of Defence (excl. agencies)","London","25","[c]","42740","39250"
"Leaver CS","2022","65+","Unknown","Ministry of Defence (excl. agencies)","Outside London","350","[c]","28330","22620"
"Leaver CS","2022","65+","Unknown","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Ministry of Defence (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","National Records of Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Planning Inspectorate","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Royal Fleet Auxiliary","Unknown","15","[c]","42710","34160"
"Leaver CS","2022","65+","Unknown","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Scottish Government (excl. agencies)","Outside London","45","[c]","42040","36130"
"Leaver CS","2022","65+","Unknown","Scottish Public Pensions Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Social Security Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Welsh Government (excl. agencies)","Outside London","55","[c]","42800","34980"
"Leaver CS","2022","Unknown","Commercial","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","UK Space Agency","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Communications","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Legal","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","No function","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","No function","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","No function","HM Prison and Probation Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","No function","Public Health England","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","No function","Public Health England","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","No function","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Project Delivery","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Security","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Companies House","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Defence Science and Technology Laboratory","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","20","[c]","31160","29640"
"Leaver Dept.","2022","20-29","Analysis","Department for Digital, Culture, Media and Sport","London","10","[c]","41810","38150"
"Leaver Dept.","2022","20-29","Analysis","Department for Education (excl. agencies)","London","10","[c]","43470","45390"
"Leaver Dept.","2022","20-29","Analysis","Department for Education (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Department for International Trade","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","30","[c]","37290","34680"
"Leaver Dept.","2022","20-29","Analysis","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Department for Work and Pensions (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Department for Work and Pensions (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Department of Health and Social Care (excl. agencies)","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Department of Health and Social Care (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Department of Health and Social Care (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Food Standards Agency","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","HM Treasury (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Ministry of Defence (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Analysis","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
