"Status","Year","Ethnicity","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Legal Aid Agency","Ministry of Justice","115","105","26050","20970"
"In post","2022","Unknown","Maritime and Coastguard Agency","Department for Transport","105","100","31760","26840"
"In post","2022","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","120","110","38470","38200"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","3385","3275","33740","29880"
"In post","2022","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","1015","1000","41690","36980"
"In post","2022","Unknown","National Crime Agency","National Crime Agency","565","545","41260","39820"
"In post","2022","Unknown","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","National Records of Scotland","Scottish Government","110","105","34330","28990"
"In post","2022","Unknown","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland Office","Northern Ireland Office","55","55","46530","41750"
"In post","2022","Unknown","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","55","55","46990","46360"
"In post","2022","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","115","110","45130","37930"
"In post","2022","Unknown","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Public Guardian","Ministry of Justice","275","250","22350","20970"
"In post","2022","Unknown","Office of the Scottish Charity Regulator","Scottish Government","5","5","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","50","50","45850","42200"
"In post","2022","Unknown","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","10","10","[c]","[c]"
"In post","2022","Unknown","Planning Inspectorate","Department for Levelling Up, Housing and Communities","85","80","39000","40870"
"In post","2022","Unknown","Registers of Scotland","Scottish Government","165","160","31510","28710"
"In post","2022","Unknown","Revenue Scotland","Scottish Government","30","30","[c]","[c]"
"In post","2022","Unknown","Royal Fleet Auxiliary","Ministry of Defence","1760","1760","37450","34160"
"In post","2022","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","910","860","24440","21300"
"In post","2022","Unknown","Scottish Courts and Tribunals Service","Scottish Government","1380","1245","27790","23780"
"In post","2022","Unknown","Scottish Fiscal Commission","Scottish Government","5","5","[c]","[c]"
"In post","2022","Unknown","Scottish Government (excl. agencies)","Scottish Government","1640","1580","40660","36130"
"In post","2022","Unknown","Scottish Housing Regulator","Scottish Government","10","10","[c]","[c]"
"In post","2022","Unknown","Scottish Prison Service","Scottish Government","2570","2425","30930","31460"
"In post","2022","Unknown","Scottish Public Pensions Agency","Scottish Government","100","90","28400","25930"
"In post","2022","Unknown","Serious Fraud Office","Attorney General's Departments","100","95","49640","43500"
"In post","2022","Unknown","Social Security Scotland","Scottish Government","700","680","28280","27230"
"In post","2022","Unknown","Standards and Testing Agency","Department for Education","5","5","[c]","[c]"
"In post","2022","Unknown","Student Awards Agency for Scotland","Scottish Government","105","100","28040","23230"
"In post","2022","Unknown","Submarine Delivery Agency","Ministry of Defence","135","130","37430","34130"
"In post","2022","Unknown","Teaching Regulation Agency","Department for Education","10","10","[c]","[c]"
"In post","2022","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","520","495","30070","25060"
"In post","2022","Unknown","The National Archives","The National Archives","120","115","34610","31300"
"In post","2022","Unknown","Transport Scotland","Scottish Government","110","110","41650","39660"
"In post","2022","Unknown","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","UK Export Finance","5","5","[c]","[c]"
"In post","2022","Unknown","UK Health Security Agency","Department of Health and Social Care","1100","1065","47690","40650"
"In post","2022","Unknown","UK Hydrographic Office","Ministry of Defence","240","230","34120","33290"
"In post","2022","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","65","65","44230","40310"
"In post","2022","Unknown","UK Statistics Authority","UK Statistics Authority","955","850","31710","30210"
"In post","2022","Unknown","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Valuation Office Agency","HM Revenue and Customs","660","645","29220","26030"
"In post","2022","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","20","20","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","Water Services Regulation Authority","5","5","[c]","[c]"
"In post","2022","Unknown","Welsh Government (excl. agencies)","Welsh Government","120","115","38370","31210"
"In post","2022","Unknown","Welsh Revenue Authority","Welsh Government","80","80","43900","40100"
"In post","2022","Unknown","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","White","Accountant in Bankruptcy","Scottish Government","85","80","33830","30040"
"In post","2022","White","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","735","675","34000","31040"
"In post","2022","White","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","2340","2220","30660","27960"
"In post","2022","White","Attorney General's Office","Attorney General's Departments","15","15","[c]","[c]"
"In post","2022","White","Cabinet Office (excl. agencies)","Cabinet Office","4500","4380","48330","41820"
"In post","2022","White","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","600","570","34020","30220"
"In post","2022","White","Charity Commission","Charity Commission","315","300","33940","29160"
"In post","2022","White","Companies House","Department for Business, Energy and Industrial Strategy","940","865","31240","25460"
"In post","2022","White","Competition and Markets Authority","Competition and Markets Authority","580","560","64840","59880"
"In post","2022","White","Criminal Injuries Compensation Authority","Ministry of Justice","230","215","28080","25120"
"In post","2022","White","Crown Commercial Service","Cabinet Office","625","610","39920","38980"
"In post","2022","White","Crown Office and Procurator Fiscal Service","Scottish Government","2180","2050","36460","30360"
"In post","2022","White","Crown Prosecution Service","Attorney General's Departments","4965","4630","41620","38000"
"In post","2022","White","Defence Electronics and Components Agency","Ministry of Defence","390","375","29720","29470"
"In post","2022","White","Defence Equipment and Support","Ministry of Defence","8795","8465","37130","34250"
"In post","2022","White","Defence Science and Technology Laboratory","Ministry of Defence","3665","3515","41580","38700"
"In post","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","3950","3855","50600","53380"
"In post","2022","White","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","1435","1410","48190","51730"
"In post","2022","White","Department for Education (excl. agencies)","Department for Education","4420","4240","45100","41990"
"In post","2022","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","4630","4465","42630","38750"
"In post","2022","White","Department for International Trade","Department for International Trade","1490","1470","48420","50500"
"In post","2022","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","2155","2100","46940","48200"
"In post","2022","White","Department for Transport (excl. agencies)","Department for Transport","2155","2090","51330","49820"
"In post","2022","White","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","67345","60040","27950","27570"
"In post","2022","White","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","2200","2115","49470","49530"
"In post","2022","White","Disclosure Scotland","Scottish Government","250","235","30860","25930"
"In post","2022","White","Driver and Vehicle Licensing Agency","Department for Transport","5225","4605","26390","21840"
"In post","2022","White","Driver and Vehicle Standards Agency","Department for Transport","3260","3045","30120","26830"
"In post","2022","White","Education and Skills Funding Agency","Department for Education","1335","1290","42230","36960"
"In post","2022","White","Education Scotland","Scottish Government","220","215","59520","65280"
"In post","2022","White","Estyn","Estyn","110","105","58930","75480"
"In post","2022","White","FCDO Services","Foreign, Commonwealth and Development Office","880","845","40460","38200"
"In post","2022","White","Food Standards Agency","Food Standards Agency","1165","1125","37730","32830"
"In post","2022","White","Food Standards Scotland","Scottish Government","180","175","36210","31540"
"In post","2022","White","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","4730","4630","50680","51150"
"In post","2022","White","Forestry and Land Scotland","Scottish Government","935","900","33090","31060"
"In post","2022","White","Government Actuary's Department","Chancellor's other departments","140","130","74320","71220"
"In post","2022","White","Government Internal Audit Agency","HM Treasury","335","315","49280","47060"
"In post","2022","White","Government Legal Department","Attorney General's Departments","1620","1495","55650","52040"
"In post","2022","White","Government Property Agency","Cabinet Office","210","205","53240","54700"
"In post","2022","White","Health and Safety Executive","Department for Work and Pensions","2055","1935","42450","39390"
"In post","2022","White","HM Courts and Tribunals Service","Ministry of Justice","10695","9560","26900","21490"
"In post","2022","White","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","15","15","[c]","[c]"
"In post","2022","White","HM Land Registry","HM Land Registry","4970","4480","31830","27130"
"In post","2022","White","HM Prison and Probation Service","Ministry of Justice","45415","42745","30640","28550"
"In post","2022","White","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","41765","38490","34330","33080"
"In post","2022","White","HM Treasury (excl. agencies)","HM Treasury","1580","1540","48430","52500"
"In post","2022","White","Home Office","Home Office","23150","21590","32670","27370"
"In post","2022","White","Institute for Apprenticeships and Technical Education","Department for Education","165","165","50800","49960"
"In post","2022","White","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","1170","1100","38950","32100"
"In post","2022","White","Legal Aid Agency","Ministry of Justice","870","810","30660","25120"
"In post","2022","White","Maritime and Coastguard Agency","Department for Transport","930","895","37410","34730"
"In post","2022","White","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","705","680","52400","53100"
"In post","2022","White","Met Office","Department for Business, Energy and Industrial Strategy","1825","1735","39840","39650"
"In post","2022","White","Ministry of Defence (excl. agencies)","Ministry of Defence","30150","29100","32590","29200"
"In post","2022","White","Ministry of Justice (excl. agencies)","Ministry of Justice","3810","3700","44240","41750"
"In post","2022","White","National Crime Agency","National Crime Agency","4245","4140","40970","38210"
"In post","2022","White","National Infrastructure Commission","HM Treasury","35","35","59920","53600"
"In post","2022","White","National Records of Scotland","Scottish Government","335","315","36700","34600"
"In post","2022","White","National Savings and Investments","Chancellor's other departments","135","135","51420","45700"
"In post","2022","White","Northern Ireland Office","Northern Ireland Office","115","115","46000","41750"
"In post","2022","White","Office for Budget Responsibility","HM Treasury","25","25","[c]","[c]"
"In post","2022","White","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","1560","1505","51430","51360"
"In post","2022","White","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","930","915","44150","37580"
"In post","2022","White","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","225","220","46500","42000"
"In post","2022","White","Office of Rail and Road","Office of Rail and Road","250","240","55990","55430"
"In post","2022","White","Office of the Public Guardian","Ministry of Justice","550","510","26170","25120"
"In post","2022","White","Office of the Scottish Charity Regulator","Scottish Government","35","35","39560","31540"
"In post","2022","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","65","65","51600","53240"
"In post","2022","White","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","30","30","49500","49010"
"In post","2022","White","Planning Inspectorate","Department for Levelling Up, Housing and Communities","645","585","44210","43740"
"In post","2022","White","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","35","35","42300","37470"
"In post","2022","White","Registers of Scotland","Scottish Government","960","915","34380","30840"
"In post","2022","White","Revenue Scotland","Scottish Government","45","45","38260","35360"
"In post","2022","White","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","White","Rural Payments Agency","Department for Environment, Food and Rural Affairs","1480","1335","27090","24920"
"In post","2022","White","Scottish Courts and Tribunals Service","Scottish Government","515","485","30790","25840"
"In post","2022","White","Scottish Fiscal Commission","Scottish Government","20","15","[c]","[c]"
"In post","2022","White","Scottish Forestry","Scottish Government","180","170","36110","31060"
"In post","2022","White","Scottish Government (excl. agencies)","Scottish Government","6795","6520","44980","40810"
"In post","2022","White","Scottish Housing Regulator","Scottish Government","40","40","53920","50670"
"In post","2022","White","Scottish Prison Service","Scottish Government","1615","1505","35170","35000"
"In post","2022","White","Scottish Public Pensions Agency","Scottish Government","210","190","31160","27230"
"In post","2022","White","Serious Fraud Office","Attorney General's Departments","265","260","48080","41580"
"In post","2022","White","Social Security Scotland","Scottish Government","1615","1570","31820","27940"
"In post","2022","White","Standards and Testing Agency","Department for Education","90","85","43130","41990"
"In post","2022","White","Student Awards Agency for Scotland","Scottish Government","120","115","34730","31540"
"In post","2022","White","Submarine Delivery Agency","Ministry of Defence","1620","1580","41350","39860"
"In post","2022","White","Teaching Regulation Agency","Department for Education","50","50","33410","29730"
"In post","2022","White","The Insolvency Service","Department for Business, Energy and Industrial Strategy","935","890","35350","33720"
"In post","2022","White","The National Archives","The National Archives","365","350","36680","34260"
"In post","2022","White","Transport Scotland","Scottish Government","390","380","46720","43000"
"In post","2022","White","UK Debt Management Office","HM Treasury","70","70","64320","57130"
"In post","2022","White","UK Export Finance","UK Export Finance","310","305","56020","52500"
"In post","2022","White","UK Health Security Agency","Department of Health and Social Care","3720","3435","42610","37190"
"In post","2022","White","UK Hydrographic Office","Ministry of Defence","620","595","35660","33290"
"In post","2022","White","UK Space Agency","Department for Business, Energy and Industrial Strategy","145","140","47790","49080"
"In post","2022","White","UK Statistics Authority","UK Statistics Authority","4465","4005","34280","30710"
"In post","2022","White","UK Supreme Court","UK Supreme Court","35","35","42280","37230"
"In post","2022","White","Valuation Office Agency","HM Revenue and Customs","2400","2245","36240","32850"
"In post","2022","White","Vehicle Certification Agency","Department for Transport","165","160","36080","34290"
"In post","2022","White","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","125","120","40460","38750"
"In post","2022","White","Water Services Regulation Authority","Water Services Regulation Authority","190","185","59410","54890"
"In post","2022","White","Welsh Government (excl. agencies)","Welsh Government","5350","5050","41990","38160"
"In post","2022","White","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","White","Wilton Park","Foreign, Commonwealth and Development Office","75","70","35180","30700"
"Leaver CS","2022","Asian","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Cabinet Office (excl. agencies)","Cabinet Office","40","[c]","53070","54700"
"Leaver CS","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Competition and Markets Authority","Competition and Markets Authority","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Crown Commercial Service","Cabinet Office","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Crown Prosecution Service","Attorney General's Departments","30","[c]","30640","24180"
"Leaver CS","2022","Asian","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Defence Equipment and Support","Ministry of Defence","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Defence Science and Technology Laboratory","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","35","[c]","39510","33640"
"Leaver CS","2022","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Education (excl. agencies)","Department for Education","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","40","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for International Trade","Department for International Trade","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","585","[c]","27870","27570"
"Leaver CS","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Driver and Vehicle Licensing Agency","Department for Transport","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Driver and Vehicle Standards Agency","Department for Transport","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Education and Skills Funding Agency","Department for Education","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Estyn","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","FCDO Services","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Food Standards Agency","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Government Internal Audit Agency","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Government Legal Department","Attorney General's Departments","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Government Property Agency","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Health and Safety Executive","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Courts and Tribunals Service","Ministry of Justice","130","[c]","25620","23500"
"Leaver CS","2022","Asian","HM Land Registry","HM Land Registry","35","[c]","33050","27130"
"Leaver CS","2022","Asian","HM Prison and Probation Service","Ministry of Justice","170","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","285","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HM Treasury (excl. agencies)","HM Treasury","40","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Home Office","Home Office","175","[c]","30900","28650"
"Leaver CS","2022","Asian","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Maritime and Coastguard Agency","Department for Transport","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","70","[c]","39160","32960"
"Leaver CS","2022","Asian","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","70","[c]","32550","29200"
"Leaver CS","2022","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","30","[c]","37980","34260"
"Leaver CS","2022","Asian","National Crime Agency","National Crime Agency","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","30","[c]","46270","40000"
"Leaver CS","2022","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of the Public Guardian","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Public Health England","Department of Health and Social Care","130","[c]","45130","36330"
"Leaver CS","2022","Asian","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Scottish Government (excl. agencies)","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Serious Fraud Office","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","The National Archives","The National Archives","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Export Finance","UK Export Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Health Security Agency","Department of Health and Social Care","75","[c]","37020","32330"
"Leaver CS","2022","Asian","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Statistics Authority","UK Statistics Authority","35","[c]","25960","23340"
"Leaver CS","2022","Asian","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Valuation Office Agency","HM Revenue and Customs","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Water Services Regulation Authority","Water Services Regulation Authority","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Cabinet Office (excl. agencies)","Cabinet Office","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Competition and Markets Authority","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Crown Commercial Service","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Crown Prosecution Service","Attorney General's Departments","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Defence Equipment and Support","Ministry of Defence","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Education (excl. agencies)","Department for Education","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for International Trade","Department for International Trade","10","[c]","[c]","[c]"
