"Status","Year","Ethnicity","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mixed","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Prison Service","Scottish Government","5","5","[c]","[c]"
"In post","2022","Mixed","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Serious Fraud Office","Attorney General's Departments","10","10","[c]","[c]"
"In post","2022","Mixed","Social Security Scotland","Scottish Government","20","20","[c]","[c]"
"In post","2022","Mixed","Standards and Testing Agency","Department for Education","5","5","[c]","[c]"
"In post","2022","Mixed","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Submarine Delivery Agency","Ministry of Defence","15","15","[c]","[c]"
"In post","2022","Mixed","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The Insolvency Service","Department for Business, Energy and Industrial Strategy","15","15","[c]","[c]"
"In post","2022","Mixed","The National Archives","The National Archives","25","25","[c]","[c]"
"In post","2022","Mixed","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","UK Export Finance","15","15","[c]","[c]"
"In post","2022","Mixed","UK Health Security Agency","Department of Health and Social Care","155","145","38830","32330"
"In post","2022","Mixed","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Space Agency","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","UK Statistics Authority","95","85","34260","30730"
"In post","2022","Mixed","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Valuation Office Agency","HM Revenue and Customs","40","35","36000","32390"
"In post","2022","Mixed","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Water Services Regulation Authority","10","10","[c]","[c]"
"In post","2022","Mixed","Welsh Government (excl. agencies)","Welsh Government","65","60","41650","38160"
"In post","2022","Mixed","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cabinet Office (excl. agencies)","Cabinet Office","65","65","46060","40600"
"In post","2022","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","10","5","[c]","[c]"
"In post","2022","Other ethnicity","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Companies House","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Competition and Markets Authority","Competition and Markets Authority","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Crown Commercial Service","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Crown Office and Procurator Fiscal Service","Scottish Government","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Crown Prosecution Service","Attorney General's Departments","55","50","43520","39750"
"In post","2022","Other ethnicity","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Defence Equipment and Support","Ministry of Defence","40","40","36090","33500"
"In post","2022","Other ethnicity","Defence Science and Technology Laboratory","Ministry of Defence","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","75","70","48880","49080"
"In post","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Department for Education (excl. agencies)","Department for Education","55","50","47170","49860"
"In post","2022","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","40","40","42130","38750"
"In post","2022","Other ethnicity","Department for International Trade","Department for International Trade","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","50","45","43990","38300"
"In post","2022","Other ethnicity","Department for Transport (excl. agencies)","Department for Transport","30","25","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","480","440","28880","27570"
"In post","2022","Other ethnicity","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","35","30","42140","40650"
"In post","2022","Other ethnicity","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Driver and Vehicle Licensing Agency","Department for Transport","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Driver and Vehicle Standards Agency","Department for Transport","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Education and Skills Funding Agency","Department for Education","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Estyn","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","FCDO Services","Foreign, Commonwealth and Development Office","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","Food Standards Agency","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","85","85","47350","43250"
"In post","2022","Other ethnicity","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Government Actuary's Department","Chancellor's other departments","10","5","[c]","[c]"
"In post","2022","Other ethnicity","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Government Legal Department","Attorney General's Departments","35","35","50030","50500"
"In post","2022","Other ethnicity","Government Property Agency","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Health and Safety Executive","Department for Work and Pensions","15","15","[c]","[c]"
"In post","2022","Other ethnicity","HM Courts and Tribunals Service","Ministry of Justice","100","95","27410","23720"
"In post","2022","Other ethnicity","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","HM Land Registry","20","15","[c]","[c]"
"In post","2022","Other ethnicity","HM Prison and Probation Service","Ministry of Justice","330","315","32190","30710"
"In post","2022","Other ethnicity","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","255","240","36670","33370"
"In post","2022","Other ethnicity","HM Treasury (excl. agencies)","HM Treasury","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","Home Office","210","200","32940","28670"
"In post","2022","Other ethnicity","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Legal Aid Agency","Ministry of Justice","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Maritime and Coastguard Agency","Department for Transport","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","35","30","57100","53920"
"In post","2022","Other ethnicity","Met Office","Department for Business, Energy and Industrial Strategy","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","45","40","39440","37190"
"In post","2022","Other ethnicity","National Crime Agency","National Crime Agency","40","40","40000","37150"
"In post","2022","Other ethnicity","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","25","20","[c]","[c]"
"In post","2022","Other ethnicity","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office of the Public Guardian","Ministry of Justice","15","15","[c]","[c]"
