"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Other ethnicity","Legal","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","South West (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","South West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","South West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","South West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","Wales","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","Wales","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","East of England","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","East of England","AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","East of England","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","East of England","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","East of England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","East of England","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","East of England","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","London","AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","London","EO","45","[c]","28930","29290"
"New entrant CS","2022","Other ethnicity","No function","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","London","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","London","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","London","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","North East (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","North East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","North East (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","North East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","North East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","North East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","North West (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","North West (England)","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","North West (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","North West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","North West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Scotland","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Scotland","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Scotland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","South East (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","South East (England)","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","South East (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","South East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","South East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","South East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","South East (England)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","South West (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","South West (England)","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","South West (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","South West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","South West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","South West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Wales","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Wales","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Wales","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Wales","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Wales","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Wales","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","West Midlands (England)","AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","West Midlands (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","West Midlands (England)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Yorkshire and The Humber","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","East of England","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","East of England","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","East of England","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","East of England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","East of England","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","North East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","North East (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","North East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","North East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","North East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","North West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","North West (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","North West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","North West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","South East (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","South East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","South East (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","South East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","South East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","South East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","South West (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","South West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","South West (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","South West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","South West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","South West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Wales","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Wales","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Wales","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Wales","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Wales","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Wales","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","East of England","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","East of England","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","East of England","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","East of England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","East of England","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","North East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","North East (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","North East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","North East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","North East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","North West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","North West (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","North West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","North West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","Scotland","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","South East (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","South East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","South East (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","South East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","South East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","South East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","South West (England)","AA","[c]","[c]","[c]","[c]"
