"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Education and Skills Funding Agency","G6/G7","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","G6/G7","G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","SEO/HEO","HEO","Heterosexual / straight","45","[c]","29930","29360"
"New entrant CS","2022","Education and Skills Funding Agency","SEO/HEO","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","SEO/HEO","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","SEO/HEO","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","SEO/HEO","SEO","Heterosexual / straight","35","[c]","37400","36500"
"New entrant CS","2022","Education and Skills Funding Agency","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","SEO/HEO","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","G6/G7","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","G6/G7","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","G6/G7","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","G6/G7","G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","SEO/HEO","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","G6/G7","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","AA/AO","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","EO","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","EO","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","EO","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","HEO","Heterosexual / straight","65","[c]","31110","30350"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","SEO","Heterosexual / straight","40","[c]","38580","37350"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","AA/AO","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","EO","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","EO","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","G6/G7","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","SEO/HEO","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","SEO/HEO","HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","SEO/HEO","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","SEO/HEO","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","SEO/HEO","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","AA/AO","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","EO","EO","Heterosexual / straight","105","[c]","27410","26950"
"New entrant CS","2022","Government Legal Department","EO","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","EO","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","EO","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","G6/G7","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","G6/G7","G7","Heterosexual / straight","95","[c]","50520","50500"
"New entrant CS","2022","Government Legal Department","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","SEO/HEO","HEO","Heterosexual / straight","35","[c]","43200","43920"
"New entrant CS","2022","Government Legal Department","SEO/HEO","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","EO","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","G6/G7","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","G6/G7","G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
