"Status","Year","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","National Crime Agency","Security","45","45","33490","32280"
"In post","2022","National Infrastructure Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Economics","5","5","[c]","[c]"
"In post","2022","National Infrastructure Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Policy","35","35","55140","52360"
"In post","2022","National Records of Scotland","Unknown","455","430","36140","33070"
"In post","2022","National Savings and Investments","Commercial","10","10","49200","50000"
"In post","2022","National Savings and Investments","Communications","25","25","45650","44280"
"In post","2022","National Savings and Investments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Digital, Data and Technology","15","15","52230","45080"
"In post","2022","National Savings and Investments","Finance","25","25","49490","45860"
"In post","2022","National Savings and Investments","Human Resources","10","10","[c]","[c]"
"In post","2022","National Savings and Investments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Operational Delivery","10","10","51410","47940"
"In post","2022","National Savings and Investments","Operational Research","10","10","[c]","[c]"
"In post","2022","National Savings and Investments","Other","65","65","57610","45230"
"In post","2022","National Savings and Investments","Project Delivery","25","25","47120","48750"
"In post","2022","National Savings and Investments","Property","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Security","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Communications","20","20","47260","37680"
"In post","2022","Northern Ireland Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Economics","10","10","54040","52030"
"In post","2022","Northern Ireland Office","Finance","10","10","51120","44510"
"In post","2022","Northern Ireland Office","Human Resources","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Other","15","15","38130","30890"
"In post","2022","Northern Ireland Office","Policy","95","95","48190","41750"
"In post","2022","Northern Ireland Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Security","10","10","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Economics","35","35","52020","53590"
"In post","2022","Office for Budget Responsibility","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Commercial","15","15","37610","35930"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Communications","35","35","43280","39850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","75","75","46280","39850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Finance","35","30","41400","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","60","60","39860","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","870","850","64950","64500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Legal","20","15","60340","62810"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","200","185","29640","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Other","255","245","29430","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Policy","75","75","49320","42460"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","35","35","43570","39850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Property","10","10","31380","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Social Research","40","40","42490","34850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Statistics","100","95","41000","39460"
"In post","2022","Office of Gas and Electricity Markets","Communications","45","45","44540","40000"
"In post","2022","Office of Gas and Electricity Markets","Corporate Finance","15","15","43030","42000"
"In post","2022","Office of Gas and Electricity Markets","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","120","120","50490","46000"
"In post","2022","Office of Gas and Electricity Markets","Economics","50","50","47690","46250"
"In post","2022","Office of Gas and Electricity Markets","Finance","35","35","49340","46250"
"In post","2022","Office of Gas and Electricity Markets","Human Resources","35","35","42410","38000"
"In post","2022","Office of Gas and Electricity Markets","Internal Audit","15","15","27290","25750"
"In post","2022","Office of Gas and Electricity Markets","Legal","85","80","63140","64000"
"In post","2022","Office of Gas and Electricity Markets","Operational Delivery","190","190","29720","25750"
"In post","2022","Office of Gas and Electricity Markets","Other","635","620","43600","36270"
"In post","2022","Office of Gas and Electricity Markets","Policy","90","90","37560","34050"
"In post","2022","Office of Gas and Electricity Markets","Project Delivery","10","10","54000","52070"
"In post","2022","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Science and Engineering","15","15","64470","63630"
"In post","2022","Office of Qualifications and Examinations Regulation","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Communications","30","30","43820","38970"
"In post","2022","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","25","25","41210","39830"
"In post","2022","Office of Qualifications and Examinations Regulation","Economics","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Finance","10","10","31960","23720"
"In post","2022","Office of Qualifications and Examinations Regulation","Human Resources","10","10","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Legal","15","15","55150","50050"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","110","105","43960","38000"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Research","20","20","49220","47270"
"In post","2022","Office of Qualifications and Examinations Regulation","Policy","40","40","49880","46660"
"In post","2022","Office of Qualifications and Examinations Regulation","Project Delivery","15","15","39090","36750"
"In post","2022","Office of Qualifications and Examinations Regulation","Property","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Security","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Statistics","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","20","20","46630","41160"
"In post","2022","Office of Rail and Road","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Economics","25","25","56840","57030"
"In post","2022","Office of Rail and Road","Finance","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","Human Resources","10","10","48400","51390"
"In post","2022","Office of Rail and Road","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Legal","15","15","66100","67750"
"In post","2022","Office of Rail and Road","Operational Delivery","145","135","53340","51810"
"In post","2022","Office of Rail and Road","Policy","75","70","56290","55000"
"In post","2022","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Science and Engineering","25","25","62800","60260"
"In post","2022","Office of Rail and Road","Statistics","20","20","46790","43300"
"In post","2022","Office of the Public Guardian","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2022","Office of the Public Guardian","Legal","20","20","36740","36050"
"In post","2022","Office of the Public Guardian","Operational Delivery","1390","1280","23690","20970"
"In post","2022","Office of the Public Guardian","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Policy","10","10","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Unknown","40","40","38210","31540"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","25","25","47330","38000"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","15","15","45060","41750"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","75","70","48900","49860"
"In post","2022","Office of the Secretary of State for Wales","Communications","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Other","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Policy","25","25","46610","36050"
"In post","2022","Planning Inspectorate","Commercial","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Digital, Data and Technology","35","35","37920","40720"
"In post","2022","Planning Inspectorate","Finance","15","15","38950","37790"
"In post","2022","Planning Inspectorate","Human Resources","15","15","35740","34860"
"In post","2022","Planning Inspectorate","Knowledge and Information Management","15","15","28690","27530"
"In post","2022","Planning Inspectorate","Operational Delivery","235","220","25250","22560"
"In post","2022","Planning Inspectorate","Other","50","45","37370","32780"
"In post","2022","Planning Inspectorate","Planning","35","30","46730","40720"
"In post","2022","Planning Inspectorate","Planning Inspectors","375","335","56300","58810"
"In post","2022","Planning Inspectorate","Project Delivery","10","10","[c]","[c]"
"In post","2022","Planning Inspectorate","Statistics","5","5","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Operational Delivery","25","25","40900","34720"
"In post","2022","Queen Elizabeth II Centre","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Commercial","10","10","43030","37710"
"In post","2022","Registers of Scotland","Communications","20","20","38410","37710"
"In post","2022","Registers of Scotland","Digital, Data and Technology","85","85","39990","37710"
"In post","2022","Registers of Scotland","Finance","25","25","34910","31610"
"In post","2022","Registers of Scotland","Human Resources","45","40","38780","37710"
"In post","2022","Registers of Scotland","Legal","10","10","46840","47490"
"In post","2022","Registers of Scotland","Operational Delivery","910","865","32030","30840"
"In post","2022","Registers of Scotland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Registers of Scotland","Policy","15","15","51880","47490"
"In post","2022","Registers of Scotland","Project Delivery","15","15","43280","47490"
"In post","2022","Registers of Scotland","Property","10","10","34730","33540"
"In post","2022","Registers of Scotland","Security","10","10","43930","40790"
"In post","2022","Registers of Scotland","Statistics","20","20","38480","37710"
"In post","2022","Revenue Scotland","Unknown","75","75","39500","36130"
"In post","2022","Royal Fleet Auxiliary","Other","1760","1760","37450","34160"
"In post","2022","Rural Payments Agency","Operational Delivery","2410","2215","25400","21300"
"In post","2022","Rural Payments Agency","Policy","5","5","[c]","[c]"
"In post","2022","Rural Payments Agency","Project Delivery","145","140","37350","35900"
"In post","2022","Scottish Courts and Tribunals Service","Commercial","10","10","33920","34950"
"In post","2022","Scottish Courts and Tribunals Service","Communications","5","5","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Digital, Data and Technology","75","75","36910","32000"
"In post","2022","Scottish Courts and Tribunals Service","Finance","35","35","38740","38640"
"In post","2022","Scottish Courts and Tribunals Service","Human Resources","30","30","35970","34950"
"In post","2022","Scottish Courts and Tribunals Service","Legal","35","30","46000","46100"
"In post","2022","Scottish Courts and Tribunals Service","Operational Delivery","1690","1535","27220","23780"
"In post","2022","Scottish Courts and Tribunals Service","Policy","20","20","36560","36360"
"In post","2022","Scottish Courts and Tribunals Service","Property","15","15","42030","46100"
"In post","2022","Scottish Courts and Tribunals Service","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Unknown","25","25","46010","39660"
"In post","2022","Scottish Forestry","Unknown","190","180","36060","31060"
"In post","2022","Scottish Government (excl. agencies)","Unknown","8845","8495","44110","39660"
"In post","2022","Scottish Housing Regulator","Unknown","50","50","53340","51490"
"In post","2022","Scottish Prison Service","Commercial","90","85","31510","26900"
"In post","2022","Scottish Prison Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Digital, Data and Technology","35","30","41370","39490"
"In post","2022","Scottish Prison Service","Finance","70","65","33660","26900"
"In post","2022","Scottish Prison Service","Human Resources","95","90","34240","35000"
"In post","2022","Scottish Prison Service","Internal Audit","5","5","[c]","[c]"
"In post","2022","Scottish Prison Service","Legal","10","10","35330","35000"
"In post","2022","Scottish Prison Service","Operational Delivery","3490","3285","32340","35000"
"In post","2022","Scottish Prison Service","Other","680","625","33380","31270"
"In post","2022","Scottish Prison Service","Project Delivery","15","10","52730","54170"
"In post","2022","Scottish Prison Service","Psychology","70","70","37900","35000"
"In post","2022","Scottish Public Pensions Agency","Unknown","310","285","30300","25930"
"In post","2022","Serious Fraud Office","Commercial","5","5","[c]","[c]"
"In post","2022","Serious Fraud Office","Communications","10","10","[c]","[c]"
"In post","2022","Serious Fraud Office","Corporate Finance","10","10","46840","39290"
"In post","2022","Serious Fraud Office","Counter Fraud","245","240","46670","40270"
"In post","2022","Serious Fraud Office","Digital, Data and Technology","55","55","43290","40170"
"In post","2022","Serious Fraud Office","Finance","5","5","[c]","[c]"
"In post","2022","Serious Fraud Office","Human Resources","10","10","36720","33940"
"In post","2022","Serious Fraud Office","Intelligence Analysis","10","10","43120","41040"
"In post","2022","Serious Fraud Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Legal","60","55","58930","55170"
"In post","2022","Serious Fraud Office","Other","25","25","39050","30010"
"In post","2022","Serious Fraud Office","Policy","15","15","58620","58000"
"In post","2022","Serious Fraud Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Unknown","2445","2375","30730","27230"
"In post","2022","Standards and Testing Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Operational Delivery","75","70","45870","45250"
"In post","2022","Standards and Testing Agency","Policy","50","45","36320","32870"
"In post","2022","Standards and Testing Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Unknown","230","220","31560","27230"
"In post","2022","Submarine Delivery Agency","Commercial","160","160","40420","37450"
"In post","2022","Submarine Delivery Agency","Communications","5","5","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Digital, Data and Technology","25","25","37940","38020"
"In post","2022","Submarine Delivery Agency","Finance","50","45","52820","46000"
"In post","2022","Submarine Delivery Agency","Human Resources","30","30","42850","41040"
"In post","2022","Submarine Delivery Agency","Knowledge and Information Management","35","35","34710","33000"
"In post","2022","Submarine Delivery Agency","Operational Delivery","320","305","33300","32710"
"In post","2022","Submarine Delivery Agency","Policy","10","10","75240","47410"
"In post","2022","Submarine Delivery Agency","Project Delivery","495","485","45060","41590"
"In post","2022","Submarine Delivery Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Science and Engineering","780","770","41180","39860"
"In post","2022","Submarine Delivery Agency","Security","35","35","36980","35980"
"In post","2022","Teaching Regulation Agency","Operational Delivery","55","50","31840","29360"
"In post","2022","Teaching Regulation Agency","Policy","30","25","28830","25000"
"In post","2022","The Insolvency Service","Commercial","20","20","41040","42290"
"In post","2022","The Insolvency Service","Communications","10","10","40430","41710"
"In post","2022","The Insolvency Service","Counter Fraud","240","235","39350","38910"
"In post","2022","The Insolvency Service","Digital, Data and Technology","55","50","43460","41870"
"In post","2022","The Insolvency Service","Economics","5","5","[c]","[c]"
"In post","2022","The Insolvency Service","Finance","40","40","42060","41870"
"In post","2022","The Insolvency Service","Human Resources","45","45","42850","42160"
"In post","2022","The Insolvency Service","Intelligence Analysis","20","15","40970","40020"
"In post","2022","The Insolvency Service","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","The Insolvency Service","Legal","60","55","49150","47890"
"In post","2022","The Insolvency Service","Operational Delivery","1130","1065","28400","24500"
"In post","2022","The Insolvency Service","Policy","25","25","50130","46880"
"In post","2022","The Insolvency Service","Project Delivery","45","45","43270","43340"
"In post","2022","The Insolvency Service","Security","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Statistics","15","15","37480","37210"
"In post","2022","The National Archives","Commercial","40","40","31440","24160"
"In post","2022","The National Archives","Communications","20","15","33960","29780"
"In post","2022","The National Archives","Digital, Data and Technology","115","115","41150","40540"
"In post","2022","The National Archives","Finance","15","15","47420","45000"
"In post","2022","The National Archives","Human Resources","20","20","38400","32460"
"In post","2022","The National Archives","Knowledge and Information Management","95","90","34980","31840"
"In post","2022","The National Archives","Operational Delivery","170","160","29770","27110"
"In post","2022","The National Archives","Other","85","85","38870","34770"
"In post","2022","The National Archives","Policy","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Property","15","10","38280","34480"
"In post","2022","Transport Scotland","Unknown","525","510","45450","43000"
"In post","2022","UK Debt Management Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Digital, Data and Technology","35","30","51950","50000"
"In post","2022","UK Debt Management Office","Finance","10","10","[c]","[c]"
"In post","2022","UK Debt Management Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Legal","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Operational Delivery","40","40","59090","46850"
"In post","2022","UK Debt Management Office","Policy","10","10","76360","65000"
"In post","2022","UK Debt Management Office","Project Delivery","5","5","[c]","[c]"
"In post","2022","UK Debt Management Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Communications","25","25","45660","41000"
"In post","2022","UK Export Finance","Digital, Data and Technology","40","35","53990","49280"
"In post","2022","UK Export Finance","Economics","5","5","[c]","[c]"
"In post","2022","UK Export Finance","Finance","20","20","58780","50980"
"In post","2022","UK Export Finance","Human Resources","30","30","47220","41100"
"In post","2022","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Knowledge and Information Management","20","20","49890","44630"
"In post","2022","UK Export Finance","Legal","30","30","67510","75000"
"In post","2022","UK Export Finance","Operational Delivery","280","275","52000","44160"
"In post","2022","UK Export Finance","Policy","15","15","57210","52900"
"In post","2022","UK Export Finance","Project Delivery","15","15","46520","41250"
"In post","2022","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Commercial","140","135","47610","46000"
"In post","2022","UK Health Security Agency","Communications","100","95","43770","40070"
"In post","2022","UK Health Security Agency","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Digital, Data and Technology","155","150","43740","38150"
"In post","2022","UK Health Security Agency","Finance","105","105","42290","40470"
"In post","2022","UK Health Security Agency","Human Resources","270","260","43110","36820"
"In post","2022","UK Health Security Agency","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","UK Health Security Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Medicine","335","290","90650","95140"
"In post","2022","UK Health Security Agency","Operational Delivery","3420","3175","39800","33340"
"In post","2022","UK Health Security Agency","Property","35","30","40010","34740"
"In post","2022","UK Health Security Agency","Science and Engineering","2025","1895","40440","38770"
"In post","2022","UK Health Security Agency","Statistics","10","10","52060","49300"
"In post","2022","UK Hydrographic Office","Commercial","85","85","42310","42510"
"In post","2022","UK Hydrographic Office","Communications","30","25","43660","42510"
"In post","2022","UK Hydrographic Office","Corporate Finance","5","5","[c]","[c]"
"In post","2022","UK Hydrographic Office","Digital, Data and Technology","180","175","40230","42510"
"In post","2022","UK Hydrographic Office","Finance","15","15","43060","34000"
"In post","2022","UK Hydrographic Office","Geography","425","405","31390","33290"
"In post","2022","UK Hydrographic Office","Human Resources","20","20","35240","33290"
"In post","2022","UK Hydrographic Office","Internal Audit","10","10","39960","42510"
"In post","2022","UK Hydrographic Office","Knowledge and Information Management","10","10","28410","26740"
"In post","2022","UK Hydrographic Office","Operational Delivery","80","75","29800","26900"
"In post","2022","UK Hydrographic Office","Operational Research","5","5","[c]","[c]"
"In post","2022","UK Hydrographic Office","Other","20","20","38110","33290"
"In post","2022","UK Hydrographic Office","Project Delivery","5","5","[c]","[c]"
"In post","2022","UK Hydrographic Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Science and Engineering","10","10","46770","50660"
"In post","2022","UK Hydrographic Office","Security","5","5","[c]","[c]"
"In post","2022","UK Space Agency","Commercial","5","5","[c]","[c]"
"In post","2022","UK Space Agency","Communications","10","10","46290","44400"
"In post","2022","UK Space Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Economics","10","10","[c]","[c]"
"In post","2022","UK Space Agency","Finance","15","15","42230","40050"
"In post","2022","UK Space Agency","Human Resources","10","10","42620","40050"
"In post","2022","UK Space Agency","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","UK Space Agency","Operational Delivery","25","25","35340","31910"
"In post","2022","UK Space Agency","Other","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Policy","70","70","48710","49400"
"In post","2022","UK Space Agency","Project Delivery","90","90","48300","40220"
"In post","2022","UK Space Agency","Science and Engineering","10","10","45790","44650"
"In post","2022","UK Space Agency","Security","10","10","[c]","[c]"
"In post","2022","UK Statistics Authority","Commercial","35","35","44460","37570"
"In post","2022","UK Statistics Authority","Communications","65","65","39150","36840"
"In post","2022","UK Statistics Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Digital, Data and Technology","665","645","41900","37570"
"In post","2022","UK Statistics Authority","Economics","180","175","36380","30710"
"In post","2022","UK Statistics Authority","Finance","50","45","35900","30210"
"In post","2022","UK Statistics Authority","Geography","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Human Resources","145","135","38660","33520"
"In post","2022","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Knowledge and Information Management","20","20","31270","30210"
"In post","2022","UK Statistics Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Operational Delivery","3045","2535","27560","23880"
"In post","2022","UK Statistics Authority","Operational Research","25","25","34750","32630"
"In post","2022","UK Statistics Authority","Planning","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Policy","75","75","39450","36840"
"In post","2022","UK Statistics Authority","Project Delivery","255","245","41100","36840"
"In post","2022","UK Statistics Authority","Property","15","15","37470","36840"
"In post","2022","UK Statistics Authority","Security","60","55","37580","32030"
"In post","2022","UK Statistics Authority","Social Research","660","630","38820","38340"
"In post","2022","UK Statistics Authority","Statistics","585","565","43440","38340"
"In post","2022","UK Supreme Court","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Communications","5","5","[c]","[c]"
"In post","2022","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Legal","10","10","[c]","[c]"
"In post","2022","UK Supreme Court","Operational Delivery","25","20","37390","30400"
"In post","2022","UK Supreme Court","Policy","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Property","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Commercial","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Communications","20","20","43680","39050"
"In post","2022","Valuation Office Agency","Digital, Data and Technology","40","40","51300","54240"
"In post","2022","Valuation Office Agency","Finance","75","70","43110","38870"
"In post","2022","Valuation Office Agency","Human Resources","95","90","40660","34000"
"In post","2022","Valuation Office Agency","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","1170","1110","29180","22040"
"In post","2022","Valuation Office Agency","Operational Research","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Policy","20","20","55870","52080"
"In post","2022","Valuation Office Agency","Project Delivery","75","70","41650","40160"
"In post","2022","Valuation Office Agency","Property","2305","2140","36370","31900"
"In post","2022","Valuation Office Agency","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Statistics","45","45","43980","40160"
"In post","2022","Vehicle Certification Agency","Communications","5","5","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Finance","10","10","35950","27620"
"In post","2022","Vehicle Certification Agency","Human Resources","5","5","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Operational Delivery","80","75","28060","21840"
"In post","2022","Vehicle Certification Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Science and Engineering","90","85","42840","39940"
"In post","2022","Veterinary Medicines Directorate","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Finance","5","5","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Operational Delivery","80","80","36050","32560"
"In post","2022","Veterinary Medicines Directorate","Policy","5","5","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Science and Engineering","25","20","49710","53200"
"In post","2022","Veterinary Medicines Directorate","Unknown","35","35","40180","38750"
"In post","2022","Veterinary Medicines Directorate","Veterinarian","10","10","57850","58980"
"In post","2022","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Communications","15","15","48930","38910"
"In post","2022","Water Services Regulation Authority","Corporate Finance","10","10","44560","40800"
"In post","2022","Water Services Regulation Authority","Digital, Data and Technology","25","20","46600","45360"
"In post","2022","Water Services Regulation Authority","Economics","40","35","61210","55110"
"In post","2022","Water Services Regulation Authority","Finance","20","15","72280","66040"
"In post","2022","Water Services Regulation Authority","Human Resources","15","10","41340","40000"
"In post","2022","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Legal","15","15","69470","70000"
"In post","2022","Water Services Regulation Authority","Operational Delivery","30","25","37590","33500"
"In post","2022","Water Services Regulation Authority","Other","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Policy","50","50","59540","60000"
"In post","2022","Water Services Regulation Authority","Project Delivery","15","15","47080","45810"
"In post","2022","Water Services Regulation Authority","Property","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Science and Engineering","20","20","55010","51630"
