"Status","Year","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Communications","150","140","40460","38160"
"In post","2022","Welsh Government (excl. agencies)","Digital, Data and Technology","210","205","38820","38160"
"In post","2022","Welsh Government (excl. agencies)","Economics","45","45","48450","44200"
"In post","2022","Welsh Government (excl. agencies)","Finance","335","315","43390","38160"
"In post","2022","Welsh Government (excl. agencies)","Human Resources","195","180","35320","29430"
"In post","2022","Welsh Government (excl. agencies)","Internal Audit","25","25","41720","38160"
"In post","2022","Welsh Government (excl. agencies)","Knowledge and Information Management","115","110","34910","29430"
"In post","2022","Welsh Government (excl. agencies)","Legal","165","155","57340","61440"
"In post","2022","Welsh Government (excl. agencies)","Medicine","190","180","46640","47470"
"In post","2022","Welsh Government (excl. agencies)","Operational Delivery","1625","1525","38070","29430"
"In post","2022","Welsh Government (excl. agencies)","Other","640","605","43040","38160"
"In post","2022","Welsh Government (excl. agencies)","Planning","75","70","44280","38160"
"In post","2022","Welsh Government (excl. agencies)","Policy","1660","1580","43740","38160"
"In post","2022","Welsh Government (excl. agencies)","Project Delivery","140","135","45830","40100"
"In post","2022","Welsh Government (excl. agencies)","Property","65","60","40460","38160"
"In post","2022","Welsh Government (excl. agencies)","Science and Engineering","70","65","49360","47470"
"In post","2022","Welsh Government (excl. agencies)","Social Research","85","80","42670","40100"
"In post","2022","Welsh Government (excl. agencies)","Statistics","90","85","41100","38160"
"In post","2022","Welsh Government (excl. agencies)","Veterinarian","5","5","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Digital, Data and Technology","15","15","43910","38160"
"In post","2022","Welsh Revenue Authority","Finance","10","10","40030","29430"
"In post","2022","Welsh Revenue Authority","Human Resources","5","5","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Operational Delivery","20","20","30450","28130"
"In post","2022","Welsh Revenue Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Tax","5","5","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Unknown","15","15","51880","47470"
"In post","2022","Wilton Park","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Finance","5","5","[c]","[c]"
"In post","2022","Wilton Park","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Operational Delivery","25","25","26690","25580"
"In post","2022","Wilton Park","Other","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Policy","15","15","47010","56590"
"In post","2022","Wilton Park","Project Delivery","20","15","31730","31030"
"In post","2022","Wilton Park","Property","5","5","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","45","[c]","29310","24250"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Operational Delivery","195","[c]","27360","24920"
"Leaver CS","2022","Animal and Plant Health Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Science and Engineering","35","[c]","29820","25600"
"Leaver CS","2022","Animal and Plant Health Agency","Veterinarian","40","[c]","40550","38050"
"Leaver CS","2022","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","715","[c]","50790","43150"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","30","[c]","33190","30220"
"Leaver CS","2022","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Digital, Data and Technology","15","[c]","30630","29160"
"Leaver CS","2022","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Operational Delivery","30","[c]","32160","29160"
"Leaver CS","2022","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Counter Fraud","10","[c]","23550","22740"
"Leaver CS","2022","Companies House","Digital, Data and Technology","15","[c]","41980","37260"
"Leaver CS","2022","Companies House","Finance","10","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Operational Delivery","30","[c]","22650","22490"
"Leaver CS","2022","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Economics","20","[c]","41240","34570"
"Leaver CS","2022","Competition and Markets Authority","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Legal","10","[c]","72070","75140"
"Leaver CS","2022","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Project Delivery","35","[c]","56090","54320"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Commercial","35","[c]","34560","34800"
"Leaver CS","2022","Crown Commercial Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Digital, Data and Technology","10","[c]","48400","52250"
"Leaver CS","2022","Crown Commercial Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Operational Delivery","20","[c]","36340","28390"
"Leaver CS","2022","Crown Commercial Service","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Legal","25","[c]","56840","53490"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Operational Delivery","80","[c]","25640","23230"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Communications","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Human Resources","5","[c]","[c]","[c]"
