"Status","Year","Age","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Commercial","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Unknown","Heterosexual / straight","55","55","37780","33370"
"In post","2022","20-29","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","Unknown","Unknown","80","80","56650","54700"
"In post","2022","20-29","Communications","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Communications","Heterosexual / straight","425","420","34810","33080"
"In post","2022","20-29","Communications","Communications","LGBO","75","75","35570","32820"
"In post","2022","20-29","Communications","Communications","Undeclared","85","85","34470","28850"
"In post","2022","20-29","Communications","Communications","Unknown","155","155","35860","34710"
"In post","2022","20-29","Communications","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Operational Delivery","Heterosexual / straight","230","225","28480","26820"
"In post","2022","20-29","Communications","Operational Delivery","LGBO","25","25","[c]","[c]"
"In post","2022","20-29","Communications","Operational Delivery","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Operational Delivery","Unknown","190","190","27560","26590"
"In post","2022","20-29","Communications","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Tax","Heterosexual / straight","395","390","28080","26820"
"In post","2022","20-29","Communications","Tax","LGBO","50","50","28560","26820"
"In post","2022","20-29","Communications","Tax","Undeclared","30","30","[c]","[c]"
"In post","2022","20-29","Communications","Tax","Unknown","345","345","27740","26820"
"In post","2022","20-29","Communications","Unknown","Heterosexual / straight","80","80","35260","34550"
"In post","2022","20-29","Communications","Unknown","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Communications","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Communications","Unknown","Unknown","65","65","35920","34550"
"In post","2022","20-29","Counter Fraud","Counter Fraud","Heterosexual / straight","490","485","27110","27570"
"In post","2022","20-29","Counter Fraud","Counter Fraud","LGBO","50","50","27660","27570"
"In post","2022","20-29","Counter Fraud","Counter Fraud","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Counter Fraud","Unknown","75","75","28850","27570"
"In post","2022","20-29","Counter Fraud","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Intelligence Analysis","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Intelligence Analysis","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Intelligence Analysis","Unknown","25","25","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Legal","Heterosexual / straight","220","220","29600","26820"
"In post","2022","20-29","Counter Fraud","Legal","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Legal","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Legal","Unknown","170","165","29480","26820"
"In post","2022","20-29","Counter Fraud","Operational Delivery","Heterosexual / straight","225","220","27340","26590"
"In post","2022","20-29","Counter Fraud","Operational Delivery","LGBO","30","30","27330","25960"
"In post","2022","20-29","Counter Fraud","Operational Delivery","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Operational Delivery","Unknown","140","140","27300","26590"
"In post","2022","20-29","Counter Fraud","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Other","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Tax","Heterosexual / straight","85","85","37020","33080"
"In post","2022","20-29","Counter Fraud","Tax","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Tax","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Tax","Unknown","70","70","34660","33080"
"In post","2022","20-29","Counter Fraud","Unknown","Heterosexual / straight","165","165","30490","27570"
"In post","2022","20-29","Counter Fraud","Unknown","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Unknown","Unknown","110","105","29660","26590"
"In post","2022","20-29","Debt","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","Operational Delivery","Heterosexual / straight","265","255","22700","21250"
"In post","2022","20-29","Debt","Operational Delivery","LGBO","35","35","23130","21250"
"In post","2022","20-29","Debt","Operational Delivery","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Debt","Operational Delivery","Unknown","275","265","22560","21250"
"In post","2022","20-29","Debt","Other","Heterosexual / straight","220","210","21910","21260"
"In post","2022","20-29","Debt","Other","LGBO","30","30","21990","21260"
"In post","2022","20-29","Debt","Other","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Debt","Other","Unknown","40","40","21420","21260"
"In post","2022","20-29","Debt","Tax","Heterosexual / straight","155","150","21780","21250"
"In post","2022","20-29","Debt","Tax","LGBO","30","30","21540","21250"
"In post","2022","20-29","Debt","Tax","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Debt","Tax","Unknown","165","160","21660","21250"
"In post","2022","20-29","Debt","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","20-29","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Communications","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Digital, Data and Technology","Heterosexual / straight","1430","1425","33460","32640"
"In post","2022","20-29","Digital, Data & Technology","Digital, Data and Technology","LGBO","210","210","32880","31800"
"In post","2022","20-29","Digital, Data & Technology","Digital, Data and Technology","Undeclared","185","185","33690","32790"
"In post","2022","20-29","Digital, Data & Technology","Digital, Data and Technology","Unknown","645","640","33290","32090"
"In post","2022","20-29","Digital, Data & Technology","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Knowledge and Information Management","Heterosexual / straight","70","70","27280","26670"
"In post","2022","20-29","Digital, Data & Technology","Knowledge and Information Management","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Knowledge and Information Management","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Knowledge and Information Management","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Medicine","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Operational Delivery","Heterosexual / straight","40","40","34790","33370"
"In post","2022","20-29","Digital, Data & Technology","Operational Delivery","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Operational Delivery","Unknown","35","35","32770","33080"
"In post","2022","20-29","Digital, Data & Technology","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Policy","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Policy","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Policy","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Science and Engineering","Heterosexual / straight","130","130","28960","30930"
"In post","2022","20-29","Digital, Data & Technology","Science and Engineering","LGBO","20","15","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Science and Engineering","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Tax","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Unknown","Heterosexual / straight","160","160","38670","34550"
"In post","2022","20-29","Digital, Data & Technology","Unknown","LGBO","40","40","43540","40600"
"In post","2022","20-29","Digital, Data & Technology","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Unknown","Unknown","75","75","42180","37410"
"In post","2022","20-29","Finance","Commercial","Heterosexual / straight","45","45","30720","30140"
"In post","2022","20-29","Finance","Commercial","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Commercial","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Corporate Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Finance","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Corporate Finance","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Digital, Data and Technology","Heterosexual / straight","30","30","33130","34850"
