"Status","Year","Age","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Property","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Finance","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","30-39","Property","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Human Resources","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Property","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Operational Delivery","Heterosexual / straight","160","155","30390","26030"
"In post","2022","30-39","Property","Operational Delivery","LGBO","15","15","[c]","[c]"
"In post","2022","30-39","Property","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Property","Operational Delivery","Unknown","85","80","24870","22010"
"In post","2022","30-39","Property","Other","Heterosexual / straight","40","40","28900","27000"
"In post","2022","30-39","Property","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Other","Unknown","50","50","30840","29900"
"In post","2022","30-39","Property","Policy","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Property","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Property","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Property","Property","Heterosexual / straight","725","705","37700","34560"
"In post","2022","30-39","Property","Property","LGBO","55","55","38560","33300"
"In post","2022","30-39","Property","Property","Undeclared","75","75","40190","39720"
"In post","2022","30-39","Property","Property","Unknown","215","210","36280","33150"
"In post","2022","30-39","Property","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Unknown","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","30-39","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Intelligence Analysis","Heterosexual / straight","190","185","39950","37560"
"In post","2022","30-39","Security","Intelligence Analysis","LGBO","15","15","[c]","[c]"
"In post","2022","30-39","Security","Intelligence Analysis","Undeclared","35","35","41340","37560"
"In post","2022","30-39","Security","Intelligence Analysis","Unknown","30","30","[c]","[c]"
"In post","2022","30-39","Security","Knowledge and Information Management","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Security","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Security","Heterosexual / straight","1030","1020","32480","30810"
"In post","2022","30-39","Security","Security","LGBO","100","100","35090","33520"
"In post","2022","30-39","Security","Security","Undeclared","110","110","35780","37790"
"In post","2022","30-39","Security","Security","Unknown","355","355","32510","31810"
"In post","2022","30-39","Security","Unknown","Heterosexual / straight","115","110","37710","33300"
"In post","2022","30-39","Security","Unknown","LGBO","15","15","[c]","[c]"
"In post","2022","30-39","Security","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Security","Unknown","Unknown","40","40","30750","26570"
"In post","2022","30-39","Unknown","Commercial","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Communications","Heterosexual / straight","90","85","46560","44200"
"In post","2022","30-39","Unknown","Communications","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Communications","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Communications","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Unknown","Counter Fraud","Heterosexual / straight","35","35","25780","24890"
"In post","2022","30-39","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Digital, Data and Technology","Heterosexual / straight","285","280","45610","41970"
"In post","2022","30-39","Unknown","Digital, Data and Technology","LGBO","15","15","[c]","[c]"
"In post","2022","30-39","Unknown","Digital, Data and Technology","Undeclared","25","20","[c]","[c]"
"In post","2022","30-39","Unknown","Digital, Data and Technology","Unknown","120","120","48680","44950"
"In post","2022","30-39","Unknown","Economics","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","30-39","Unknown","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Finance","Heterosexual / straight","350","340","38490","33300"
"In post","2022","30-39","Unknown","Finance","LGBO","20","15","[c]","[c]"
"In post","2022","30-39","Unknown","Finance","Undeclared","40","40","39640","37640"
"In post","2022","30-39","Unknown","Finance","Unknown","40","40","41580","37450"
"In post","2022","30-39","Unknown","Human Resources","Heterosexual / straight","155","145","37800","35070"
"In post","2022","30-39","Unknown","Human Resources","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Human Resources","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Human Resources","Unknown","25","25","[c]","[c]"
"In post","2022","30-39","Unknown","Intelligence Analysis","Heterosexual / straight","260","245","29240","28060"
"In post","2022","30-39","Unknown","Intelligence Analysis","LGBO","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","Intelligence Analysis","Undeclared","25","25","[c]","[c]"
"In post","2022","30-39","Unknown","Intelligence Analysis","Unknown","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","Internal Audit","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Knowledge and Information Management","Heterosexual / straight","35","30","37290","35180"
"In post","2022","30-39","Unknown","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Knowledge and Information Management","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Legal","Heterosexual / straight","40","35","57500","61440"
"In post","2022","30-39","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Medicine","Heterosexual / straight","320","280","40390","39030"
"In post","2022","30-39","Unknown","Medicine","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Medicine","Undeclared","15","10","[c]","[c]"
"In post","2022","30-39","Unknown","Medicine","Unknown","120","100","42460","38160"
"In post","2022","30-39","Unknown","Operational Delivery","Heterosexual / straight","4880","4555","27810","25310"
"In post","2022","30-39","Unknown","Operational Delivery","LGBO","255","245","27550","25040"
"In post","2022","30-39","Unknown","Operational Delivery","Undeclared","410","385","28530","25310"
"In post","2022","30-39","Unknown","Operational Delivery","Unknown","680","665","26040","24880"
"In post","2022","30-39","Unknown","Operational Research","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","30-39","Unknown","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Other","Heterosexual / straight","1330","1265","28840","26350"
"In post","2022","30-39","Unknown","Other","LGBO","75","75","29790","26350"
"In post","2022","30-39","Unknown","Other","Undeclared","125","120","32470","26670"
"In post","2022","30-39","Unknown","Other","Unknown","590","585","35280","33420"
"In post","2022","30-39","Unknown","Planning","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Unknown","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Policy","Heterosexual / straight","1240","1200","46980","43970"
"In post","2022","30-39","Unknown","Policy","LGBO","100","100","49370","49170"
"In post","2022","30-39","Unknown","Policy","Undeclared","140","140","46160","41970"
"In post","2022","30-39","Unknown","Policy","Unknown","215","210","47680","44500"
"In post","2022","30-39","Unknown","Project Delivery","Heterosexual / straight","315","305","43110","41950"
"In post","2022","30-39","Unknown","Project Delivery","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","Unknown","Project Delivery","Undeclared","25","25","[c]","[c]"
"In post","2022","30-39","Unknown","Project Delivery","Unknown","70","70","41730","39710"
"In post","2022","30-39","Unknown","Property","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Science and Engineering","Heterosexual / straight","220","220","38940","37000"
"In post","2022","30-39","Unknown","Science and Engineering","LGBO","15","15","[c]","[c]"
"In post","2022","30-39","Unknown","Science and Engineering","Undeclared","35","30","38920","37000"
"In post","2022","30-39","Unknown","Science and Engineering","Unknown","45","45","35080","32000"
"In post","2022","30-39","Unknown","Security","Heterosexual / straight","45","45","32070","29080"
"In post","2022","30-39","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Security","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Security","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Social Research","Heterosexual / straight","55","55","50630","47470"
"In post","2022","30-39","Unknown","Social Research","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Social Research","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Social Research","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Unknown","Statistics","Heterosexual / straight","45","40","45950","43950"
"In post","2022","30-39","Unknown","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Statistics","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Statistics","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","Heterosexual / straight","2600","2500","39440","36130"
"In post","2022","30-39","Unknown","Unknown","LGBO","315","310","38080","34600"
"In post","2022","30-39","Unknown","Unknown","Undeclared","220","215","41370","39660"
"In post","2022","30-39","Unknown","Unknown","Unknown","1120","1080","35900","31540"
"In post","2022","30-39","Unknown","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Digital, Data and Technology","Heterosexual / straight","35","35","46230","44990"
"In post","2022","40-49","Analysis","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Digital, Data and Technology","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Analysis","Economics","Heterosexual / straight","110","105","64720","61650"
"In post","2022","40-49","Analysis","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Economics","Undeclared","15","15","[c]","[c]"
"In post","2022","40-49","Analysis","Economics","Unknown","20","20","[c]","[c]"
"In post","2022","40-49","Analysis","Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Analysis","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Geography","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Analysis","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Human Resources","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Analysis","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Intelligence Analysis","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","40-49","Analysis","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Intelligence Analysis","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Analysis","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Knowledge and Information Management","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Analysis","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Operational Delivery","Heterosexual / straight","115","110","36690","36440"
"In post","2022","40-49","Analysis","Operational Delivery","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Analysis","Operational Delivery","Undeclared","15","15","[c]","[c]"
"In post","2022","40-49","Analysis","Operational Delivery","Unknown","55","55","36500","31700"
"In post","2022","40-49","Analysis","Operational Research","Heterosexual / straight","75","70","50980","50110"
"In post","2022","40-49","Analysis","Operational Research","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Analysis","Operational Research","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Analysis","Operational Research","Unknown","65","60","48690","47010"
"In post","2022","40-49","Analysis","Other","Heterosexual / straight","70","65","75470","70820"
"In post","2022","40-49","Analysis","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Other","Undeclared","15","15","[c]","[c]"
"In post","2022","40-49","Analysis","Other","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Analysis","Policy","Heterosexual / straight","75","65","56350","57230"
"In post","2022","40-49","Analysis","Policy","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Analysis","Policy","Undeclared","15","15","[c]","[c]"
"In post","2022","40-49","Analysis","Policy","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Analysis","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Science and Engineering","Heterosexual / straight","60","55","41230","36580"
"In post","2022","40-49","Analysis","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Science and Engineering","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Analysis","Science and Engineering","Unknown","105","95","38330","37280"
"In post","2022","40-49","Analysis","Social Research","Heterosexual / straight","150","135","48740","50210"
"In post","2022","40-49","Analysis","Social Research","LGBO","15","15","[c]","[c]"
"In post","2022","40-49","Analysis","Social Research","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Analysis","Social Research","Unknown","25","25","[c]","[c]"
"In post","2022","40-49","Analysis","Statistics","Heterosexual / straight","330","310","51840","51990"
"In post","2022","40-49","Analysis","Statistics","LGBO","20","20","[c]","[c]"
"In post","2022","40-49","Analysis","Statistics","Undeclared","25","25","[c]","[c]"
"In post","2022","40-49","Analysis","Statistics","Unknown","55","55","48310","47390"
"In post","2022","40-49","Analysis","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Commercial","Heterosexual / straight","710","685","42520","39890"
"In post","2022","40-49","Commercial","Commercial","LGBO","25","25","[c]","[c]"
"In post","2022","40-49","Commercial","Commercial","Undeclared","105","100","43540","40580"
"In post","2022","40-49","Commercial","Commercial","Unknown","120","115","42570","40000"
"In post","2022","40-49","Commercial","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Commercial","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Operational Delivery","Heterosexual / straight","75","70","46940","40810"
"In post","2022","40-49","Commercial","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Commercial","Operational Delivery","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Commercial","Other","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","40-49","Commercial","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Commercial","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Project Delivery","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","40-49","Commercial","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Science and Engineering","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","40-49","Commercial","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Unknown","Heterosexual / straight","90","90","78600","68720"
"In post","2022","40-49","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Commercial","Unknown","Unknown","460","455","71550","65920"
"In post","2022","40-49","Commercial","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Communications","Heterosexual / straight","620","585","46900","42670"
"In post","2022","40-49","Communications","Communications","LGBO","35","35","50910","49530"
"In post","2022","40-49","Communications","Communications","Undeclared","70","70","47590","43910"
"In post","2022","40-49","Communications","Communications","Unknown","150","145","49210","45260"
"In post","2022","40-49","Communications","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Human Resources","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Communications","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Knowledge and Information Management","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","40-49","Communications","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Communications","Operational Delivery","Heterosexual / straight","260","250","32270","32300"
"In post","2022","40-49","Communications","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Communications","Operational Delivery","Undeclared","25","25","[c]","[c]"
"In post","2022","40-49","Communications","Operational Delivery","Unknown","90","85","29380","26820"
"In post","2022","40-49","Communications","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Communications","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
