"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","The Insolvency Service","G6/G7","G7","Male","45","45","54830","54310"
"In post","2022","The Insolvency Service","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","SCS level","SCS level","Male","10","10","[c]","[c]"
"In post","2022","The Insolvency Service","SEO/HEO","HEO","Female","235","225","33830","33720"
"In post","2022","The Insolvency Service","SEO/HEO","HEO","Male","220","215","34130","34220"
"In post","2022","The Insolvency Service","SEO/HEO","SEO","Female","170","160","43710","43340"
"In post","2022","The Insolvency Service","SEO/HEO","SEO","Male","160","155","44140","43840"
"In post","2022","The National Archives","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","AA/AO","AA","Male","10","10","[c]","[c]"
"In post","2022","The National Archives","AA/AO","AO","Female","40","35","21990","21250"
"In post","2022","The National Archives","AA/AO","AO","Male","50","45","21770","21040"
"In post","2022","The National Archives","EO","EO","Female","40","35","25000","24270"
"In post","2022","The National Archives","EO","EO","Male","35","35","25270","24630"
"In post","2022","The National Archives","G6/G7","G6","Female","10","10","[c]","[c]"
"In post","2022","The National Archives","G6/G7","G6","Male","15","15","[c]","[c]"
"In post","2022","The National Archives","G6/G7","G7","Female","40","40","48670","48000"
"In post","2022","The National Archives","G6/G7","G7","Male","30","30","49560","47830"
"In post","2022","The National Archives","SCS level","SCS level","Female","5","5","[c]","[c]"
"In post","2022","The National Archives","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","SEO/HEO","HEO","Female","85","80","30380","29000"
"In post","2022","The National Archives","SEO/HEO","HEO","Male","60","60","31140","30000"
"In post","2022","The National Archives","SEO/HEO","SEO","Female","85","80","39270","37000"
"In post","2022","The National Archives","SEO/HEO","SEO","Male","70","70","42310","40270"
"In post","2022","Transport Scotland","AA/AO","AA","Female","15","15","[c]","[c]"
"In post","2022","Transport Scotland","AA/AO","AA","Male","15","10","[c]","[c]"
"In post","2022","Transport Scotland","AA/AO","AO","Female","10","10","[c]","[c]"
"In post","2022","Transport Scotland","AA/AO","AO","Male","15","15","[c]","[c]"
"In post","2022","Transport Scotland","EO","EO","Female","25","25","[c]","[c]"
"In post","2022","Transport Scotland","EO","EO","Male","20","20","[c]","[c]"
"In post","2022","Transport Scotland","G6/G7","G6","Female","15","15","[c]","[c]"
"In post","2022","Transport Scotland","G6/G7","G6","Male","35","35","73180","75340"
"In post","2022","Transport Scotland","G6/G7","G7","Female","40","40","56490","57190"
"In post","2022","Transport Scotland","G6/G7","G7","Male","60","60","60730","62170"
"In post","2022","Transport Scotland","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","SCS level","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Transport Scotland","SEO/HEO","HEO","Female","55","50","33760","33070"
"In post","2022","Transport Scotland","SEO/HEO","HEO","Male","50","50","34560","34600"
"In post","2022","Transport Scotland","SEO/HEO","SEO","Female","65","65","44380","43000"
"In post","2022","Transport Scotland","SEO/HEO","SEO","Male","90","90","46410","47490"
"In post","2022","UK Debt Management Office","EO","EO","Female","5","5","[c]","[c]"
"In post","2022","UK Debt Management Office","EO","EO","Male","5","5","[c]","[c]"
"In post","2022","UK Debt Management Office","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","G6/G7","G6","Male","15","15","[c]","[c]"
"In post","2022","UK Debt Management Office","G6/G7","G7","Female","10","10","[c]","[c]"
"In post","2022","UK Debt Management Office","G6/G7","G7","Male","30","30","64640","61000"
"In post","2022","UK Debt Management Office","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","SEO/HEO","HEO","Female","5","5","[c]","[c]"
"In post","2022","UK Debt Management Office","SEO/HEO","HEO","Male","15","15","[c]","[c]"
"In post","2022","UK Debt Management Office","SEO/HEO","SEO","Female","10","10","[c]","[c]"
"In post","2022","UK Debt Management Office","SEO/HEO","SEO","Male","15","15","[c]","[c]"
"In post","2022","UK Export Finance","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","EO","EO","Female","40","40","29400","29000"
"In post","2022","UK Export Finance","EO","EO","Male","20","20","[c]","[c]"
"In post","2022","UK Export Finance","G6/G7","G6","Female","25","25","[c]","[c]"
"In post","2022","UK Export Finance","G6/G7","G6","Male","35","35","77350","76690"
"In post","2022","UK Export Finance","G6/G7","G7","Female","35","35","59560","60000"
"In post","2022","UK Export Finance","G6/G7","G7","Male","75","75","60490","60120"
"In post","2022","UK Export Finance","SCS level","SCS level","Female","10","10","[c]","[c]"
"In post","2022","UK Export Finance","SCS level","SCS level","Male","20","20","[c]","[c]"
"In post","2022","UK Export Finance","SEO/HEO","HEO","Female","45","40","35040","34270"
"In post","2022","UK Export Finance","SEO/HEO","HEO","Male","45","45","34910","33500"
"In post","2022","UK Export Finance","SEO/HEO","SEO","Female","60","60","44900","44080"
"In post","2022","UK Export Finance","SEO/HEO","SEO","Male","80","80","46240","44590"
"In post","2022","UK Health Security Agency","AA/AO","AA","Female","100","75","20680","20080"
"In post","2022","UK Health Security Agency","AA/AO","AA","Male","40","35","20440","19310"
"In post","2022","UK Health Security Agency","AA/AO","AO","Female","440","380","21800","21820"
"In post","2022","UK Health Security Agency","AA/AO","AO","Male","165","150","21600","21820"
"In post","2022","UK Health Security Agency","EO","EO","Female","680","625","26210","26880"
"In post","2022","UK Health Security Agency","EO","EO","Male","250","235","26140","26880"
"In post","2022","UK Health Security Agency","G6/G7","G6","Female","305","285","69610","66230"
"In post","2022","UK Health Security Agency","G6/G7","G6","Male","245","230","70330","66650"
"In post","2022","UK Health Security Agency","G6/G7","G7","Female","710","675","52880","52610"
"In post","2022","UK Health Security Agency","G6/G7","G7","Male","470","465","53630","53120"
"In post","2022","UK Health Security Agency","SCS level","SCS level","Female","205","185","104420","100980"
"In post","2022","UK Health Security Agency","SCS level","SCS level","Male","195","180","106120","102850"
"In post","2022","UK Health Security Agency","SEO/HEO","HEO","Female","975","895","32100","32330"
"In post","2022","UK Health Security Agency","SEO/HEO","HEO","Male","435","420","32010","32330"
"In post","2022","UK Health Security Agency","SEO/HEO","SEO","Female","925","860","40080","40070"
"In post","2022","UK Health Security Agency","SEO/HEO","SEO","Male","465","455","40250","40070"
"In post","2022","UK Hydrographic Office","AA/AO","AO","Female","35","35","20660","20420"
"In post","2022","UK Hydrographic Office","AA/AO","AO","Male","65","65","20540","20420"
"In post","2022","UK Hydrographic Office","EO","EO","Female","85","80","27510","26740"
"In post","2022","UK Hydrographic Office","EO","EO","Male","140","135","27820","26740"
"In post","2022","UK Hydrographic Office","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","G6/G7","G6","Male","10","10","[c]","[c]"
"In post","2022","UK Hydrographic Office","G6/G7","G7","Female","20","20","[c]","[c]"
"In post","2022","UK Hydrographic Office","G6/G7","G7","Male","40","40","55610","53720"
"In post","2022","UK Hydrographic Office","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","SEO/HEO","HEO","Female","100","95","33590","33290"
"In post","2022","UK Hydrographic Office","SEO/HEO","HEO","Male","200","190","34010","33290"
"In post","2022","UK Hydrographic Office","SEO/HEO","SEO","Female","60","55","43050","42510"
"In post","2022","UK Hydrographic Office","SEO/HEO","SEO","Male","135","135","44180","42510"
"In post","2022","UK Space Agency","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","EO","EO","Female","10","10","[c]","[c]"
"In post","2022","UK Space Agency","EO","EO","Male","5","5","[c]","[c]"
"In post","2022","UK Space Agency","G6/G7","G6","Female","15","15","[c]","[c]"
"In post","2022","UK Space Agency","G6/G7","G6","Male","15","15","[c]","[c]"
"In post","2022","UK Space Agency","G6/G7","G7","Female","35","35","51290","50500"
"In post","2022","UK Space Agency","G6/G7","G7","Male","50","50","52770","53380"
"In post","2022","UK Space Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","SCS level","SCS level","Male","5","5","[c]","[c]"
"In post","2022","UK Space Agency","SEO/HEO","HEO","Female","30","30","[c]","[c]"
"In post","2022","UK Space Agency","SEO/HEO","HEO","Male","15","15","[c]","[c]"
"In post","2022","UK Space Agency","SEO/HEO","SEO","Female","40","40","39050","40050"
"In post","2022","UK Space Agency","SEO/HEO","SEO","Male","40","40","39280","40050"
"In post","2022","UK Statistics Authority","AA/AO","AA","Female","280","170","20110","19300"
"In post","2022","UK Statistics Authority","AA/AO","AA","Male","125","80","20670","19860"
"In post","2022","UK Statistics Authority","AA/AO","AO","Female","615","465","20300","20350"
"In post","2022","UK Statistics Authority","AA/AO","AO","Male","500","375","20440","20350"
"In post","2022","UK Statistics Authority","EO","EO","Female","470","435","24590","23880"
"In post","2022","UK Statistics Authority","EO","EO","Male","260","250","24640","23880"
"In post","2022","UK Statistics Authority","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","G6/G7","G6","Female","95","90","61600","59740"
"In post","2022","UK Statistics Authority","G6/G7","G6","Male","125","125","62620","61240"
"In post","2022","UK Statistics Authority","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","G6/G7","G7","Female","450","430","51330","50210"
"In post","2022","UK Statistics Authority","G6/G7","G7","Male","410","405","52020","50230"
"In post","2022","UK Statistics Authority","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","SCS level","SCS level","Female","35","35","84300","78050"
"In post","2022","UK Statistics Authority","SCS level","SCS level","Male","45","45","85190","75260"
"In post","2022","UK Statistics Authority","SEO/HEO","HEO","Female","770","730","31080","30710"
"In post","2022","UK Statistics Authority","SEO/HEO","HEO","Male","535","530","31190","30710"
"In post","2022","UK Statistics Authority","SEO/HEO","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","UK Statistics Authority","SEO/HEO","SEO","Female","645","605","38060","38070"
"In post","2022","UK Statistics Authority","SEO/HEO","SEO","Male","505","500","37990","37570"
"In post","2022","UK Statistics Authority","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","EO","EO","Female","10","10","[c]","[c]"
"In post","2022","UK Supreme Court","EO","EO","Male","10","10","[c]","[c]"
"In post","2022","UK Supreme Court","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","SEO/HEO","HEO","Male","5","5","[c]","[c]"
"In post","2022","UK Supreme Court","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","SEO/HEO","SEO","Male","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","AA/AO","AO","Female","525","465","22400","22010"
"In post","2022","Valuation Office Agency","AA/AO","AO","Male","320","315","22240","22010"
"In post","2022","Valuation Office Agency","EO","EO","Female","565","510","27530","27000"
"In post","2022","Valuation Office Agency","EO","EO","Male","450","430","27280","26950"
"In post","2022","Valuation Office Agency","G6/G7","G6","Female","30","30","69530","68840"
"In post","2022","Valuation Office Agency","G6/G7","G6","Male","50","50","70580","71040"
"In post","2022","Valuation Office Agency","G6/G7","G7","Female","165","155","56900","57150"
"In post","2022","Valuation Office Agency","G6/G7","G7","Male","225","215","57930","57150"
"In post","2022","Valuation Office Agency","SCS level","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Valuation Office Agency","SCS level","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Valuation Office Agency","SEO/HEO","HEO","Female","370","350","33230","33370"
"In post","2022","Valuation Office Agency","SEO/HEO","HEO","Male","420","405","33480","33370"
"In post","2022","Valuation Office Agency","SEO/HEO","SEO","Female","325","300","44160","44530"
"In post","2022","Valuation Office Agency","SEO/HEO","SEO","Male","395","375","45150","44610"
"In post","2022","Vehicle Certification Agency","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","AA/AO","AO","Female","30","30","21700","21840"
"In post","2022","Vehicle Certification Agency","AA/AO","AO","Male","15","15","[c]","[c]"
"In post","2022","Vehicle Certification Agency","EO","EO","Female","25","20","[c]","[c]"
"In post","2022","Vehicle Certification Agency","EO","EO","Male","20","20","[c]","[c]"
"In post","2022","Vehicle Certification Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","G6/G7","G7","Male","10","10","[c]","[c]"
"In post","2022","Vehicle Certification Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","SEO/HEO","HEO","Female","15","15","[c]","[c]"
"In post","2022","Vehicle Certification Agency","SEO/HEO","HEO","Male","45","45","37930","37260"
"In post","2022","Vehicle Certification Agency","SEO/HEO","SEO","Female","5","5","[c]","[c]"
"In post","2022","Vehicle Certification Agency","SEO/HEO","SEO","Male","30","30","47090","45080"
"In post","2022","Veterinary Medicines Directorate","AA/AO","AO","Female","25","25","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","AA/AO","AO","Male","5","5","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","EO","EO","Female","15","15","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","EO","EO","Male","10","10","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","G6/G7","G6","Male","5","5","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","G6/G7","G7","Female","20","20","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","G6/G7","G7","Male","25","25","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","SEO/HEO","HEO","Female","15","15","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","SEO/HEO","HEO","Male","10","10","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","SEO/HEO","SEO","Female","25","25","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","SEO/HEO","SEO","Male","10","10","[c]","[c]"
"In post","2022","Water Services Regulation Authority","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","EO","EO","Female","30","30","29090","28000"
"In post","2022","Water Services Regulation Authority","EO","EO","Male","15","15","[c]","[c]"
"In post","2022","Water Services Regulation Authority","G6/G7","G6","Female","15","15","[c]","[c]"
"In post","2022","Water Services Regulation Authority","G6/G7","G6","Male","15","15","[c]","[c]"
"In post","2022","Water Services Regulation Authority","G6/G7","G7","Female","15","15","[c]","[c]"
"In post","2022","Water Services Regulation Authority","G6/G7","G7","Male","25","25","[c]","[c]"
"In post","2022","Water Services Regulation Authority","SCS level","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Water Services Regulation Authority","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","SEO/HEO","HEO","Female","50","45","41310","40800"
"In post","2022","Water Services Regulation Authority","SEO/HEO","HEO","Male","35","35","40860","40800"
"In post","2022","Water Services Regulation Authority","SEO/HEO","SEO","Female","20","20","[c]","[c]"
"In post","2022","Water Services Regulation Authority","SEO/HEO","SEO","Male","30","25","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","AA/AO","AO","Female","545","490","24210","24630"
"In post","2022","Welsh Government (excl. agencies)","AA/AO","AO","Male","310","300","24330","24630"
"In post","2022","Welsh Government (excl. agencies)","EO","EO","Female","630","575","28830","29430"
"In post","2022","Welsh Government (excl. agencies)","EO","EO","Male","460","450","28850","29430"
"In post","2022","Welsh Government (excl. agencies)","G6/G7","G6","Female","105","100","72010","75480"
"In post","2022","Welsh Government (excl. agencies)","G6/G7","G6","Male","120","120","73200","75480"
"In post","2022","Welsh Government (excl. agencies)","G6/G7","G7","Female","470","440","59530","61440"
"In post","2022","Welsh Government (excl. agencies)","G6/G7","G7","Male","385","375","59950","61440"
"In post","2022","Welsh Government (excl. agencies)","SCS level","SCS level","Female","85","80","83870","78460"
"In post","2022","Welsh Government (excl. agencies)","SCS level","SCS level","Male","105","100","89600","81760"
"In post","2022","Welsh Government (excl. agencies)","SEO/HEO","HEO","Female","935","870","37350","38160"
"In post","2022","Welsh Government (excl. agencies)","SEO/HEO","HEO","Male","515","500","37270","38160"
"In post","2022","Welsh Government (excl. agencies)","SEO/HEO","SEO","Female","730","685","46250","47470"
"In post","2022","Welsh Government (excl. agencies)","SEO/HEO","SEO","Male","480","470","46360","47470"
"In post","2022","Welsh Revenue Authority","AA/AO","AO","Female","5","5","[c]","[c]"
"In post","2022","Welsh Revenue Authority","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","EO","EO","Female","10","10","[c]","[c]"
"In post","2022","Welsh Revenue Authority","EO","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","G6/G7","G7","Female","10","10","[c]","[c]"
"In post","2022","Welsh Revenue Authority","G6/G7","G7","Male","5","5","[c]","[c]"
"In post","2022","Welsh Revenue Authority","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","SEO/HEO","HEO","Female","5","5","[c]","[c]"
"In post","2022","Welsh Revenue Authority","SEO/HEO","HEO","Male","5","5","[c]","[c]"
"In post","2022","Welsh Revenue Authority","SEO/HEO","SEO","Female","10","5","[c]","[c]"
"In post","2022","Welsh Revenue Authority","SEO/HEO","SEO","Male","10","10","[c]","[c]"
"In post","2022","Wilton Park","AA/AO","AA","Female","5","5","[c]","[c]"
"In post","2022","Wilton Park","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","AA/AO","AO","Female","10","10","[c]","[c]"
"In post","2022","Wilton Park","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","EO","EO","Female","25","20","[c]","[c]"
"In post","2022","Wilton Park","EO","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","G6/G7","G7","Female","10","10","[c]","[c]"
"In post","2022","Wilton Park","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","SEO/HEO","HEO","Female","15","15","[c]","[c]"
"In post","2022","Wilton Park","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","AA/AO","AO","Female","70","[c]","22190","21300"
"Leaver CS","2022","Animal and Plant Health Agency","AA/AO","AO","Male","35","[c]","22040","21300"
"Leaver CS","2022","Animal and Plant Health Agency","EO","EO","Female","45","[c]","25540","25100"
"Leaver CS","2022","Animal and Plant Health Agency","EO","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","G6/G7","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","SEO/HEO","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","SEO/HEO","HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","SEO/HEO","SEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","SEO/HEO","SEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","AA/AO","AO","Female","40","[c]","20400","20800"
"Leaver CS","2022","Cabinet Office (excl. agencies)","AA/AO","AO","Male","40","[c]","20730","20860"
"Leaver CS","2022","Cabinet Office (excl. agencies)","EO","EO","Female","35","[c]","27470","27500"
"Leaver CS","2022","Cabinet Office (excl. agencies)","EO","EO","Male","40","[c]","26770","27500"
"Leaver CS","2022","Cabinet Office (excl. agencies)","G6/G7","G6","Female","35","[c]","69260","66440"
"Leaver CS","2022","Cabinet Office (excl. agencies)","G6/G7","G6","Male","45","[c]","77780","71840"
"Leaver CS","2022","Cabinet Office (excl. agencies)","G6/G7","G7","Female","80","[c]","58620","54700"
"Leaver CS","2022","Cabinet Office (excl. agencies)","G6/G7","G7","Male","110","[c]","59270","57870"
"Leaver CS","2022","Cabinet Office (excl. agencies)","SCS level","SCS level","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","SCS level","SCS level","Male","50","[c]","101450","95040"
"Leaver CS","2022","Cabinet Office (excl. agencies)","SEO/HEO","HEO","Female","80","[c]","32070","32000"
"Leaver CS","2022","Cabinet Office (excl. agencies)","SEO/HEO","HEO","Male","70","[c]","33220","34550"
"Leaver CS","2022","Cabinet Office (excl. agencies)","SEO/HEO","SEO","Female","45","[c]","40590","40600"
"Leaver CS","2022","Cabinet Office (excl. agencies)","SEO/HEO","SEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
