"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","National Crime Agency","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","SEO/HEO","HEO","Female","40","[c]","39360","40170"
"New entrant CS","2022","National Crime Agency","SEO/HEO","HEO","Male","65","[c]","40300","40210"
"New entrant CS","2022","National Crime Agency","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","SEO/HEO","SEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","EO","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","EO","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","EO","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","G6/G7","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","EO","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","G6/G7","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","EO","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AA","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","EO","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","EO","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","Female","45","[c]","71100","70500"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","Female","85","[c]","46780","46360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","AA/AO","AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","AA/AO","AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","EO","EO","Female","95","[c]","26360","25750"
"New entrant CS","2022","Office of Gas and Electricity Markets","EO","EO","Male","105","[c]","25530","25750"
"New entrant CS","2022","Office of Gas and Electricity Markets","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","G6/G7","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","G6/G7","G7","Female","40","[c]","55660","54580"
"New entrant CS","2022","Office of Gas and Electricity Markets","G6/G7","G7","Male","35","[c]","61160","60000"
"New entrant CS","2022","Office of Gas and Electricity Markets","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","SEO/HEO","HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","SEO/HEO","HEO","Male","30","[c]","34080","33400"
"New entrant CS","2022","Office of Gas and Electricity Markets","SEO/HEO","SEO","Female","30","[c]","41000","42000"
"New entrant CS","2022","Office of Gas and Electricity Markets","SEO/HEO","SEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","EO","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","G6/G7","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","EO","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","G6/G7","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","G6/G7","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","AA/AO","AO","Female","85","[c]","20950","20970"
"New entrant CS","2022","Office of the Public Guardian","AA/AO","AO","Male","85","[c]","20970","20970"
"New entrant CS","2022","Office of the Public Guardian","EO","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","EO","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","EO","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
