"Status","Year","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Science and Engineering","East of England","SEO","Heterosexual / straight","130","120","40350","40450"
"In post","2022","Science and Engineering","East of England","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","East of England","SEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Science and Engineering","East of England","SEO","Unknown","80","75","39020","37960"
"In post","2022","Science and Engineering","London","AA","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Science and Engineering","London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Science and Engineering","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","EO","Heterosexual / straight","65","65","27930","27150"
"In post","2022","Science and Engineering","London","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Science and Engineering","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Science and Engineering","London","G6","Heterosexual / straight","70","65","68800","66850"
"In post","2022","Science and Engineering","London","G6","LGBO","10","10","[c]","[c]"
"In post","2022","Science and Engineering","London","G6","Undeclared","20","20","[c]","[c]"
"In post","2022","Science and Engineering","London","G6","Unknown","30","25","[c]","[c]"
"In post","2022","Science and Engineering","London","G7","Heterosexual / straight","160","155","55670","54250"
"In post","2022","Science and Engineering","London","G7","LGBO","10","10","[c]","[c]"
"In post","2022","Science and Engineering","London","G7","Undeclared","30","25","[c]","[c]"
"In post","2022","Science and Engineering","London","G7","Unknown","60","55","56490","54290"
"In post","2022","Science and Engineering","London","HEO","Heterosexual / straight","170","165","34230","32650"
"In post","2022","Science and Engineering","London","HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Science and Engineering","London","HEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Science and Engineering","London","HEO","Unknown","25","25","[c]","[c]"
"In post","2022","Science and Engineering","London","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Science and Engineering","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Science and Engineering","London","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Science and Engineering","London","SEO","Heterosexual / straight","215","210","42420","41030"
"In post","2022","Science and Engineering","London","SEO","LGBO","15","15","[c]","[c]"
"In post","2022","Science and Engineering","London","SEO","Undeclared","35","35","41840","40450"
"In post","2022","Science and Engineering","London","SEO","Unknown","50","50","43360","43680"
"In post","2022","Science and Engineering","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","EO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","SEO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North East (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","EO","Heterosexual / straight","75","75","25960","26370"
"In post","2022","Science and Engineering","North West (England)","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","EO","Unknown","10","5","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","G7","Heterosexual / straight","30","30","51870","49610"
"In post","2022","Science and Engineering","North West (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","G7","Unknown","5","5","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","HEO","Heterosexual / straight","60","50","31950","32260"
"In post","2022","Science and Engineering","North West (England)","HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","SEO","Heterosexual / straight","65","60","41320","40890"
"In post","2022","Science and Engineering","North West (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","Unknown","Heterosexual / straight","65","65","41260","39110"
"In post","2022","Science and Engineering","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","Unknown","Undeclared","15","10","[c]","[c]"
"In post","2022","Science and Engineering","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Northern Ireland","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Science and Engineering","Northern Ireland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Northern Ireland","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Northern Ireland","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Northern Ireland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Northern Ireland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Northern Ireland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Northern Ireland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Northern Ireland","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Northern Ireland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Northern Ireland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Northern Ireland","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Science and Engineering","Northern Ireland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Northern Ireland","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Northern Ireland","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Northern Ireland","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Northern Ireland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","SEO","Heterosexual / straight","45","45","43220","40620"
"In post","2022","Science and Engineering","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Overseas","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","AO","Heterosexual / straight","60","55","21920","22200"
"In post","2022","Science and Engineering","Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","AO","Unknown","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","EO","Heterosexual / straight","70","65","24130","25000"
"In post","2022","Science and Engineering","Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","G7","Unknown","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","HEO","Heterosexual / straight","85","85","37440","33300"
"In post","2022","Science and Engineering","Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","SEO","Heterosexual / straight","80","75","44570","42090"
"In post","2022","Science and Engineering","Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","SEO","Unknown","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","Unknown","Heterosexual / straight","30","30","50690","46460"
"In post","2022","Science and Engineering","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","AA","Unknown","10","10","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","AO","Heterosexual / straight","130","130","23570","24370"
"In post","2022","Science and Engineering","South East (England)","AO","LGBO","15","15","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","AO","Undeclared","15","15","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","AO","Unknown","35","35","23880","24370"
"In post","2022","Science and Engineering","South East (England)","EO","Heterosexual / straight","185","175","27200","27960"
"In post","2022","Science and Engineering","South East (England)","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","EO","Undeclared","20","15","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","EO","Unknown","40","35","26610","27380"
"In post","2022","Science and Engineering","South East (England)","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","G6","Undeclared","10","10","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","G6","Unknown","25","20","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","G7","Heterosexual / straight","170","165","52350","52310"
"In post","2022","Science and Engineering","South East (England)","G7","LGBO","10","10","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","G7","Undeclared","25","25","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","G7","Unknown","315","300","51760","49290"
"In post","2022","Science and Engineering","South East (England)","HEO","Heterosexual / straight","270","255","32970","33080"
"In post","2022","Science and Engineering","South East (England)","HEO","LGBO","25","25","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","HEO","Undeclared","65","65","33500","33300"
"In post","2022","Science and Engineering","South East (England)","HEO","Unknown","175","175","30550","29230"
"In post","2022","Science and Engineering","South East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","SEO","Heterosexual / straight","210","200","40400","40000"
"In post","2022","Science and Engineering","South East (England)","SEO","LGBO","15","15","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","SEO","Undeclared","40","35","40980","40420"
"In post","2022","Science and Engineering","South East (England)","SEO","Unknown","180","175","39970","38110"
"In post","2022","Science and Engineering","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South West (England)","AA","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Science and Engineering","South West (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South West (England)","AA","Undeclared","5","5","[c]","[c]"
"In post","2022","Science and Engineering","South West (England)","AA","Unknown","30","30","17870","18060"
"In post","2022","Science and Engineering","South West (England)","AO","Heterosexual / straight","155","150","21600","21510"
"In post","2022","Science and Engineering","South West (England)","AO","LGBO","15","15","[c]","[c]"
"In post","2022","Science and Engineering","South West (England)","AO","Undeclared","25","25","[c]","[c]"
"In post","2022","Science and Engineering","South West (England)","AO","Unknown","85","85","21480","22220"
"In post","2022","Science and Engineering","South West (England)","EO","Heterosexual / straight","520","520","24940","25750"
"In post","2022","Science and Engineering","South West (England)","EO","LGBO","30","30","[c]","[c]"
"In post","2022","Science and Engineering","South West (England)","EO","Undeclared","55","55","26050","26800"
"In post","2022","Science and Engineering","South West (England)","EO","Unknown","190","185","23470","23560"
"In post","2022","Science and Engineering","South West (England)","G6","Heterosexual / straight","130","125","67770","66060"
"In post","2022","Science and Engineering","South West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South West (England)","G6","Undeclared","40","35","66670","64230"
"In post","2022","Science and Engineering","South West (England)","G6","Unknown","65","60","70650","68470"
"In post","2022","Science and Engineering","South West (England)","G7","Heterosexual / straight","580","555","52390","50860"
"In post","2022","Science and Engineering","South West (England)","G7","LGBO","20","20","[c]","[c]"
"In post","2022","Science and Engineering","South West (England)","G7","Undeclared","105","100","51730","50000"
"In post","2022","Science and Engineering","South West (England)","G7","Unknown","530","510","50940","47660"
"In post","2022","Science and Engineering","South West (England)","HEO","Heterosexual / straight","840","820","32410","32460"
"In post","2022","Science and Engineering","South West (England)","HEO","LGBO","60","55","31640","30000"
"In post","2022","Science and Engineering","South West (England)","HEO","Undeclared","125","120","32860","32430"
"In post","2022","Science and Engineering","South West (England)","HEO","Unknown","475","470","30450","29230"
"In post","2022","Science and Engineering","South West (England)","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Science and Engineering","South West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South West (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","South West (England)","SEO","Heterosexual / straight","1150","1105","41680","40980"
"In post","2022","Science and Engineering","South West (England)","SEO","LGBO","50","50","40160","39800"
"In post","2022","Science and Engineering","South West (England)","SEO","Undeclared","245","230","41610","40980"
"In post","2022","Science and Engineering","South West (England)","SEO","Unknown","435","415","39780","38110"
"In post","2022","Science and Engineering","South West (England)","Unknown","Heterosexual / straight","490","485","41020","38540"
"In post","2022","Science and Engineering","South West (England)","Unknown","LGBO","20","20","[c]","[c]"
"In post","2022","Science and Engineering","South West (England)","Unknown","Undeclared","70","70","44860","43780"
"In post","2022","Science and Engineering","South West (England)","Unknown","Unknown","60","60","35520","31250"
"In post","2022","Science and Engineering","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Wales","AA","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Science and Engineering","Wales","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Wales","AA","Undeclared","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Wales","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Wales","AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Science and Engineering","Wales","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Wales","AO","Undeclared","25","20","[c]","[c]"
"In post","2022","Science and Engineering","Wales","AO","Unknown","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Wales","EO","Heterosexual / straight","100","95","29320","30270"
"In post","2022","Science and Engineering","Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Wales","EO","Undeclared","120","115","29860","29470"
"In post","2022","Science and Engineering","Wales","EO","Unknown","20","20","[c]","[c]"
"In post","2022","Science and Engineering","Wales","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Science and Engineering","Wales","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Wales","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Wales","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Wales","G7","Heterosexual / straight","95","90","60110","60790"
"In post","2022","Science and Engineering","Wales","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Wales","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Science and Engineering","Wales","G7","Unknown","65","60","60480","60790"
"In post","2022","Science and Engineering","Wales","HEO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Science and Engineering","Wales","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Wales","HEO","Undeclared","30","25","[c]","[c]"
"In post","2022","Science and Engineering","Wales","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Wales","SEO","Heterosexual / straight","95","90","42790","41890"
"In post","2022","Science and Engineering","Wales","SEO","LGBO","10","10","[c]","[c]"
"In post","2022","Science and Engineering","Wales","SEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Science and Engineering","Wales","SEO","Unknown","40","40","42380","42070"
"In post","2022","Science and Engineering","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","AO","Heterosexual / straight","35","35","21960","22750"
"In post","2022","Science and Engineering","West Midlands (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","AO","Unknown","5","5","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","EO","Heterosexual / straight","40","40","25380","25190"
"In post","2022","Science and Engineering","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","EO","Undeclared","10","5","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","HEO","Heterosexual / straight","75","70","32830","32370"
"In post","2022","Science and Engineering","West Midlands (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","SEO","Heterosexual / straight","50","45","41250","40060"
"In post","2022","Science and Engineering","West Midlands (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Science and Engineering","West Midlands (England)","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Science and Engineering","Yorkshire and The Humber","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
