"Status","Year","Profession_of_post","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Counter Fraud","Brighton and Hove","EO","35","30","28080","27570"
"In post","2022","Counter Fraud","Brighton and Hove","HEO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Brighton and Hove","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Bristol, City of","AO","10","10","21160","21260"
"In post","2022","Counter Fraud","Bristol, City of","EO","30","25","27780","27570"
"In post","2022","Counter Fraud","Bristol, City of","HEO","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Bristol, City of","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Bromley","AO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Bromley","EO","30","20","31970","31880"
"In post","2022","Counter Fraud","Bromley","HEO","15","15","37670","37610"
"In post","2022","Counter Fraud","Bromley","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Buckinghamshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Buckinghamshire","EO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Buckinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Buckinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Caithness and Sutherland, and Ross and Cromarty","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Calderdale and Kirklees","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Calderdale and Kirklees","EO","30","25","27240","27570"
"In post","2022","Counter Fraud","Calderdale and Kirklees","HEO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Calderdale and Kirklees","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Cambridgeshire CC","AO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Cambridgeshire CC","EO","15","15","28050","27570"
"In post","2022","Counter Fraud","Cambridgeshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Cardiff and Vale of Glamorgan","AO","95","80","21880","22740"
"In post","2022","Counter Fraud","Cardiff and Vale of Glamorgan","EO","65","60","25950","25100"
"In post","2022","Counter Fraud","Cardiff and Vale of Glamorgan","G6","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Cardiff and Vale of Glamorgan","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Cardiff and Vale of Glamorgan","HEO","20","15","33000","31990"
"In post","2022","Counter Fraud","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Cardiff and Vale of Glamorgan","SEO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Central Bedfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Central Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Central Hampshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Central Valleys","AO","65","60","21190","21260"
"In post","2022","Counter Fraud","Central Valleys","EO","105","95","27460","27570"
"In post","2022","Counter Fraud","Central Valleys","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Central Valleys","HEO","35","35","32710","31990"
"In post","2022","Counter Fraud","Central Valleys","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Cheshire East","EO","10","10","27290","27570"
"In post","2022","Counter Fraud","Cheshire West and Chester","EO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Cheshire West and Chester","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Chorley and West Lancashire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Chorley and West Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Chorley and West Lancashire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","City of Edinburgh","AO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","City of Edinburgh","EO","30","25","27410","27570"
"In post","2022","Counter Fraud","City of Edinburgh","HEO","10","5","[c]","[c]"
"In post","2022","Counter Fraud","City of Edinburgh","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Clackmannanshire and Fife","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Clackmannanshire and Fife","EO","10","10","27570","27570"
"In post","2022","Counter Fraud","Clackmannanshire and Fife","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Conwy and Denbighshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Conwy and Denbighshire","EO","10","5","[c]","[c]"
"In post","2022","Counter Fraud","Cornwall and Isles of Scilly","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Cornwall and Isles of Scilly","EO","40","35","27670","27570"
"In post","2022","Counter Fraud","Cornwall and Isles of Scilly","HEO","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Cornwall and Isles of Scilly","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Coventry","AO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Coventry","EO","20","15","27740","27570"
"In post","2022","Counter Fraud","Coventry","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Croydon","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Croydon","HEO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Croydon","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Darlington","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Derby","EO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Derby","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Devon CC","AO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Devon CC","EO","35","30","27230","27570"
"In post","2022","Counter Fraud","Devon CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Devon CC","HEO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Dorset","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Dorset","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Dorset","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Dudley","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Dudley","EO","20","15","27480","27570"
"In post","2022","Counter Fraud","Dudley","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Dumfries and Galloway","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Dumfries and Galloway","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Dumfries and Galloway","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Durham","AA","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Durham","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Durham","EO","55","50","26180","25570"
"In post","2022","Counter Fraud","Durham","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Durham","HEO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Durham","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Ealing","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Ealing","EO","15","15","31750","31880"
"In post","2022","Counter Fraud","Ealing","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Ayrshire and North Ayrshire mainland","AO","130","110","21050","21260"
"In post","2022","Counter Fraud","East Ayrshire and North Ayrshire mainland","EO","40","40","27530","27570"
"In post","2022","Counter Fraud","East Ayrshire and North Ayrshire mainland","HEO","10","10","[c]","[c]"
"In post","2022","Counter Fraud","East Ayrshire and North Ayrshire mainland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Cumbria","EO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","East Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Derbyshire","AO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","East Derbyshire","EO","10","10","27130","27570"
"In post","2022","Counter Fraud","East Derbyshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Derbyshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Kent","AA","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Kent","AO","135","125","24470","24250"
"In post","2022","Counter Fraud","East Kent","EO","75","70","30450","29290"
"In post","2022","Counter Fraud","East Kent","HEO","15","15","36570","35120"
"In post","2022","Counter Fraud","East Kent","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Lancashire","EO","15","15","27470","27570"
"In post","2022","Counter Fraud","East Lancashire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Lancashire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Lothian and Midlothian","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Lothian and Midlothian","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Merseyside","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Merseyside","EO","50","45","28080","27570"
"In post","2022","Counter Fraud","East Merseyside","G6","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Merseyside","HEO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","East Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Riding of Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Riding of Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Riding of Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Surrey","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Surrey","EO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","East Surrey","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Sussex CC","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Sussex CC","EO","25","25","27700","27570"
"In post","2022","Counter Fraud","East Sussex CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Enfield","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Essex Haven Gateway","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Essex Haven Gateway","EO","20","20","30410","29990"
"In post","2022","Counter Fraud","Essex Haven Gateway","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Essex Haven Gateway","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Essex Thames Gateway","AO","10","10","24630","24400"
"In post","2022","Counter Fraud","Essex Thames Gateway","EO","40","35","30070","29290"
"In post","2022","Counter Fraud","Essex Thames Gateway","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Essex Thames Gateway","HEO","15","15","36200","35240"
"In post","2022","Counter Fraud","Essex Thames Gateway","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Falkirk","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Falkirk","EO","25","25","27040","27570"
"In post","2022","Counter Fraud","Falkirk","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Flintshire and Wrexham","EO","15","10","27530","27570"
"In post","2022","Counter Fraud","Flintshire and Wrexham","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Flintshire and Wrexham","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Glasgow City","AO","80","75","21390","21260"
"In post","2022","Counter Fraud","Glasgow City","EO","160","140","26940","27570"
"In post","2022","Counter Fraud","Glasgow City","G6","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Glasgow City","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Glasgow City","HEO","35","35","32230","31990"
"In post","2022","Counter Fraud","Glasgow City","SEO","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Gloucestershire CC","AO","10","5","[c]","[c]"
"In post","2022","Counter Fraud","Gloucestershire CC","EO","30","25","27570","27570"
"In post","2022","Counter Fraud","Gloucestershire CC","HEO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Greater Manchester North East","AA","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Greater Manchester North East","AO","10","5","[c]","[c]"
"In post","2022","Counter Fraud","Greater Manchester North East","EO","30","25","27580","27570"
"In post","2022","Counter Fraud","Greater Manchester North East","HEO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Greater Manchester North East","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Greater Manchester North West","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Greater Manchester North West","EO","30","25","27310","27570"
"In post","2022","Counter Fraud","Greater Manchester North West","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Greater Manchester North West","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Greater Manchester South East","EO","15","15","27570","27570"
"In post","2022","Counter Fraud","Greater Manchester South East","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Greater Manchester South East","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Greater Manchester South West","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Greater Manchester South West","EO","30","30","27380","27570"
"In post","2022","Counter Fraud","Greater Manchester South West","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Greater Manchester South West","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Gwent Valleys","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Gwent Valleys","EO","20","20","28750","27570"
"In post","2022","Counter Fraud","Gwent Valleys","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Gwynedd","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Gwynedd","EO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Gwynedd","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Hackney and Newham","AO","30","25","24200","23460"
"In post","2022","Counter Fraud","Hackney and Newham","EO","30","30","32000","31880"
"In post","2022","Counter Fraud","Hackney and Newham","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Hackney and Newham","HEO","20","20","38180","37430"
"In post","2022","Counter Fraud","Hackney and Newham","SEO","15","15","45610","45980"
"In post","2022","Counter Fraud","Haringey and Islington","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Haringey and Islington","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Harrow and Hillingdon","AO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Harrow and Hillingdon","EO","25","25","31430","31060"
"In post","2022","Counter Fraud","Harrow and Hillingdon","HEO","15","15","38120","38450"
"In post","2022","Counter Fraud","Harrow and Hillingdon","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Hartlepool and Stockton-on-Tees","AO","65","50","20870","21260"
"In post","2022","Counter Fraud","Hartlepool and Stockton-on-Tees","EO","30","25","27130","27570"
"In post","2022","Counter Fraud","Hartlepool and Stockton-on-Tees","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Heart of Essex","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Heart of Essex","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Heart of Essex","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Heart of Essex","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Herefordshire, County of","EO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Herefordshire, County of","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Herefordshire, County of","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Hertfordshire CC","AA","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Hertfordshire CC","AO","10","5","[c]","[c]"
"In post","2022","Counter Fraud","Hertfordshire CC","EO","40","35","30320","29560"
"In post","2022","Counter Fraud","Hertfordshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Hertfordshire CC","HEO","15","15","37190","38510"
"In post","2022","Counter Fraud","Hertfordshire CC","SEO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Hounslow and Richmond upon Thames","EO","20","20","31880","31880"
"In post","2022","Counter Fraud","Hounslow and Richmond upon Thames","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Hounslow and Richmond upon Thames","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Inverclyde, East Renfrewshire, and Renfrewshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Inverclyde, East Renfrewshire, and Renfrewshire","EO","10","10","27530","27570"
"In post","2022","Counter Fraud","Inverclyde, East Renfrewshire, and Renfrewshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Inverness and Nairn, Moray, and Badenoch and Strathspey","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Isle of Wight","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Isle of Wight","EO","20","15","27570","27570"
"In post","2022","Counter Fraud","Isle of Wight","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Isle of Wight","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Kensington & Chelsea and Hammersmith & Fulham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Kensington & Chelsea and Hammersmith & Fulham","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Kent Thames Gateway","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Kent Thames Gateway","EO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Kent Thames Gateway","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Kingston upon Hull, City of","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Kingston upon Hull, City of","EO","25","20","27630","27570"
"In post","2022","Counter Fraud","Kingston upon Hull, City of","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Lambeth","AO","10","5","[c]","[c]"
"In post","2022","Counter Fraud","Lambeth","EO","25","25","31540","31170"
"In post","2022","Counter Fraud","Lambeth","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Lancaster and Wyre","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Lancaster and Wyre","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Leeds","AO","20","15","21210","21260"
"In post","2022","Counter Fraud","Leeds","EO","60","55","27410","27570"
"In post","2022","Counter Fraud","Leeds","G6","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Leeds","G7","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Leeds","HEO","30","30","33800","33180"
"In post","2022","Counter Fraud","Leeds","SEO","20","20","40110","39870"
"In post","2022","Counter Fraud","Leicester","AO","10","5","[c]","[c]"
"In post","2022","Counter Fraud","Leicester","EO","25","25","27840","27570"
"In post","2022","Counter Fraud","Leicester","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Leicestershire CC and Rutland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Lewisham and Southwark","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Lincolnshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Lincolnshire CC","EO","20","15","27300","27570"
"In post","2022","Counter Fraud","Lincolnshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Lincolnshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Lisburn and Castlereagh","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Liverpool","AA","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Liverpool","AO","15","15","21250","21260"
"In post","2022","Counter Fraud","Liverpool","EO","60","55","26760","27570"
"In post","2022","Counter Fraud","Liverpool","HEO","40","40","32310","31990"
"In post","2022","Counter Fraud","Liverpool","SEO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Luton","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Manchester","AO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Manchester","EO","35","30","27060","27570"
"In post","2022","Counter Fraud","Manchester","G6","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Manchester","G7","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Manchester","HEO","40","35","34660","34390"
"In post","2022","Counter Fraud","Manchester","SEO","25","25","41840","41790"
"In post","2022","Counter Fraud","Medway","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Medway","EO","15","15","30760","31450"
"In post","2022","Counter Fraud","Medway","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Merton, Kingston upon Thames and Sutton","EO","20","20","31630","31060"
"In post","2022","Counter Fraud","Merton, Kingston upon Thames and Sutton","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Merton, Kingston upon Thames and Sutton","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Mid Kent","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Mid Kent","EO","10","10","30340","29290"
"In post","2022","Counter Fraud","Mid Kent","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Mid Kent","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Mid Lancashire","AO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Mid Lancashire","EO","45","45","27650","27570"
"In post","2022","Counter Fraud","Mid Lancashire","HEO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Mid Lancashire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Milton Keynes","EO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Milton Keynes","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Monmouthshire and Newport","EO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Monmouthshire and Newport","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North and North East Lincolnshire","AO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","North and North East Lincolnshire","EO","35","30","27610","27570"
"In post","2022","Counter Fraud","North and North East Lincolnshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North and North East Lincolnshire","HEO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","North and West Norfolk","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North and West Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North Hampshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North Hampshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North Lanarkshire","AO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","North Lanarkshire","EO","35","35","27190","27570"
"In post","2022","Counter Fraud","North Lanarkshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North Lanarkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North Lanarkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North Northamptonshire","EO","15","15","28290","27570"
"In post","2022","Counter Fraud","North Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North Northamptonshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North Nottinghamshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North Nottinghamshire","EO","10","5","[c]","[c]"
"In post","2022","Counter Fraud","North Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North Yorkshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North Yorkshire CC","EO","25","20","27520","27570"
"In post","2022","Counter Fraud","North Yorkshire CC","HEO","25","25","32330","31990"
"In post","2022","Counter Fraud","North Yorkshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Northumberland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Norwich and East Norfolk","AO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Norwich and East Norfolk","EO","25","20","27960","27570"
"In post","2022","Counter Fraud","Norwich and East Norfolk","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Norwich and East Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Nottingham","AO","30","25","21260","21260"
"In post","2022","Counter Fraud","Nottingham","EO","45","40","27570","27570"
"In post","2022","Counter Fraud","Nottingham","G7","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Nottingham","HEO","15","15","34230","34290"
"In post","2022","Counter Fraud","Nottingham","SEO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Oxfordshire CC","AO","10","10","22210","22260"
"In post","2022","Counter Fraud","Oxfordshire CC","EO","15","15","29960","29530"
"In post","2022","Counter Fraud","Perth and Kinross, and Stirling","AO","20","20","21190","21260"
"In post","2022","Counter Fraud","Perth and Kinross, and Stirling","EO","15","10","27340","27570"
"In post","2022","Counter Fraud","Perth and Kinross, and Stirling","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Peterborough","AA","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Peterborough","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Peterborough","EO","20","15","28230","25850"
"In post","2022","Counter Fraud","Peterborough","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Plymouth","AO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Plymouth","EO","30","25","27370","27570"
"In post","2022","Counter Fraud","Plymouth","HEO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Portsmouth","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Powys","EO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Powys","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Redbridge and Waltham Forest","AA","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Redbridge and Waltham Forest","AO","280","250","24720","25110"
