"Status","Year","Organisation","Region_ITL2","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department of Health and Social Care (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Greater Manchester","Greater Manchester South West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Greater Manchester","Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Greater Manchester","Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Greater Manchester","Manchester","G6/G7","10","10","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Greater Manchester","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Greater Manchester","Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Hampshire and Isle of Wight","Central Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Hampshire and Isle of Wight","Central Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Hampshire and Isle of Wight","South Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Hampshire and Isle of Wight","South Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Hampshire and Isle of Wight","South Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Inner London - East","Hackney and Newham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Inner London - East","Lewisham and Southwark","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Inner London - East","Lewisham and Southwark","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Inner London - East","Lewisham and Southwark","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Inner London - West","Westminster","AA/AO","35","35","23120","23170"
"In post","2022","Department of Health and Social Care (excl. agencies)","Inner London - West","Westminster","EO","310","300","27740","27270"
"In post","2022","Department of Health and Social Care (excl. agencies)","Inner London - West","Westminster","G6/G7","1105","1065","58330","53860"
"In post","2022","Department of Health and Social Care (excl. agencies)","Inner London - West","Westminster","SCS level","210","205","88250","77950"
"In post","2022","Department of Health and Social Care (excl. agencies)","Inner London - West","Westminster","SEO/HEO","1000","980","36920","35140"
"In post","2022","Department of Health and Social Care (excl. agencies)","Kent","East Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Kent","Mid Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Kent","Mid Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Lancashire","East Lancashire","EO","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Lancashire","East Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Lancashire","East Lancashire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Lancashire","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Lancashire","Mid Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Lancashire","Mid Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Lancashire","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Merseyside","East Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Merseyside","East Merseyside","G6/G7","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Merseyside","East Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Merseyside","East Merseyside","SEO/HEO","15","15","34780","36820"
"In post","2022","Department of Health and Social Care (excl. agencies)","Merseyside","Liverpool","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Merseyside","Liverpool","G6/G7","10","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Merseyside","Liverpool","SEO/HEO","10","10","36010","36820"
"In post","2022","Department of Health and Social Care (excl. agencies)","Merseyside","Sefton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","North Yorkshire","North Yorkshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","North Yorkshire","York","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","North Yorkshire","York","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","North Yorkshire","York","G6/G7","15","15","52840","51520"
"In post","2022","Department of Health and Social Care (excl. agencies)","North Yorkshire","York","SCS level","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","North Yorkshire","York","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Northumberland, and Tyne and Wear","Northumberland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Northumberland, and Tyne and Wear","Tyneside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Northumberland, and Tyne and Wear","Tyneside","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Northumberland, and Tyne and Wear","Tyneside","G6/G7","10","10","56110","50370"
"In post","2022","Department of Health and Social Care (excl. agencies)","Northumberland, and Tyne and Wear","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Northumberland, and Tyne and Wear","Tyneside","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Outer London - East and North East","Barking & Dagenham and Havering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Outer London - East and North East","Enfield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Outer London - South","Bromley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Outer London - West and North West","Barnet","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Outer London - West and North West","Barnet","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Outer London - West and North West","Ealing","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Shropshire and Staffordshire","Shropshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Shropshire and Staffordshire","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Shropshire and Staffordshire","Staffordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Shropshire and Staffordshire","Stoke-on-Trent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","South Yorkshire","Barnsley, Doncaster and Rotherham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","South Yorkshire","Sheffield","G6/G7","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","South Yorkshire","Sheffield","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","South Yorkshire","Sheffield","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Surrey, East and West Sussex","Brighton and Hove","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Surrey, East and West Sussex","East Sussex CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Surrey, East and West Sussex","West Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Surrey, East and West Sussex","West Sussex (North East)","G6/G7","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Surrey, East and West Sussex","West Sussex (North East)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Tees Valley and Durham","Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Tees Valley and Durham","Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","EO","10","10","26550","27270"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","G6/G7","15","15","59090","61860"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","SEO/HEO","15","15","35460","32790"
"In post","2022","Department of Health and Social Care (excl. agencies)","West Midlands","Birmingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","West Midlands","Birmingham","EO","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","West Midlands","Birmingham","G6/G7","25","20","55410","50930"
"In post","2022","Department of Health and Social Care (excl. agencies)","West Midlands","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","West Midlands","Birmingham","SEO/HEO","15","10","35250","37480"
"In post","2022","Department of Health and Social Care (excl. agencies)","West Midlands","Solihull","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","West Wales and The Valleys","Swansea","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","West Yorkshire","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","West Yorkshire","Calderdale and Kirklees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","West Yorkshire","Leeds","AA/AO","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","West Yorkshire","Leeds","EO","105","100","24410","23690"
"In post","2022","Department of Health and Social Care (excl. agencies)","West Yorkshire","Leeds","G6/G7","370","355","54690","51310"
"In post","2022","Department of Health and Social Care (excl. agencies)","West Yorkshire","Leeds","SCS level","45","45","78260","75520"
"In post","2022","Department of Health and Social Care (excl. agencies)","West Yorkshire","Leeds","SEO/HEO","380","370","34070","36820"
"In post","2022","Department of Health and Social Care (excl. agencies)","West Yorkshire","Wakefield","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","West Yorkshire","Wakefield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","West Central Scotland","Glasgow City","AA/AO","215","200","22650","23230"
"In post","2022","Disclosure Scotland","West Central Scotland","Glasgow City","EO","60","55","30030","30040"
"In post","2022","Disclosure Scotland","West Central Scotland","Glasgow City","G6/G7","20","20","61090","57480"
"In post","2022","Disclosure Scotland","West Central Scotland","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","West Central Scotland","Glasgow City","SEO/HEO","60","60","39410","37070"
"In post","2022","Driver and Vehicle Licensing Agency","Bedfordshire and Hertfordshire","Hertfordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Devon","Devon CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Devon","Devon CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Dorset and Somerset","Bournemouth, Christchurch and Poole","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Dorset and Somerset","Dorset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","East Anglia","Breckland and South Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","East Wales","Powys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Essex","Heart of Essex","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Hampshire and Isle of Wight","Portsmouth","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Kent","Kent Thames Gateway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Kent","Kent Thames Gateway","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Kent","Medway","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Kent","Mid Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Kent","West Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Lancashire","Lancaster and Wyre","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Lancashire","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Lancashire","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Merseyside","Liverpool","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","North Eastern Scotland","Aberdeen City and Aberdeenshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","North Yorkshire","North Yorkshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Outer London - East and North East","Bexley and Greenwich","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Outer London - East and North East","Enfield","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Outer London - South","Merton, Kingston upon Thames and Sutton","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Outer London - West and North West","Barnet","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Shropshire and Staffordshire","Shropshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Southern Scotland","South Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Tees Valley and Durham","Durham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","West Central Scotland","Glasgow City","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","West Midlands","Birmingham","AA/AO","75","70","21840","21840"
"In post","2022","Driver and Vehicle Licensing Agency","West Midlands","Birmingham","EO","35","35","26190","26130"
"In post","2022","Driver and Vehicle Licensing Agency","West Midlands","Birmingham","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","West Midlands","Dudley","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Bridgend and Neath Port Talbot","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Swansea","AA/AO","4040","3430","20890","21840"
"In post","2022","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Swansea","EO","890","835","26600","26470"
"In post","2022","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Swansea","G6/G7","290","275","63850","59870"
"In post","2022","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Swansea","SCS level","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Swansea","SEO/HEO","975","940","37340","35770"
"In post","2022","Driver and Vehicle Licensing Agency","West Yorkshire","Leeds","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","Bedford","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","Bedford","EO","20","15","28990","26780"
"In post","2022","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","Bedford","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","Central Bedfordshire","AA/AO","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","Central Bedfordshire","EO","15","15","27870","26780"
"In post","2022","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","Central Bedfordshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","Hertfordshire CC","AA/AO","10","10","30780","30830"
"In post","2022","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","Hertfordshire CC","EO","40","35","29430","29300"
"In post","2022","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","Hertfordshire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","Luton","EO","10","10","26830","26520"
"In post","2022","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","Luton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","AA/AO","15","15","26740","26830"
"In post","2022","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","EO","25","25","27390","26700"
"In post","2022","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","EO","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","AA/AO","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","EO","10","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","EO","20","20","27360","26780"
"In post","2022","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Cheshire","Cheshire East","EO","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Cheshire","Cheshire East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Cheshire","Cheshire West and Chester","EO","10","10","26670","26470"
"In post","2022","Driver and Vehicle Standards Agency","Cheshire","Cheshire West and Chester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Cheshire","Warrington","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Cheshire","Warrington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","EO","20","15","27170","26780"
"In post","2022","Driver and Vehicle Standards Agency","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Cumbria","East Cumbria","AA/AO","10","10","26900","27930"
"In post","2022","Driver and Vehicle Standards Agency","Cumbria","East Cumbria","EO","20","15","29930","28250"
"In post","2022","Driver and Vehicle Standards Agency","Cumbria","East Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Cumbria","East Cumbria","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Cumbria","West Cumbria","EO","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Derby","AA/AO","15","15","27350","27930"
"In post","2022","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Derby","EO","20","15","28850","26780"
"In post","2022","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Derby","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","East Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","North Nottinghamshire","EO","15","15","26770","26780"
"In post","2022","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","North Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Nottingham","AA/AO","30","25","21590","21840"
"In post","2022","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Nottingham","EO","70","65","26480","26470"
"In post","2022","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Nottingham","G6/G7","40","40","54980","52270"
"In post","2022","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Nottingham","SEO/HEO","160","155","37190","38650"
"In post","2022","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","South Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","South Nottinghamshire","EO","40","35","27420","26780"
"In post","2022","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","South Nottinghamshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Devon","Devon CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Devon","Devon CC","EO","30","30","27770","26780"
"In post","2022","Driver and Vehicle Standards Agency","Devon","Devon CC","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Devon","Plymouth","AA/AO","10","10","26980","27380"
"In post","2022","Driver and Vehicle Standards Agency","Devon","Plymouth","EO","15","15","28450","26780"
"In post","2022","Driver and Vehicle Standards Agency","Devon","Plymouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Devon","Plymouth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Dorset and Somerset","Bournemouth, Christchurch and Poole","AA/AO","10","10","26270","26830"
"In post","2022","Driver and Vehicle Standards Agency","Dorset and Somerset","Bournemouth, Christchurch and Poole","EO","20","20","27610","26780"
"In post","2022","Driver and Vehicle Standards Agency","Dorset and Somerset","Bournemouth, Christchurch and Poole","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Dorset and Somerset","Dorset","EO","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Dorset and Somerset","Dorset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Dorset and Somerset","Somerset CC","AA/AO","10","10","27490","27930"
"In post","2022","Driver and Vehicle Standards Agency","Dorset and Somerset","Somerset CC","EO","15","15","27730","26780"
"In post","2022","Driver and Vehicle Standards Agency","Dorset and Somerset","Somerset CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","East Anglia","Cambridgeshire CC","AA/AO","10","10","26270","26830"
"In post","2022","Driver and Vehicle Standards Agency","East Anglia","Cambridgeshire CC","EO","15","15","27430","26700"
"In post","2022","Driver and Vehicle Standards Agency","East Anglia","Cambridgeshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","East Anglia","North and West Norfolk","EO","10","10","26570","26740"
"In post","2022","Driver and Vehicle Standards Agency","East Anglia","North and West Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","East Anglia","Norwich and East Norfolk","AA/AO","10","10","26880","26830"
"In post","2022","Driver and Vehicle Standards Agency","East Anglia","Norwich and East Norfolk","EO","25","25","27720","26780"
"In post","2022","Driver and Vehicle Standards Agency","East Anglia","Norwich and East Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","East Anglia","Norwich and East Norfolk","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","East Anglia","Peterborough","AA/AO","10","10","27080","27930"
"In post","2022","Driver and Vehicle Standards Agency","East Anglia","Peterborough","EO","15","15","27860","26780"
