"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Project Delivery","Medicine","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Project Delivery","Medicine","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Medicine","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Medicine","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Medicine","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Project Delivery","Medicine","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Medicine","G7","Unknown","15","15","[c]","[c]"
"In post","2022","Project Delivery","Medicine","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Medicine","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Medicine","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Medicine","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Medicine","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","AO","Heterosexual / straight","80","70","21700","21300"
"In post","2022","Project Delivery","Operational Delivery","AO","LGBO","10","10","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","AO","Unknown","55","50","21820","21740"
"In post","2022","Project Delivery","Operational Delivery","EO","Heterosexual / straight","175","170","26830","26820"
"In post","2022","Project Delivery","Operational Delivery","EO","LGBO","10","5","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","EO","Unknown","110","100","26020","26120"
"In post","2022","Project Delivery","Operational Delivery","G6","Heterosexual / straight","55","50","65220","65610"
"In post","2022","Project Delivery","Operational Delivery","G6","LGBO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","G6","Undeclared","10","10","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","G6","Unknown","15","15","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","G7","Heterosexual / straight","155","150","51010","49170"
"In post","2022","Project Delivery","Operational Delivery","G7","LGBO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","G7","Undeclared","20","20","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","G7","Unknown","85","85","53000","53840"
"In post","2022","Project Delivery","Operational Delivery","HEO","Heterosexual / straight","230","215","33290","33370"
"In post","2022","Project Delivery","Operational Delivery","HEO","LGBO","25","25","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","HEO","Undeclared","30","25","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","HEO","Unknown","135","130","32440","31990"
"In post","2022","Project Delivery","Operational Delivery","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","SEO","Heterosexual / straight","195","190","40530","40180"
"In post","2022","Project Delivery","Operational Delivery","SEO","LGBO","15","15","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","SEO","Undeclared","30","25","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","SEO","Unknown","50","50","39940","38110"
"In post","2022","Project Delivery","Operational Delivery","Unknown","Heterosexual / straight","265","250","33470","32710"
"In post","2022","Project Delivery","Operational Delivery","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","Unknown","Unknown","20","20","[c]","[c]"
"In post","2022","Project Delivery","Operational Research","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Operational Research","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Operational Research","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","EO","Heterosexual / straight","805","755","21870","21050"
"In post","2022","Project Delivery","Other","EO","LGBO","30","30","21480","20280"
"In post","2022","Project Delivery","Other","EO","Undeclared","90","85","22210","21970"
"In post","2022","Project Delivery","Other","EO","Unknown","85","80","20710","19680"
"In post","2022","Project Delivery","Other","G6","Heterosexual / straight","150","150","67940","67330"
"In post","2022","Project Delivery","Other","G6","LGBO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Other","G6","Undeclared","15","15","[c]","[c]"
"In post","2022","Project Delivery","Other","G6","Unknown","35","30","66960","66680"
"In post","2022","Project Delivery","Other","G7","Heterosexual / straight","270","265","50410","50860"
"In post","2022","Project Delivery","Other","G7","LGBO","15","15","[c]","[c]"
"In post","2022","Project Delivery","Other","G7","Undeclared","25","25","[c]","[c]"
"In post","2022","Project Delivery","Other","G7","Unknown","45","45","52680","53380"
"In post","2022","Project Delivery","Other","HEO","Heterosexual / straight","775","730","28820","28690"
"In post","2022","Project Delivery","Other","HEO","LGBO","25","25","[c]","[c]"
"In post","2022","Project Delivery","Other","HEO","Undeclared","110","100","29820","30090"
"In post","2022","Project Delivery","Other","HEO","Unknown","60","55","29770","28660"
"In post","2022","Project Delivery","Other","SCS level","Heterosexual / straight","70","70","90550","78690"
"In post","2022","Project Delivery","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","SCS level","Unknown","15","15","[c]","[c]"
"In post","2022","Project Delivery","Other","SEO","Heterosexual / straight","610","600","38050","37900"
"In post","2022","Project Delivery","Other","SEO","LGBO","20","20","[c]","[c]"
"In post","2022","Project Delivery","Other","SEO","Undeclared","75","70","39040","39940"
"In post","2022","Project Delivery","Other","SEO","Unknown","50","50","38480","39470"
"In post","2022","Project Delivery","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Policy","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Project Delivery","Policy","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Policy","AO","Unknown","5","5","[c]","[c]"
"In post","2022","Project Delivery","Policy","EO","Heterosexual / straight","45","40","28790","28810"
"In post","2022","Project Delivery","Policy","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Policy","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Project Delivery","Policy","EO","Unknown","20","20","[c]","[c]"
"In post","2022","Project Delivery","Policy","G6","Heterosexual / straight","295","280","69900","70410"
"In post","2022","Project Delivery","Policy","G6","LGBO","25","25","[c]","[c]"
"In post","2022","Project Delivery","Policy","G6","Undeclared","35","30","72080","74850"
"In post","2022","Project Delivery","Policy","G6","Unknown","115","115","67560","67370"
"In post","2022","Project Delivery","Policy","G7","Heterosexual / straight","535","520","56400","55410"
"In post","2022","Project Delivery","Policy","G7","LGBO","45","45","55470","55210"
"In post","2022","Project Delivery","Policy","G7","Undeclared","40","40","56940","55620"
"In post","2022","Project Delivery","Policy","G7","Unknown","255","250","55260","55050"
"In post","2022","Project Delivery","Policy","HEO","Heterosexual / straight","165","155","35420","34940"
"In post","2022","Project Delivery","Policy","HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Project Delivery","Policy","HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Project Delivery","Policy","HEO","Unknown","85","80","36090","37930"
"In post","2022","Project Delivery","Policy","SCS level","Heterosexual / straight","45","45","81920","79420"
"In post","2022","Project Delivery","Policy","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Policy","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Project Delivery","Policy","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Project Delivery","Policy","SEO","Heterosexual / straight","230","220","41390","40600"
"In post","2022","Project Delivery","Policy","SEO","LGBO","15","15","[c]","[c]"
"In post","2022","Project Delivery","Policy","SEO","Undeclared","35","35","42210","42210"
"In post","2022","Project Delivery","Policy","SEO","Unknown","75","65","42180","41550"
"In post","2022","Project Delivery","Policy","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Project Delivery","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Project Delivery","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Project Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Project Delivery","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Project Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Project Delivery","AO","Heterosexual / straight","260","220","21990","21260"
"In post","2022","Project Delivery","Project Delivery","AO","LGBO","15","15","[c]","[c]"
"In post","2022","Project Delivery","Project Delivery","AO","Undeclared","40","35","21930","21260"
"In post","2022","Project Delivery","Project Delivery","AO","Unknown","125","100","22330","21800"
"In post","2022","Project Delivery","Project Delivery","EO","Heterosexual / straight","815","770","26780","26670"
"In post","2022","Project Delivery","Project Delivery","EO","LGBO","45","45","26600","26350"
"In post","2022","Project Delivery","Project Delivery","EO","Undeclared","75","70","26770","26820"
"In post","2022","Project Delivery","Project Delivery","EO","Unknown","190","175","26990","26820"
"In post","2022","Project Delivery","Project Delivery","G6","Heterosexual / straight","735","715","67210","66790"
"In post","2022","Project Delivery","Project Delivery","G6","LGBO","35","35","67990","67910"
"In post","2022","Project Delivery","Project Delivery","G6","Undeclared","85","85","66660","66230"
"In post","2022","Project Delivery","Project Delivery","G6","Unknown","145","140","67640","67770"
"In post","2022","Project Delivery","Project Delivery","G7","Heterosexual / straight","1950","1900","54040","54540"
"In post","2022","Project Delivery","Project Delivery","G7","LGBO","105","100","52830","53670"
"In post","2022","Project Delivery","Project Delivery","G7","Undeclared","215","210","53840","54540"
"In post","2022","Project Delivery","Project Delivery","G7","Unknown","485","470","53180","54160"
"In post","2022","Project Delivery","Project Delivery","HEO","Heterosexual / straight","2140","2050","32970","33170"
"In post","2022","Project Delivery","Project Delivery","HEO","LGBO","115","115","32950","33210"
"In post","2022","Project Delivery","Project Delivery","HEO","Undeclared","235","225","33480","33300"
"In post","2022","Project Delivery","Project Delivery","HEO","Unknown","475","450","33300","33300"
"In post","2022","Project Delivery","Project Delivery","SCS level","Heterosexual / straight","240","235","91160","87290"
"In post","2022","Project Delivery","Project Delivery","SCS level","LGBO","20","20","[c]","[c]"
"In post","2022","Project Delivery","Project Delivery","SCS level","Undeclared","30","30","92580","82440"
"In post","2022","Project Delivery","Project Delivery","SCS level","Unknown","30","30","85290","78420"
"In post","2022","Project Delivery","Project Delivery","SEO","Heterosexual / straight","2770","2665","40670","40520"
"In post","2022","Project Delivery","Project Delivery","SEO","LGBO","140","140","40120","40180"
"In post","2022","Project Delivery","Project Delivery","SEO","Undeclared","360","345","41080","40580"
"In post","2022","Project Delivery","Project Delivery","SEO","Unknown","585","560","40500","40520"
"In post","2022","Project Delivery","Project Delivery","Unknown","Heterosexual / straight","405","395","45170","41540"
"In post","2022","Project Delivery","Project Delivery","Unknown","LGBO","15","10","[c]","[c]"
"In post","2022","Project Delivery","Project Delivery","Unknown","Undeclared","45","45","49170","53570"
"In post","2022","Project Delivery","Project Delivery","Unknown","Unknown","35","35","41320","39930"
"In post","2022","Project Delivery","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Property","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Property","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Property","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Property","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Project Delivery","Property","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Property","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Property","G7","Unknown","5","5","[c]","[c]"
"In post","2022","Project Delivery","Property","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Project Delivery","Property","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Property","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Property","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Property","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Project Delivery","Property","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Property","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Property","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Psychology","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Psychology","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Psychology","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Psychology","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Psychology","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Psychology","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Psychology","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Psychology","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","EO","Heterosexual / straight","395","390","24220","25750"
"In post","2022","Project Delivery","Science and Engineering","EO","LGBO","20","20","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","EO","Undeclared","30","30","25190","27540"
"In post","2022","Project Delivery","Science and Engineering","EO","Unknown","100","100","21570","20480"
"In post","2022","Project Delivery","Science and Engineering","G6","Heterosexual / straight","50","45","69500","67830"
"In post","2022","Project Delivery","Science and Engineering","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","G6","Undeclared","15","10","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","G6","Unknown","10","10","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","G7","Heterosexual / straight","265","255","54510","55100"
"In post","2022","Project Delivery","Science and Engineering","G7","LGBO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","G7","Undeclared","45","45","53460","54170"
"In post","2022","Project Delivery","Science and Engineering","G7","Unknown","30","30","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","HEO","Heterosexual / straight","590","575","32610","32850"
"In post","2022","Project Delivery","Science and Engineering","HEO","LGBO","25","20","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","HEO","Undeclared","95","95","33150","32970"
"In post","2022","Project Delivery","Science and Engineering","HEO","Unknown","70","65","31180","31640"
"In post","2022","Project Delivery","Science and Engineering","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","SEO","Heterosexual / straight","765","740","42450","42260"
"In post","2022","Project Delivery","Science and Engineering","SEO","LGBO","15","15","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","SEO","Undeclared","155","145","42410","42160"
"In post","2022","Project Delivery","Science and Engineering","SEO","Unknown","60","60","42640","42300"
"In post","2022","Project Delivery","Science and Engineering","Unknown","Heterosexual / straight","600","590","41660","39950"
"In post","2022","Project Delivery","Science and Engineering","Unknown","LGBO","25","25","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","Unknown","Undeclared","90","85","44230","43750"
"In post","2022","Project Delivery","Science and Engineering","Unknown","Unknown","70","70","37480","32750"
"In post","2022","Project Delivery","Security","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Project Delivery","Security","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Project Delivery","Security","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","G7","Unknown","10","10","[c]","[c]"
"In post","2022","Project Delivery","Security","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Project Delivery","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","SEO","Unknown","5","5","[c]","[c]"
"In post","2022","Project Delivery","Statistics","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Statistics","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Statistics","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Statistics","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Project Delivery","Statistics","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Statistics","G7","Unknown","5","5","[c]","[c]"
"In post","2022","Project Delivery","Statistics","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Statistics","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Tax","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Project Delivery","Tax","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Tax","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Tax","AO","Unknown","5","5","[c]","[c]"
"In post","2022","Project Delivery","Tax","EO","Heterosexual / straight","100","85","28820","28920"
"In post","2022","Project Delivery","Tax","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Tax","EO","Undeclared","20","15","[c]","[c]"
"In post","2022","Project Delivery","Tax","EO","Unknown","50","45","28850","26830"
"In post","2022","Project Delivery","Tax","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Project Delivery","Tax","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Tax","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Tax","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Project Delivery","Tax","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Tax","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Tax","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Tax","HEO","Heterosexual / straight","190","175","34360","33370"
"In post","2022","Project Delivery","Tax","HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Project Delivery","Tax","HEO","Undeclared","30","30","35710","33660"
"In post","2022","Project Delivery","Tax","HEO","Unknown","110","105","35100","33370"
"In post","2022","Project Delivery","Tax","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Tax","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Tax","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Tax","SEO","Heterosexual / straight","50","50","41340","40520"
"In post","2022","Project Delivery","Tax","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Tax","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Tax","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Project Delivery","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","EO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Project Delivery","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Project Delivery","Unknown","G6","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Project Delivery","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","G6","Unknown","5","5","[c]","[c]"
"In post","2022","Project Delivery","Unknown","G7","Heterosexual / straight","45","45","56470","55210"
"In post","2022","Project Delivery","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Project Delivery","Unknown","G7","Unknown","25","25","[c]","[c]"
"In post","2022","Project Delivery","Unknown","HEO","Heterosexual / straight","60","60","34010","33370"
"In post","2022","Project Delivery","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Project Delivery","Unknown","HEO","Unknown","20","20","[c]","[c]"
"In post","2022","Project Delivery","Unknown","SCS level","Heterosexual / straight","50","50","113200","115000"
"In post","2022","Project Delivery","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Project Delivery","Unknown","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Project Delivery","Unknown","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Project Delivery","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","SEO","Unknown","15","15","[c]","[c]"
"In post","2022","Property","Commercial","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Property","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Property","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Property","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
