"Status","Year","Profession_of_post","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Communications","West Midlands (England)","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","North Yorkshire","York","15","15","34950","37340"
"In post","2022","Communications","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","South Yorkshire","Sheffield","50","50","40320","38180"
"In post","2022","Communications","Yorkshire and The Humber","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","West Yorkshire","Leeds","85","80","48730","49530"
"In post","2022","Communications","Yorkshire and The Humber","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","London","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","London","Inner London - East","Tower Hamlets","20","20","44100","38530"
"In post","2022","Corporate Finance","London","Inner London - West","Westminster","35","35","64340","64570"
"In post","2022","Corporate Finance","Scotland","West Central Scotland","Glasgow City","10","10","45380","42200"
"In post","2022","Corporate Finance","South East (England)","Hampshire and Isle of Wight","Central Hampshire","25","25","37980","38070"
"In post","2022","Corporate Finance","South East (England)","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Dorset and Somerset","Somerset CC","5","5","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","25","25","46660","47010"
"In post","2022","Corporate Finance","Wales","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","West Midlands","Birmingham","10","10","45850","40800"
"In post","2022","Corporate Finance","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","5","5","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","20","15","27710","27570"
"In post","2022","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","15","10","30740","27570"
"In post","2022","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","95","85","27710","27570"
"In post","2022","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","75","65","28650","27570"
"In post","2022","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","40","35","27170","27570"
"In post","2022","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","15","15","29030","27570"
"In post","2022","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","25","20","27550","27570"
"In post","2022","Counter Fraud","East Midlands (England)","Lincolnshire","Lincolnshire CC","25","20","27380","27570"
"In post","2022","Counter Fraud","East of England","Bedfordshire and Hertfordshire","Bedford","30","25","27740","27570"
"In post","2022","Counter Fraud","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","80","75","32070","30480"
"In post","2022","Counter Fraud","East of England","Bedfordshire and Hertfordshire","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East of England","East Anglia","Cambridgeshire CC","20","20","27480","27570"
"In post","2022","Counter Fraud","East of England","East Anglia","North and West Norfolk","10","5","[c]","[c]"
"In post","2022","Counter Fraud","East of England","East Anglia","Norwich and East Norfolk","35","30","27620","27570"
"In post","2022","Counter Fraud","East of England","East Anglia","Peterborough","25","20","27710","25850"
"In post","2022","Counter Fraud","East of England","East Anglia","Suffolk CC","25","25","29460","27570"
"In post","2022","Counter Fraud","East of England","Essex","Essex Haven Gateway","25","25","31970","31410"
"In post","2022","Counter Fraud","East of England","Essex","Essex Thames Gateway","70","60","31370","30910"
"In post","2022","Counter Fraud","East of England","Essex","Heart of Essex","10","10","[c]","[c]"
"In post","2022","Counter Fraud","East of England","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East of England","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East of England","Essex","West Essex","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","London","Inner London - East","Hackney and Newham","95","90","33790","31880"
"In post","2022","Counter Fraud","London","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","London","Inner London - East","Lambeth","35","35","30520","31060"
"In post","2022","Counter Fraud","London","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","London","Inner London - East","Tower Hamlets","20","15","25690","25110"
"In post","2022","Counter Fraud","London","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","London","Inner London - West","Wandsworth","20","15","27540","25110"
"In post","2022","Counter Fraud","London","Inner London - West","Westminster","355","340","44370","40000"
"In post","2022","Counter Fraud","London","Outer London - East and North East","Barking & Dagenham and Havering","50","45","32410","31060"
"In post","2022","Counter Fraud","London","Outer London - East and North East","Bexley and Greenwich","25","25","32410","31880"
"In post","2022","Counter Fraud","London","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","London","Outer London - East and North East","Redbridge and Waltham Forest","430","385","27570","25110"
"In post","2022","Counter Fraud","London","Outer London - South","Bromley","55","45","33270","31880"
"In post","2022","Counter Fraud","London","Outer London - South","Croydon","10","10","38530","38680"
"In post","2022","Counter Fraud","London","Outer London - South","Merton, Kingston upon Thames and Sutton","20","20","33150","31060"
"In post","2022","Counter Fraud","London","Outer London - West and North West","Barnet","30","30","31930","31880"
"In post","2022","Counter Fraud","London","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","London","Outer London - West and North West","Ealing","15","15","30690","31060"
"In post","2022","Counter Fraud","London","Outer London - West and North West","Harrow and Hillingdon","55","50","33180","31880"
"In post","2022","Counter Fraud","London","Outer London - West and North West","Hounslow and Richmond upon Thames","25","20","33320","31880"
"In post","2022","Counter Fraud","North East (England)","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North East (England)","Northumberland, and Tyne and Wear","Sunderland","90","75","26450","27570"
"In post","2022","Counter Fraud","North East (England)","Northumberland, and Tyne and Wear","Tyneside","245","230","29100","27570"
"In post","2022","Counter Fraud","North East (England)","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North East (England)","Tees Valley and Durham","Durham","70","65","26830","25580"
"In post","2022","Counter Fraud","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","100","80","23090","21260"
"In post","2022","Counter Fraud","North East (England)","Tees Valley and Durham","South Teesside","45","40","27120","27570"
"In post","2022","Counter Fraud","North West (England)","Cheshire","Cheshire East","10","10","27290","27570"
"In post","2022","Counter Fraud","North West (England)","Cheshire","Cheshire West and Chester","5","5","[c]","[c]"
"In post","2022","Counter Fraud","North West (England)","Cheshire","Warrington","10","10","28610","27570"
"In post","2022","Counter Fraud","North West (England)","Cumbria","East Cumbria","10","5","[c]","[c]"
"In post","2022","Counter Fraud","North West (England)","Cumbria","West Cumbria","10","10","27810","27570"
"In post","2022","Counter Fraud","North West (England)","Greater Manchester","Greater Manchester North East","45","40","26820","27570"
"In post","2022","Counter Fraud","North West (England)","Greater Manchester","Greater Manchester North West","35","35","27830","27570"
"In post","2022","Counter Fraud","North West (England)","Greater Manchester","Greater Manchester South East","20","15","29260","27570"
"In post","2022","Counter Fraud","North West (England)","Greater Manchester","Greater Manchester South West","35","35","27930","27570"
"In post","2022","Counter Fraud","North West (England)","Greater Manchester","Manchester","110","105","34350","34050"
"In post","2022","Counter Fraud","North West (England)","Lancashire","Blackburn with Darwen","30","25","27440","27570"
"In post","2022","Counter Fraud","North West (England)","Lancashire","Blackpool","40","35","32690","31990"
"In post","2022","Counter Fraud","North West (England)","Lancashire","Chorley and West Lancashire","5","5","[c]","[c]"
"In post","2022","Counter Fraud","North West (England)","Lancashire","East Lancashire","20","15","28930","27570"
"In post","2022","Counter Fraud","North West (England)","Lancashire","Lancaster and Wyre","10","5","[c]","[c]"
"In post","2022","Counter Fraud","North West (England)","Lancashire","Mid Lancashire","60","55","27810","27570"
"In post","2022","Counter Fraud","North West (England)","Merseyside","East Merseyside","60","55","29570","27570"
"In post","2022","Counter Fraud","North West (England)","Merseyside","Liverpool","125","120","28310","27570"
"In post","2022","Counter Fraud","North West (England)","Merseyside","Sefton","15","15","29360","27570"
