"Status","Year","Profession_of_post","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","10","10","[c]","[c]"
"In post","2022","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","445","430","36130","33300"
"In post","2022","Finance","Unknown","Unknown","Unknown","30","30","38020","33730"
"In post","2022","Finance","Wales","East Wales","Cardiff and Vale of Glamorgan","330","305","40340","38160"
"In post","2022","Finance","Wales","East Wales","Flintshire and Wrexham","15","15","40240","33150"
"In post","2022","Finance","Wales","East Wales","Monmouthshire and Newport","80","75","37530","30820"
"In post","2022","Finance","Wales","East Wales","Powys","15","15","30410","26670"
"In post","2022","Finance","Wales","West Wales and The Valleys","Central Valleys","80","80","41370","38160"
"In post","2022","Finance","Wales","West Wales and The Valleys","Conwy and Denbighshire","10","10","46240","47470"
"In post","2022","Finance","Wales","West Wales and The Valleys","Gwent Valleys","20","15","33070","29430"
"In post","2022","Finance","Wales","West Wales and The Valleys","Isle of Anglesey","10","10","[c]","[c]"
"In post","2022","Finance","Wales","West Wales and The Valleys","South West Wales","15","15","31950","29430"
"In post","2022","Finance","Wales","West Wales and The Valleys","Swansea","220","210","35500","32640"
"In post","2022","Finance","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","15","15","24700","26350"
"In post","2022","Finance","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","10","10","[c]","[c]"
"In post","2022","Finance","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","25","25","41510","40080"
"In post","2022","Finance","West Midlands (England)","Shropshire and Staffordshire","Shropshire","55","55","30630","31510"
"In post","2022","Finance","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","170","165","39490","33300"
"In post","2022","Finance","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","75","75","43410","40520"
"In post","2022","Finance","West Midlands (England)","West Midlands","Birmingham","175","170","42260","38060"
"In post","2022","Finance","West Midlands (England)","West Midlands","Coventry","270","260","38660","36500"
"In post","2022","Finance","West Midlands (England)","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Midlands (England)","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Midlands (England)","West Midlands","Wolverhampton","10","10","37290","34660"
"In post","2022","Finance","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","10","10","45210","37870"
"In post","2022","Finance","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","75","70","32880","31990"
"In post","2022","Finance","Yorkshire and The Humber","North Yorkshire","York","110","105","38290","36820"
"In post","2022","Finance","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","5","5","[c]","[c]"
"In post","2022","Finance","Yorkshire and The Humber","South Yorkshire","Sheffield","360","345","39470","35940"
"In post","2022","Finance","Yorkshire and The Humber","West Yorkshire","Bradford","15","10","31310","22080"
"In post","2022","Finance","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Yorkshire and The Humber","West Yorkshire","Leeds","585","555","39980","36820"
"In post","2022","Finance","Yorkshire and The Humber","West Yorkshire","Wakefield","30","25","25750","25480"
"In post","2022","Geography","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East Midlands (England)","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East of England","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East of England","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Geography","East of England","East Anglia","Suffolk CC","5","5","[c]","[c]"
"In post","2022","Geography","London","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Overseas","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Scotland","Eastern Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Scotland","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Scotland","Southern Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","Geography","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Geography","South East (England)","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Geography","South East (England)","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Geography","South East (England)","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Geography","South East (England)","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Geography","South West (England)","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Geography","South West (England)","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Geography","South West (England)","Dorset and Somerset","Somerset CC","430","405","31380","33290"
"In post","2022","Geography","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Geography","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","5","5","[c]","[c]"
"In post","2022","Geography","Wales","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Wales","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Geography","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","10","10","35850","33300"
"In post","2022","Geography","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","5","5","[c]","[c]"
"In post","2022","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","15","15","35370","30720"
"In post","2022","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","305","285","39610","36500"
"In post","2022","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","10","10","40230","40120"
"In post","2022","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","15","15","40990","30450"
"In post","2022","Human Resources","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","20","20","37560","33680"
"In post","2022","Human Resources","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","20","15","32400","31120"
"In post","2022","Human Resources","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","10","10","32720","31180"
"In post","2022","Human Resources","East Midlands (England)","Lincolnshire","Lincolnshire CC","35","35","29960","26670"
"In post","2022","Human Resources","East of England","Bedfordshire and Hertfordshire","Bedford","20","20","35190","31780"
"In post","2022","Human Resources","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","10","10","28800","21830"
"In post","2022","Human Resources","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","50","45","41910","37000"
"In post","2022","Human Resources","East of England","Bedfordshire and Hertfordshire","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","East of England","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","East of England","East Anglia","Cambridgeshire CC","70","70","37100","33300"
"In post","2022","Human Resources","East of England","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","East of England","East Anglia","Norwich and East Norfolk","35","30","33840","31210"
"In post","2022","Human Resources","East of England","East Anglia","Peterborough","20","20","34970","31570"
"In post","2022","Human Resources","East of England","East Anglia","Suffolk CC","50","45","34960","31740"
"In post","2022","Human Resources","East of England","Essex","Essex Haven Gateway","5","5","[c]","[c]"
"In post","2022","Human Resources","East of England","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","East of England","Essex","Heart of Essex","10","10","34720","30450"
"In post","2022","Human Resources","East of England","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","East of England","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","East of England","Essex","West Essex","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","London","Inner London - East","Hackney and Newham","85","80","50250","45000"
"In post","2022","Human Resources","London","Inner London - East","Haringey and Islington","10","10","37530","35940"
"In post","2022","Human Resources","London","Inner London - East","Lambeth","145","140","41630","37800"
"In post","2022","Human Resources","London","Inner London - East","Lewisham and Southwark","10","10","36900","32330"
"In post","2022","Human Resources","London","Inner London - East","Tower Hamlets","125","120","49420","44850"
"In post","2022","Human Resources","London","Inner London - West","Camden and City of London","15","15","42920","37700"
"In post","2022","Human Resources","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","London","Inner London - West","Wandsworth","5","5","[c]","[c]"
"In post","2022","Human Resources","London","Inner London - West","Westminster","1855","1805","46930","42170"
"In post","2022","Human Resources","London","Outer London - East and North East","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","London","Outer London - East and North East","Bexley and Greenwich","5","5","[c]","[c]"
"In post","2022","Human Resources","London","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","London","Outer London - South","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","London","Outer London - South","Croydon","365","350","47150","42290"
"In post","2022","Human Resources","London","Outer London - South","Merton, Kingston upon Thames and Sutton","5","5","[c]","[c]"
"In post","2022","Human Resources","London","Outer London - West and North West","Barnet","25","25","42900","44900"
"In post","2022","Human Resources","London","Outer London - West and North West","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","London","Outer London - West and North West","Harrow and Hillingdon","25","25","43750","35200"
"In post","2022","Human Resources","London","Outer London - West and North West","Hounslow and Richmond upon Thames","55","50","36460","33000"
"In post","2022","Human Resources","North East (England)","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North East (England)","Northumberland, and Tyne and Wear","Sunderland","20","20","37490","32990"
"In post","2022","Human Resources","North East (England)","Northumberland, and Tyne and Wear","Tyneside","220","210","38110","34290"
"In post","2022","Human Resources","North East (England)","Tees Valley and Durham","Darlington","35","35","31700","29360"
"In post","2022","Human Resources","North East (England)","Tees Valley and Durham","Durham","30","30","37360","32260"
"In post","2022","Human Resources","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","5","5","[c]","[c]"
"In post","2022","Human Resources","North East (England)","Tees Valley and Durham","South Teesside","5","5","[c]","[c]"
"In post","2022","Human Resources","North West (England)","Cheshire","Cheshire East","175","160","26880","21380"
"In post","2022","Human Resources","North West (England)","Cheshire","Cheshire West and Chester","5","5","[c]","[c]"
"In post","2022","Human Resources","North West (England)","Cheshire","Warrington","70","65","40470","38160"
"In post","2022","Human Resources","North West (England)","Cumbria","East Cumbria","10","10","[c]","[c]"
"In post","2022","Human Resources","North West (England)","Cumbria","West Cumbria","10","10","[c]","[c]"
"In post","2022","Human Resources","North West (England)","Greater Manchester","Greater Manchester North East","10","10","[c]","[c]"
"In post","2022","Human Resources","North West (England)","Greater Manchester","Greater Manchester North West","10","10","34400","27570"
"In post","2022","Human Resources","North West (England)","Greater Manchester","Greater Manchester South East","5","5","[c]","[c]"
"In post","2022","Human Resources","North West (England)","Greater Manchester","Greater Manchester South West","145","140","38800","33560"
"In post","2022","Human Resources","North West (England)","Greater Manchester","Manchester","210","200","39670","34830"
"In post","2022","Human Resources","North West (England)","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North West (England)","Lancashire","Blackpool","100","90","38250","34290"
"In post","2022","Human Resources","North West (England)","Lancashire","Chorley and West Lancashire","10","10","[c]","[c]"
"In post","2022","Human Resources","North West (England)","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North West (England)","Lancashire","Lancaster and Wyre","180","160","25570","26670"
"In post","2022","Human Resources","North West (England)","Lancashire","Mid Lancashire","30","30","37110","32640"
"In post","2022","Human Resources","North West (England)","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North West (England)","Merseyside","Liverpool","190","185","37100","31470"
"In post","2022","Human Resources","North West (England)","Merseyside","Sefton","105","100","39250","36330"
"In post","2022","Human Resources","North West (England)","Merseyside","Wirral","50","45","34000","30190"
"In post","2022","Human Resources","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland","Northern Ireland","Belfast","10","10","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","5","5","[c]","[c]"
"In post","2022","Human Resources","Overseas","Overseas","Overseas","40","40","42940","35610"
"In post","2022","Human Resources","Scotland","Eastern Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Scotland","Eastern Scotland","City of Edinburgh","165","160","36660","33630"
"In post","2022","Human Resources","Scotland","Eastern Scotland","Clackmannanshire and Fife","5","5","[c]","[c]"
"In post","2022","Human Resources","Scotland","Eastern Scotland","Falkirk","25","25","33120","27860"
"In post","2022","Human Resources","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","10","10","36000","35000"
"In post","2022","Human Resources","Scotland","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","5","5","[c]","[c]"
"In post","2022","Human Resources","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","5","5","[c]","[c]"
"In post","2022","Human Resources","Scotland","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Scotland","Southern Scotland","South Lanarkshire","55","50","42580","39630"
"In post","2022","Human Resources","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","15","15","35560","34800"
"In post","2022","Human Resources","Scotland","West Central Scotland","Glasgow City","470","440","25700","21830"
"In post","2022","Human Resources","Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Scotland","West Central Scotland","North Lanarkshire","20","20","36550","33370"
"In post","2022","Human Resources","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","35","35","43550","37320"
"In post","2022","Human Resources","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","50","50","35790","28670"
"In post","2022","Human Resources","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","50","45","39250","32170"
"In post","2022","Human Resources","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","15","15","44470","40190"
"In post","2022","Human Resources","South East (England)","Hampshire and Isle of Wight","Central Hampshire","60","55","35470","33300"
"In post","2022","Human Resources","South East (England)","Hampshire and Isle of Wight","Isle of Wight","5","5","[c]","[c]"
"In post","2022","Human Resources","South East (England)","Hampshire and Isle of Wight","North Hampshire","30","30","34330","33300"
"In post","2022","Human Resources","South East (England)","Hampshire and Isle of Wight","Portsmouth","85","80","33080","28350"
"In post","2022","Human Resources","South East (England)","Hampshire and Isle of Wight","South Hampshire","40","40","38150","33520"
"In post","2022","Human Resources","South East (England)","Hampshire and Isle of Wight","Southampton","40","35","35170","32070"
"In post","2022","Human Resources","South East (England)","Kent","East Kent","45","40","33010","30820"
"In post","2022","Human Resources","South East (England)","Kent","Kent Thames Gateway","15","15","35710","32920"
"In post","2022","Human Resources","South East (England)","Kent","Medway","25","25","36820","33710"
"In post","2022","Human Resources","South East (England)","Kent","Mid Kent","5","5","[c]","[c]"
"In post","2022","Human Resources","South East (England)","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South East (England)","Surrey, East and West Sussex","East Surrey","10","10","[c]","[c]"
"In post","2022","Human Resources","South East (England)","Surrey, East and West Sussex","East Sussex CC","15","15","37230","33440"
"In post","2022","Human Resources","South East (England)","Surrey, East and West Sussex","West Surrey","15","15","35740","34260"
"In post","2022","Human Resources","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","10","10","[c]","[c]"
"In post","2022","Human Resources","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","20","15","42100","37290"
"In post","2022","Human Resources","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2022","Human Resources","South West (England)","Devon","Devon CC","120","110","36600","33120"
"In post","2022","Human Resources","South West (England)","Devon","Plymouth","15","15","42400","41100"
"In post","2022","Human Resources","South West (England)","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South West (England)","Dorset and Somerset","Bournemouth, Christchurch and Poole","5","5","[c]","[c]"
"In post","2022","Human Resources","South West (England)","Dorset and Somerset","Dorset","45","45","32220","30450"
"In post","2022","Human Resources","South West (England)","Dorset and Somerset","Somerset CC","30","30","36680","33290"
"In post","2022","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","450","415","34550","30450"
"In post","2022","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","160","150","40800","38650"
"In post","2022","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","15","10","30900","27720"
"In post","2022","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","5","5","[c]","[c]"
"In post","2022","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","165","155","37140","33300"
"In post","2022","Human Resources","Unknown","Unknown","Unknown","20","15","35710","32390"
"In post","2022","Human Resources","Wales","East Wales","Cardiff and Vale of Glamorgan","325","310","36760","31990"
"In post","2022","Human Resources","Wales","East Wales","Flintshire and Wrexham","20","20","35570","33450"
"In post","2022","Human Resources","Wales","East Wales","Monmouthshire and Newport","235","215","36230","31600"
"In post","2022","Human Resources","Wales","East Wales","Powys","5","5","[c]","[c]"
"In post","2022","Human Resources","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wales","West Wales and The Valleys","Central Valleys","15","15","42510","38600"
"In post","2022","Human Resources","Wales","West Wales and The Valleys","Conwy and Denbighshire","5","5","[c]","[c]"
"In post","2022","Human Resources","Wales","West Wales and The Valleys","Gwent Valleys","5","5","[c]","[c]"
"In post","2022","Human Resources","Wales","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wales","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wales","West Wales and The Valleys","South West Wales","5","5","[c]","[c]"
"In post","2022","Human Resources","Wales","West Wales and The Valleys","Swansea","250","235","33210","31040"
"In post","2022","Human Resources","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","70","65","34830","31740"
"In post","2022","Human Resources","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","35","35","38980","36050"
"In post","2022","Human Resources","West Midlands (England)","Shropshire and Staffordshire","Shropshire","20","15","31400","30760"
"In post","2022","Human Resources","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","70","65","38860","36470"
"In post","2022","Human Resources","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","10","10","31560","29660"
"In post","2022","Human Resources","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","20","20","42900","38670"
"In post","2022","Human Resources","West Midlands (England)","West Midlands","Birmingham","125","120","40860","37630"
"In post","2022","Human Resources","West Midlands (England)","West Midlands","Coventry","50","50","35860","34400"
"In post","2022","Human Resources","West Midlands (England)","West Midlands","Dudley","5","5","[c]","[c]"
"In post","2022","Human Resources","West Midlands (England)","West Midlands","Sandwell","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Midlands (England)","West Midlands","Solihull","10","10","[c]","[c]"
"In post","2022","Human Resources","West Midlands (England)","West Midlands","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Midlands (England)","West Midlands","Wolverhampton","15","10","32050","27570"
"In post","2022","Human Resources","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","15","15","33910","31090"
"In post","2022","Human Resources","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","10","10","36440","32650"
"In post","2022","Human Resources","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","20","20","37220","33630"
"In post","2022","Human Resources","Yorkshire and The Humber","North Yorkshire","York","80","75","37980","33300"
"In post","2022","Human Resources","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","15","15","38270","33170"
"In post","2022","Human Resources","Yorkshire and The Humber","South Yorkshire","Sheffield","190","175","38420","33350"
"In post","2022","Human Resources","Yorkshire and The Humber","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","10","10","[c]","[c]"
"In post","2022","Human Resources","Yorkshire and The Humber","West Yorkshire","Leeds","360","345","40810","36820"
"In post","2022","Human Resources","Yorkshire and The Humber","West Yorkshire","Wakefield","35","35","35200","31270"
"In post","2022","Inspector of Education and Training","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","15","15","61280","51360"
"In post","2022","Inspector of Education and Training","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","20","20","68520","75500"
"In post","2022","Inspector of Education and Training","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","15","15","61500","51360"
"In post","2022","Inspector of Education and Training","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","15","15","63230","51360"
"In post","2022","Inspector of Education and Training","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","East Midlands (England)","Lincolnshire","Lincolnshire CC","10","10","58080","51360"
"In post","2022","Inspector of Education and Training","East of England","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","25","25","66500","70500"
"In post","2022","Inspector of Education and Training","East of England","Bedfordshire and Hertfordshire","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","East of England","East Anglia","Breckland and South Norfolk","10","10","60230","57930"
"In post","2022","Inspector of Education and Training","East of England","East Anglia","Cambridgeshire CC","15","15","66600","73000"
"In post","2022","Inspector of Education and Training","East of England","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","East of England","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","East of England","East Anglia","Suffolk CC","10","10","64070","70500"
"In post","2022","Inspector of Education and Training","East of England","Essex","Essex Haven Gateway","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","East of England","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","East of England","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","East of England","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","East of England","Essex","West Essex","10","10","[c]","[c]"
"In post","2022","Inspector of Education and Training","London","Inner London - East","Hackney and Newham","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","London","Inner London - East","Haringey and Islington","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","London","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","London","Inner London - East","Lewisham and Southwark","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","London","Inner London - West","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","London","Inner London - West","Westminster","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","London","Outer London - East and North East","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","London","Outer London - East and North East","Bexley and Greenwich","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","London","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","London","Outer London - East and North East","Redbridge and Waltham Forest","10","10","[c]","[c]"
"In post","2022","Inspector of Education and Training","London","Outer London - South","Bromley","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","London","Outer London - South","Croydon","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","London","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","London","Outer London - West and North West","Barnet","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","London","Outer London - West and North West","Ealing","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","London","Outer London - West and North West","Harrow and Hillingdon","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","London","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","North East (England)","Northumberland, and Tyne and Wear","Northumberland","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","North East (England)","Northumberland, and Tyne and Wear","Sunderland","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","North East (England)","Northumberland, and Tyne and Wear","Tyneside","10","10","63440","63430"
"In post","2022","Inspector of Education and Training","North East (England)","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
