"Status","Year","Age","Organisation","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","North Yorkshire","North Yorkshire CC","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","North Yorkshire","York","110","110","26820","26350"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Northumberland, and Tyne and Wear","Tyneside","115","110","24840","24100"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Outer London - South","Croydon","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","South Yorkshire","Sheffield","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Unknown","Unknown","280","280","31440","29250"
"In post","2022","20-29","Cabinet Office (excl. agencies)","West Central Scotland","Glasgow City","70","70","32360","32000"
"In post","2022","20-29","Cabinet Office (excl. agencies)","West Midlands","Birmingham","40","40","32780","29250"
"In post","2022","20-29","Cabinet Office (excl. agencies)","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","West Yorkshire","Leeds","60","60","31660","29250"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","Dorset","20","20","25840","25010"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","Suffolk CC","90","90","26130","25460"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Charity Commission","Inner London - West","Westminster","15","15","33370","29160"
"In post","2022","20-29","Charity Commission","Merseyside","Sefton","55","50","24330","24440"
"In post","2022","20-29","Companies House","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","East Wales","Cardiff and Vale of Glamorgan","140","135","25320","21110"
"In post","2022","20-29","Companies House","Eastern Scotland","City of Edinburgh","5","5","[c]","[c]"
"In post","2022","20-29","Companies House","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","Northern Ireland","Belfast","5","5","[c]","[c]"
"In post","2022","20-29","Companies House","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Companies House","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Eastern Scotland","City of Edinburgh","5","5","[c]","[c]"
"In post","2022","20-29","Competition and Markets Authority","Inner London - East","Tower Hamlets","140","140","38380","33610"
"In post","2022","20-29","Competition and Markets Authority","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Criminal Injuries Compensation Authority","West Central Scotland","Glasgow City","35","35","24300","23040"
"In post","2022","20-29","Crown Commercial Service","East Anglia","Norwich and East Norfolk","30","30","29950","30420"
"In post","2022","20-29","Crown Commercial Service","East Wales","Monmouthshire and Newport","25","25","30040","30420"
"In post","2022","20-29","Crown Commercial Service","Inner London - East","Tower Hamlets","15","15","41460","39320"
"In post","2022","20-29","Crown Commercial Service","Merseyside","Liverpool","75","75","29810","30420"
"In post","2022","20-29","Crown Commercial Service","West Midlands","Birmingham","10","10","27800","25520"
"In post","2022","20-29","Crown Commercial Service","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Eastern Scotland","Angus and Dundee City","15","15","26130","22480"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Eastern Scotland","City of Edinburgh","140","135","27160","27230"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Eastern Scotland","Clackmannanshire and Fife","15","15","30290","25230"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Eastern Scotland","Falkirk","20","20","30620","28800"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Eastern Scotland","Perth and Kinross, and Stirling","5","5","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Eastern Scotland","West Lothian","5","5","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","15","15","25810","22480"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Highlands and Islands","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","North Eastern Scotland","Aberdeen City and Aberdeenshire","40","40","28020","23230"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Southern Scotland","Dumfries and Galloway","5","5","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Southern Scotland","East Ayrshire and North Ayrshire mainland","15","15","30770","28990"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Southern Scotland","Scottish Borders","5","5","[c]","[c]"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Southern Scotland","South Lanarkshire","40","35","30440","28110"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","25","25","24610","21050"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","West Central Scotland","Glasgow City","145","140","28230","27230"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","35","35","29740","27230"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","West Central Scotland","North Lanarkshire","25","25","29380","27230"
"In post","2022","20-29","Crown Prosecution Service","Bedfordshire and Hertfordshire","Hertfordshire CC","25","25","27610","24590"
"In post","2022","20-29","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","20","20","29460","26970"
"In post","2022","20-29","Crown Prosecution Service","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Derbyshire and Nottinghamshire","Nottingham","60","60","26480","25480"
"In post","2022","20-29","Crown Prosecution Service","Devon","Devon CC","15","15","24210","25480"
"In post","2022","20-29","Crown Prosecution Service","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","East Anglia","Norwich and East Norfolk","20","20","23990","22200"
"In post","2022","20-29","Crown Prosecution Service","East Wales","Cardiff and Vale of Glamorgan","20","20","26950","22960"
"In post","2022","20-29","Crown Prosecution Service","East Wales","Flintshire and Wrexham","10","10","25480","23720"
"In post","2022","20-29","Crown Prosecution Service","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","5","5","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Essex","Heart of Essex","30","30","30010","26970"
"In post","2022","20-29","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","35","35","28440","25480"
"In post","2022","20-29","Crown Prosecution Service","Greater Manchester","Manchester","35","35","28090","25480"
"In post","2022","20-29","Crown Prosecution Service","Hampshire and Isle of Wight","Portsmouth","20","20","26000","23770"
"In post","2022","20-29","Crown Prosecution Service","Hampshire and Isle of Wight","South Hampshire","25","20","26350","26970"
"In post","2022","20-29","Crown Prosecution Service","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Inner London - East","Lewisham and Southwark","5","5","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Inner London - West","Westminster","250","250","29030","26970"
"In post","2022","20-29","Crown Prosecution Service","Kent","East Kent","25","25","27260","23770"
"In post","2022","20-29","Crown Prosecution Service","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Lancashire","Mid Lancashire","20","20","27880","25480"
"In post","2022","20-29","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","Leicester","20","20","25980","22960"
"In post","2022","20-29","Crown Prosecution Service","Merseyside","Liverpool","90","90","27300","25480"
"In post","2022","20-29","Crown Prosecution Service","North Yorkshire","York","30","30","25760","25480"
"In post","2022","20-29","Crown Prosecution Service","Northumberland, and Tyne and Wear","Tyneside","30","30","31920","25820"
"In post","2022","20-29","Crown Prosecution Service","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Outer London - East and North East","Redbridge and Waltham Forest","5","5","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Outer London - South","Croydon","5","5","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Shropshire and Staffordshire","Stoke-on-Trent","5","5","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","South Yorkshire","Sheffield","25","25","26240","22200"
"In post","2022","20-29","Crown Prosecution Service","Surrey, East and West Sussex","Brighton and Hove","25","25","26730","26970"
"In post","2022","20-29","Crown Prosecution Service","Surrey, East and West Sussex","West Surrey","15","15","30480","27010"
"In post","2022","20-29","Crown Prosecution Service","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","West Midlands","Birmingham","55","55","27160","25480"
"In post","2022","20-29","Crown Prosecution Service","West Wales and The Valleys","Swansea","5","5","[c]","[c]"
"In post","2022","20-29","Crown Prosecution Service","West Yorkshire","Leeds","65","65","28340","25480"
"In post","2022","20-29","Crown Prosecution Service","West Yorkshire","Wakefield","10","10","[c]","[c]"
"In post","2022","20-29","Defence Electronics and Components Agency","East Wales","Flintshire and Wrexham","30","30","21540","20000"
"In post","2022","20-29","Defence Electronics and Components Agency","Shropshire and Staffordshire","Staffordshire CC","5","5","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Devon","Plymouth","5","5","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Dorset and Somerset","Somerset CC","20","20","29290","29000"
"In post","2022","20-29","Defence Equipment and Support","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","1710","1695","27410","27540"
"In post","2022","20-29","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Hampshire and Isle of Wight","South Hampshire","35","35","21690","20480"
"In post","2022","20-29","Defence Equipment and Support","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","10","10","21930","19750"
"In post","2022","20-29","Defence Equipment and Support","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Lincolnshire","Lincolnshire CC","10","10","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Outer London - West and North West","Harrow and Hillingdon","5","5","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Overseas","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","Southern Scotland","East Ayrshire and North Ayrshire mainland","40","40","21580","20480"
"In post","2022","20-29","Defence Equipment and Support","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Equipment and Support","West Central Scotland","Glasgow City","20","20","30450","31430"
"In post","2022","20-29","Defence Science and Technology Laboratory","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","650","645","28860","29230"
"In post","2022","20-29","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","Central Hampshire","385","380","30800","29230"
"In post","2022","20-29","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","South Hampshire","5","5","[c]","[c]"
"In post","2022","20-29","Defence Science and Technology Laboratory","Kent","West Kent","25","25","31300","29230"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Wales","Cardiff and Vale of Glamorgan","25","25","28110","24660"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","Greater Manchester South West","90","90","34230","30360"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","Westminster","1835","1835","41940","40050"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","Aberdeen City and Aberdeenshire","10","10","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","Hounslow and Richmond upon Thames","15","15","36190","38720"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","Birmingham","50","50","30460","30360"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Derbyshire and Nottinghamshire","Nottingham","5","5","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","East Wales","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Eastern Scotland","City of Edinburgh","5","5","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","5","5","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Greater Manchester","Manchester","40","40","35240","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Inner London - West","Westminster","680","675","39180","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Northumberland, and Tyne and Wear","Tyneside","5","5","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","West Yorkshire","Leeds","5","5","[c]","[c]"
"In post","2022","20-29","Department for Education (excl. agencies)","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","Nottingham","50","50","31270","29360"
"In post","2022","20-29","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Education (excl. agencies)","East Anglia","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2022","20-29","Department for Education (excl. agencies)","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","50","50","36050","35300"
"In post","2022","20-29","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Education (excl. agencies)","Greater Manchester","Manchester","260","260","32750","29360"
"In post","2022","20-29","Department for Education (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Education (excl. agencies)","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Education (excl. agencies)","Inner London - West","Westminster","555","550","40740","40230"
"In post","2022","20-29","Department for Education (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Education (excl. agencies)","Northumberland, and Tyne and Wear","Tyneside","15","15","31100","29360"
"In post","2022","20-29","Department for Education (excl. agencies)","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Education (excl. agencies)","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Education (excl. agencies)","Outer London - South","Croydon","10","10","[c]","[c]"
"In post","2022","20-29","Department for Education (excl. agencies)","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Education (excl. agencies)","South Yorkshire","Sheffield","200","200","32840","29360"
"In post","2022","20-29","Department for Education (excl. agencies)","Tees Valley and Durham","Darlington","85","85","31220","29360"
"In post","2022","20-29","Department for Education (excl. agencies)","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Education (excl. agencies)","West Midlands","Coventry","130","125","31830","29360"
"In post","2022","20-29","Department for Education (excl. agencies)","West Yorkshire","Leeds","10","10","37430","36500"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","10","10","36260","30040"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire","Cheshire East","5","5","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire","Warrington","25","25","30480","29180"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Cumbria","East Cumbria","5","5","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Derbyshire and Nottinghamshire","South Nottinghamshire","15","15","30920","29180"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon","Devon CC","10","10","30510","29180"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","Peterborough","10","10","32140","30020"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","210","205","31980","29180"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Greater Manchester","Manchester","10","10","29400","29180"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","10","10","28410","29180"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
