"Status","Year","Age","Disability","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","65+","Unknown","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Asian","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Asian","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Asian","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Asian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Asian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Black","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Black","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Black","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Black","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","White","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","White","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","White","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","White","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","White","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","White","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Asian","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Asian","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Asian","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Asian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Asian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Black","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Black","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Black","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Black","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","White","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","White","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","White","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","White","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","White","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","White","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Asian","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Asian","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Asian","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Asian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Asian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Black","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Black","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Black","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Black","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","White","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","White","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","White","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","White","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","White","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","White","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Asian","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Asian","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Asian","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Asian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Asian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Black","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Black","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Black","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Black","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","White","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","White","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","White","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","White","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","White","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","White","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Asian","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Asian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Asian","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Asian","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Asian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Asian","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Asian","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Asian","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Black","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Black","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Black","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Black","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Black","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Black","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Black","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Black","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Mixed","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Mixed","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Mixed","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Mixed","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Other ethnicity","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Undeclared","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Undeclared","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","White","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","White","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","White","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","White","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","White","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","White","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","White","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","White","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","White","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Asian","East Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Asian","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Asian","London","20","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Asian","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Asian","North West (England)","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Asian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Asian","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Asian","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Asian","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Asian","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Asian","Yorkshire and The Humber","20","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Black","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Black","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Black","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Black","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Black","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Black","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Black","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Black","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Mixed","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Mixed","London","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Mixed","Scotland","[c]","[c]","[c]","[c]"
