"Status","Year","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","50-59","Chancellor's other departments","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Charity Commission","20","[c]","42960","39330"
"Leaver CS","2022","50-59","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Business, Energy and Industrial Strategy","100","[c]","43010","38530"
"Leaver CS","2022","50-59","Department for Digital, Culture, Media and Sport","15","[c]","65510","55050"
"Leaver CS","2022","50-59","Department for Education","55","[c]","52570","50630"
"Leaver CS","2022","50-59","Department for Environment, Food and Rural Affairs","135","[c]","34120","30710"
"Leaver CS","2022","50-59","Department for International Trade","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Department for Levelling Up, Housing and Communities","45","[c]","50010","47660"
"Leaver CS","2022","50-59","Department for Transport","220","[c]","32940","26780"
"Leaver CS","2022","50-59","Department for Work and Pensions","1780","[c]","28240","27570"
"Leaver CS","2022","50-59","Department of Health and Social Care","660","[c]","50700","45840"
"Leaver CS","2022","50-59","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Food Standards Agency","20","[c]","36270","30540"
"Leaver CS","2022","50-59","Foreign, Commonwealth and Development Office","60","[c]","55750","58030"
"Leaver CS","2022","50-59","HM Land Registry","90","[c]","34840","33840"
"Leaver CS","2022","50-59","HM Revenue and Customs","1040","[c]","32080","23250"
"Leaver CS","2022","50-59","HM Treasury","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Home Office","440","[c]","34320","28650"
"Leaver CS","2022","50-59","Ministry of Defence","1000","[c]","34980","33300"
"Leaver CS","2022","50-59","Ministry of Justice","1585","[c]","29670","21650"
"Leaver CS","2022","50-59","National Crime Agency","85","[c]","47060","43710"
"Leaver CS","2022","50-59","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","55","[c]","63380","74890"
"Leaver CS","2022","50-59","Office of Gas and Electricity Markets","30","[c]","61290","60620"
"Leaver CS","2022","50-59","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of Rail and Road","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Scottish Government","295","[c]","38520","35000"
"Leaver CS","2022","50-59","The National Archives","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","UK Export Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","UK Statistics Authority","90","[c]","32340","23620"
"Leaver CS","2022","50-59","Water Services Regulation Authority","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Welsh Government","50","[c]","47480","39310"
"Leaver CS","2022","60-64","Attorney General's Departments","95","[c]","50200","55610"
"Leaver CS","2022","60-64","Cabinet Office","65","[c]","54410","51030"
"Leaver CS","2022","60-64","Chancellor's other departments","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Charity Commission","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Business, Energy and Industrial Strategy","85","[c]","41010","39650"
"Leaver CS","2022","60-64","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Education","55","[c]","49510","51140"
"Leaver CS","2022","60-64","Department for Environment, Food and Rural Affairs","110","[c]","34220","30400"
"Leaver CS","2022","60-64","Department for International Trade","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Department for Levelling Up, Housing and Communities","20","[c]","48560","46490"
"Leaver CS","2022","60-64","Department for Transport","180","[c]","32410","26780"
"Leaver CS","2022","60-64","Department for Work and Pensions","1295","[c]","29290","27570"
"Leaver CS","2022","60-64","Department of Health and Social Care","205","[c]","54490","45920"
"Leaver CS","2022","60-64","Estyn","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Food Standards Agency","20","[c]","37570","30710"
"Leaver CS","2022","60-64","Foreign, Commonwealth and Development Office","65","[c]","50440","48540"
"Leaver CS","2022","60-64","HM Land Registry","60","[c]","34510","33840"
"Leaver CS","2022","60-64","HM Revenue and Customs","1055","[c]","33990","28920"
"Leaver CS","2022","60-64","HM Treasury","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Home Office","360","[c]","33780","29080"
"Leaver CS","2022","60-64","Ministry of Defence","1030","[c]","35560","33300"
"Leaver CS","2022","60-64","Ministry of Justice","940","[c]","29970","21570"
"Leaver CS","2022","60-64","National Crime Agency","65","[c]","43730","43220"
"Leaver CS","2022","60-64","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office for Standards in Education, Children's Services and Skills","35","[c]","62050","51360"
"Leaver CS","2022","60-64","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Government","300","[c]","42450","36130"
"Leaver CS","2022","60-64","The National Archives","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Export Finance","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","60","[c]","26770","19980"
"Leaver CS","2022","60-64","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government","60","[c]","55260","47000"
"Leaver CS","2022","65+","Attorney General's Departments","50","[c]","43240","29880"
"Leaver CS","2022","65+","Cabinet Office","25","[c]","47950","42870"
"Leaver CS","2022","65+","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy","70","[c]","36650","32730"
"Leaver CS","2022","65+","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education","30","[c]","45640","42420"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs","60","[c]","33120","26520"
"Leaver CS","2022","65+","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities","25","[c]","55460","61140"
"Leaver CS","2022","65+","Department for Transport","170","[c]","29400","26780"
"Leaver CS","2022","65+","Department for Work and Pensions","1210","[c]","26100","26120"
"Leaver CS","2022","65+","Department of Health and Social Care","125","[c]","50570","40070"
"Leaver CS","2022","65+","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Food Standards Agency","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office","35","[c]","41900","34350"
"Leaver CS","2022","65+","HM Land Registry","55","[c]","34500","27170"
"Leaver CS","2022","65+","HM Revenue and Customs","700","[c]","30010","26950"
"Leaver CS","2022","65+","HM Treasury","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","255","[c]","28060","25630"
"Leaver CS","2022","65+","Ministry of Defence","785","[c]","31030","26930"
"Leaver CS","2022","65+","Ministry of Justice","850","[c]","24860","20970"
"Leaver CS","2022","65+","National Crime Agency","20","[c]","38290","35700"
"Leaver CS","2022","65+","Office for Standards in Education, Children's Services and Skills","15","[c]","55820","51360"
"Leaver CS","2022","65+","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scottish Government","180","[c]","35170","30450"
"Leaver CS","2022","65+","The National Archives","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Statistics Authority","80","[c]","23990","20350"
"Leaver CS","2022","65+","Welsh Government","55","[c]","42800","34980"
"Leaver CS","2022","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Department of Health and Social Care","10","[c]","21180","22350"
"Leaver Dept.","2022","16-19","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Attorney General's Departments","85","[c]","28370","26970"
"Leaver Dept.","2022","20-29","Cabinet Office","910","[c]","34100","32000"
"Leaver Dept.","2022","20-29","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Charity Commission","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Competition and Markets Authority","25","[c]","29410","28160"
"Leaver Dept.","2022","20-29","Department for Business, Energy and Industrial Strategy","300","[c]","35700","33570"
"Leaver Dept.","2022","20-29","Department for Digital, Culture, Media and Sport","95","[c]","37000","34020"
"Leaver Dept.","2022","20-29","Department for Education","175","[c]","35280","32970"
"Leaver Dept.","2022","20-29","Department for Environment, Food and Rural Affairs","190","[c]","23310","21300"
"Leaver Dept.","2022","20-29","Department for International Trade","105","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Department for Levelling Up, Housing and Communities","140","[c]","34260","33210"
"Leaver Dept.","2022","20-29","Department for Transport","210","[c]","33140","31040"
"Leaver Dept.","2022","20-29","Department for Work and Pensions","875","[c]","28110","27570"
"Leaver Dept.","2022","20-29","Department of Health and Social Care","1720","[c]","28810","26880"
"Leaver Dept.","2022","20-29","Food Standards Agency","15","[c]","39060","37910"
"Leaver Dept.","2022","20-29","Foreign, Commonwealth and Development Office","105","[c]","34080","37090"
"Leaver Dept.","2022","20-29","HM Revenue and Customs","460","[c]","28410","26820"
"Leaver Dept.","2022","20-29","HM Treasury","100","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Home Office","445","[c]","30930","28670"
"Leaver Dept.","2022","20-29","Ministry of Defence","335","[c]","29900","29210"
"Leaver Dept.","2022","20-29","Ministry of Justice","595","[c]","26800","23720"
"Leaver Dept.","2022","20-29","National Crime Agency","25","[c]","36950","34060"
"Leaver Dept.","2022","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office for Standards in Education, Children's Services and Skills","15","[c]","27240","25880"
"Leaver Dept.","2022","20-29","Office of Gas and Electricity Markets","50","[c]","28740","26390"
"Leaver Dept.","2022","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of the Secretary of State for Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Scottish Government","35","[c]","29530","27650"
"Leaver Dept.","2022","20-29","The National Archives","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","UK Statistics Authority","95","[c]","30790","29540"
"Leaver Dept.","2022","20-29","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Welsh Government","25","[c]","27880","27400"
"Leaver Dept.","2022","30-39","Attorney General's Departments","90","[c]","43450","41240"
"Leaver Dept.","2022","30-39","Cabinet Office","580","[c]","46380","40600"
"Leaver Dept.","2022","30-39","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Charity Commission","10","[c]","34800","33540"
"Leaver Dept.","2022","30-39","Competition and Markets Authority","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Business, Energy and Industrial Strategy","265","[c]","44400","40780"
"Leaver Dept.","2022","30-39","Department for Digital, Culture, Media and Sport","75","[c]","49710","51730"
"Leaver Dept.","2022","30-39","Department for Education","180","[c]","43080","40230"
"Leaver Dept.","2022","30-39","Department for Environment, Food and Rural Affairs","160","[c]","28410","25190"
"Leaver Dept.","2022","30-39","Department for International Trade","80","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Levelling Up, Housing and Communities","110","[c]","43340","39920"
"Leaver Dept.","2022","30-39","Department for Transport","200","[c]","36570","34710"
"Leaver Dept.","2022","30-39","Department for Work and Pensions","870","[c]","29180","27570"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","1850","[c]","39150","36690"
"Leaver Dept.","2022","30-39","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Food Standards Agency","20","[c]","41260","40350"
"Leaver Dept.","2022","30-39","Foreign, Commonwealth and Development Office","170","[c]","43010","39630"
"Leaver Dept.","2022","30-39","HM Revenue and Customs","435","[c]","35890","33080"
"Leaver Dept.","2022","30-39","HM Treasury","85","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Home Office","505","[c]","35910","29110"
"Leaver Dept.","2022","30-39","Ministry of Defence","330","[c]","36370","36480"
"Leaver Dept.","2022","30-39","Ministry of Justice","515","[c]","31920","29580"
"Leaver Dept.","2022","30-39","National Crime Agency","35","[c]","38880","37560"
"Leaver Dept.","2022","30-39","Northern Ireland Office","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Standards in Education, Children's Services and Skills","20","[c]","44290","39850"
"Leaver Dept.","2022","30-39","Office of Gas and Electricity Markets","35","[c]","42750","44520"
"Leaver Dept.","2022","30-39","Office of Qualifications and Examinations Regulation","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Rail and Road","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scottish Government","40","[c]","36540","31540"
"Leaver Dept.","2022","30-39","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Export Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","80","[c]","34950","32710"
"Leaver Dept.","2022","30-39","Welsh Government","25","[c]","45390","41980"
"Leaver Dept.","2022","40-49","Attorney General's Departments","70","[c]","51400","52910"
"Leaver Dept.","2022","40-49","Cabinet Office","225","[c]","56020","54700"
"Leaver Dept.","2022","40-49","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Charity Commission","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Business, Energy and Industrial Strategy","155","[c]","48790","46430"
"Leaver Dept.","2022","40-49","Department for Digital, Culture, Media and Sport","30","[c]","53010","55770"
"Leaver Dept.","2022","40-49","Department for Education","100","[c]","50130","50130"
"Leaver Dept.","2022","40-49","Department for Environment, Food and Rural Affairs","100","[c]","32450","29180"
"Leaver Dept.","2022","40-49","Department for International Trade","30","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Department for Levelling Up, Housing and Communities","75","[c]","45910","43570"
"Leaver Dept.","2022","40-49","Department for Transport","150","[c]","39870","38650"
"Leaver Dept.","2022","40-49","Department for Work and Pensions","750","[c]","31180","27570"
"Leaver Dept.","2022","40-49","Department of Health and Social Care","1990","[c]","47070","41870"
"Leaver Dept.","2022","40-49","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Food Standards Agency","15","[c]","37700","37910"
"Leaver Dept.","2022","40-49","Foreign, Commonwealth and Development Office","95","[c]","46730","46540"
"Leaver Dept.","2022","40-49","HM Revenue and Customs","300","[c]","31840","26250"
"Leaver Dept.","2022","40-49","HM Treasury","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Home Office","275","[c]","40620","31130"
"Leaver Dept.","2022","40-49","Ministry of Defence","230","[c]","42210","39180"
"Leaver Dept.","2022","40-49","Ministry of Justice","385","[c]","36370","30450"
"Leaver Dept.","2022","40-49","National Crime Agency","30","[c]","46280","38540"
"Leaver Dept.","2022","40-49","Northern Ireland Office","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Office for Standards in Education, Children's Services and Skills","15","[c]","45800","41350"
"Leaver Dept.","2022","40-49","Office of Gas and Electricity Markets","15","[c]","48840","48360"
"Leaver Dept.","2022","40-49","Office of Qualifications and Examinations Regulation","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Office of Rail and Road","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scottish Government","35","[c]","42960","38710"
"Leaver Dept.","2022","40-49","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","UK Export Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","UK Statistics Authority","35","[c]","46720","36840"
"Leaver Dept.","2022","40-49","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Welsh Government","10","[c]","53860","47470"
"Leaver Dept.","2022","50-59","Attorney General's Departments","30","[c]","56570","52100"
"Leaver Dept.","2022","50-59","Cabinet Office","135","[c]","53830","49700"
"Leaver Dept.","2022","50-59","Charity Commission","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Department for Business, Energy and Industrial Strategy","70","[c]","46880","40410"
"Leaver Dept.","2022","50-59","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Department for Education","55","[c]","50290","40510"
"Leaver Dept.","2022","50-59","Department for Environment, Food and Rural Affairs","60","[c]","30040","28670"
"Leaver Dept.","2022","50-59","Department for International Trade","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Department for Levelling Up, Housing and Communities","50","[c]","47860","50480"
"Leaver Dept.","2022","50-59","Department for Transport","85","[c]","38310","33820"
"Leaver Dept.","2022","50-59","Department for Work and Pensions","565","[c]","32140","27570"
"Leaver Dept.","2022","50-59","Department of Health and Social Care","1665","[c]","51280","45840"
"Leaver Dept.","2022","50-59","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Food Standards Agency","10","[c]","48700","38860"
"Leaver Dept.","2022","50-59","Foreign, Commonwealth and Development Office","45","[c]","51700","51420"
"Leaver Dept.","2022","50-59","HM Revenue and Customs","175","[c]","36680","29350"
"Leaver Dept.","2022","50-59","HM Treasury","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Home Office","165","[c]","36460","29080"
"Leaver Dept.","2022","50-59","Ministry of Defence","185","[c]","40970","38820"
"Leaver Dept.","2022","50-59","Ministry of Justice","210","[c]","35800","30320"
"Leaver Dept.","2022","50-59","National Crime Agency","15","[c]","57460","48900"
"Leaver Dept.","2022","50-59","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Scottish Government","25","[c]","49090","47250"
"Leaver Dept.","2022","50-59","UK Statistics Authority","15","[c]","40500","36840"
"Leaver Dept.","2022","50-59","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Cabinet Office","15","[c]","46310","34550"
"Leaver Dept.","2022","60-64","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for Transport","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Department for Work and Pensions","35","[c]","32060","27570"
"Leaver Dept.","2022","60-64","Department of Health and Social Care","440","[c]","54860","42480"
"Leaver Dept.","2022","60-64","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","HM Revenue and Customs","25","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Home Office","15","[c]","42230","31960"
"Leaver Dept.","2022","60-64","Ministry of Defence","25","[c]","41490","40580"
"Leaver Dept.","2022","60-64","Ministry of Justice","35","[c]","40360","28440"
"Leaver Dept.","2022","60-64","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","UK Statistics Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department of Health and Social Care","190","[c]","50230","40030"
"Leaver Dept.","2022","65+","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Attorney General's Departments","35","[c]","21980","22200"
"New entrant CS","2022","16-19","Cabinet Office","20","[c]","24610","24170"
"New entrant CS","2022","16-19","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Business, Energy and Industrial Strategy","20","[c]","22010","21810"
"New entrant CS","2022","16-19","Department for Education","10","[c]","24550","25000"
"New entrant CS","2022","16-19","Department for Environment, Food and Rural Affairs","35","[c]","22000","21300"
"New entrant CS","2022","16-19","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Levelling Up, Housing and Communities","10","[c]","25190","24830"
"New entrant CS","2022","16-19","Department for Transport","90","[c]","19690","18310"
"New entrant CS","2022","16-19","Department for Work and Pensions","145","[c]","22530","21260"
"New entrant CS","2022","16-19","Department of Health and Social Care","15","[c]","22510","22350"
"New entrant CS","2022","16-19","HM Land Registry","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","HM Revenue and Customs","140","[c]","22160","21250"
"New entrant CS","2022","16-19","HM Treasury","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Home Office","35","[c]","24190","24880"
"New entrant CS","2022","16-19","Ministry of Defence","125","[c]","18270","17140"
"New entrant CS","2022","16-19","Ministry of Justice","205","[c]","23020","23140"
"New entrant CS","2022","16-19","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Scottish Government","70","[c]","21610","21050"
"New entrant CS","2022","16-19","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","UK Statistics Authority","20","[c]","20540","19860"
"New entrant CS","2022","16-19","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Attorney General's Departments","505","[c]","27020","25480"
"New entrant CS","2022","20-29","Cabinet Office","1070","[c]","29580","28000"
"New entrant CS","2022","20-29","Chancellor's other departments","20","[c]","36900","31980"
"New entrant CS","2022","20-29","Charity Commission","40","[c]","23800","24440"
"New entrant CS","2022","20-29","Competition and Markets Authority","70","[c]","32620","33120"
"New entrant CS","2022","20-29","Department for Business, Energy and Industrial Strategy","720","[c]","29270","27680"
"New entrant CS","2022","20-29","Department for Digital, Culture, Media and Sport","265","[c]","32880","34020"
"New entrant CS","2022","20-29","Department for Education","495","[c]","29850","28500"
"New entrant CS","2022","20-29","Department for Environment, Food and Rural Affairs","1300","[c]","29460","28030"
"New entrant CS","2022","20-29","Department for International Trade","285","[c]","31240","31800"
"New entrant CS","2022","20-29","Department for Levelling Up, Housing and Communities","340","[c]","30970","30190"
"New entrant CS","2022","20-29","Department for Transport","800","[c]","28770","26130"
"New entrant CS","2022","20-29","Department for Work and Pensions","4065","[c]","25510","26370"
"New entrant CS","2022","20-29","Department of Health and Social Care","1300","[c]","30370","28590"
