"Status","Year","Age","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","National Crime Agency","Outside London","AA/AO","60","55","21540","21050"
"In post","2022","20-29","National Crime Agency","Outside London","EO","430","430","32270","32770"
"In post","2022","20-29","National Crime Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","Outside London","SEO/HEO","75","75","38820","36740"
"In post","2022","20-29","National Crime Agency","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","National Crime Agency","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","London","G6/G7","10","10","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","London","SEO/HEO","15","15","42340","41750"
"In post","2022","20-29","Northern Ireland Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","Outside London","SEO/HEO","10","10","33720","36050"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","London","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","London","EO","15","15","28780","28880"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","20","20","37770","35010"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","35","35","20700","21410"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","Outside London","EO","30","30","25820","25880"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","25","25","34330","32010"
"In post","2022","20-29","Office of Gas and Electricity Markets","London","AA/AO","15","15","20670","19750"
"In post","2022","20-29","Office of Gas and Electricity Markets","London","EO","90","90","26870","25750"
"In post","2022","20-29","Office of Gas and Electricity Markets","London","G6/G7","20","20","50850","48000"
"In post","2022","20-29","Office of Gas and Electricity Markets","London","SEO/HEO","80","80","35230","34240"
"In post","2022","20-29","Office of Gas and Electricity Markets","Outside London","AA/AO","20","20","18900","18180"
"In post","2022","20-29","Office of Gas and Electricity Markets","Outside London","EO","85","85","24510","23700"
"In post","2022","20-29","Office of Gas and Electricity Markets","Outside London","G6/G7","15","15","47690","43650"
"In post","2022","20-29","Office of Gas and Electricity Markets","Outside London","SEO/HEO","50","50","32970","30950"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","Outside London","EO","5","5","[c]","[c]"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","20","20","33740","31000"
"In post","2022","20-29","Office of Rail and Road","London","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of Rail and Road","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland","London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Scotland","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Office of the Secretary of State for Wales","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Scottish Government","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Government","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Scottish Government","Outside London","AA/AO","1890","1840","22890","22480"
"In post","2022","20-29","Scottish Government","Outside London","EO","1215","1200","28880","27230"
"In post","2022","20-29","Scottish Government","Outside London","G6/G7","85","85","52350","49860"
"In post","2022","20-29","Scottish Government","Outside London","SEO/HEO","1165","1155","35830","34600"
"In post","2022","20-29","Scottish Government","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The National Archives","London","AA/AO","30","30","21020","20590"
"In post","2022","20-29","The National Archives","London","EO","25","25","23900","23240"
"In post","2022","20-29","The National Archives","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","The National Archives","London","SEO/HEO","35","35","31870","30000"
"In post","2022","20-29","UK Export Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Export Finance","London","EO","35","35","29190","29000"
"In post","2022","20-29","UK Export Finance","London","G6/G7","10","10","55550","52500"
"In post","2022","20-29","UK Export Finance","London","SEO/HEO","60","60","37610","36000"
"In post","2022","20-29","UK Statistics Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Statistics Authority","London","EO","10","10","26630","26630"
"In post","2022","20-29","UK Statistics Authority","London","G6/G7","15","15","55000","53210"
"In post","2022","20-29","UK Statistics Authority","London","SEO/HEO","130","125","35380","33710"
"In post","2022","20-29","UK Statistics Authority","Outside London","AA/AO","205","185","19900","19860"
"In post","2022","20-29","UK Statistics Authority","Outside London","EO","175","170","23930","23880"
"In post","2022","20-29","UK Statistics Authority","Outside London","G6/G7","65","65","51000","50210"
"In post","2022","20-29","UK Statistics Authority","Outside London","SEO/HEO","690","685","32940","30710"
"In post","2022","20-29","UK Supreme Court","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Supreme Court","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","UK Supreme Court","London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","London","EO","10","10","28010","28000"
"In post","2022","20-29","Water Services Regulation Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Water Services Regulation Authority","Outside London","EO","15","15","29360","28000"
"In post","2022","20-29","Water Services Regulation Authority","Outside London","SEO/HEO","10","10","41450","37500"
"In post","2022","20-29","Welsh Government","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Welsh Government","Outside London","AA/AO","230","225","23820","24630"
"In post","2022","20-29","Welsh Government","Outside London","EO","180","180","27640","26820"
"In post","2022","20-29","Welsh Government","Outside London","G6/G7","15","15","55000","54280"
"In post","2022","20-29","Welsh Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Welsh Government","Outside London","SEO/HEO","130","125","34810","33190"
"In post","2022","30-39","Attorney General's Departments","London","AA/AO","55","50","23390","23770"
"In post","2022","30-39","Attorney General's Departments","London","EO","135","130","28070","27440"
"In post","2022","30-39","Attorney General's Departments","London","G6/G7","820","785","55920","52500"
"In post","2022","30-39","Attorney General's Departments","London","SCS level","15","10","76380","72800"
"In post","2022","30-39","Attorney General's Departments","London","SEO/HEO","190","185","37210","37730"
"In post","2022","30-39","Attorney General's Departments","Outside London","AA/AO","140","125","22520","22200"
"In post","2022","30-39","Attorney General's Departments","Outside London","EO","180","170","26520","26010"
"In post","2022","30-39","Attorney General's Departments","Outside London","G6/G7","460","440","51970","49580"
"In post","2022","30-39","Attorney General's Departments","Outside London","SEO/HEO","175","165","35850","38000"
"In post","2022","30-39","Cabinet Office","London","AA/AO","10","10","24200","24490"
"In post","2022","30-39","Cabinet Office","London","EO","85","80","27740","27500"
"In post","2022","30-39","Cabinet Office","London","G6/G7","1045","1025","59710","56340"
"In post","2022","30-39","Cabinet Office","London","SCS level","125","125","80060","74140"
"In post","2022","30-39","Cabinet Office","London","SEO/HEO","505","500","37160","37300"
"In post","2022","30-39","Cabinet Office","Outside London","AA/AO","65","60","21070","21050"
"In post","2022","30-39","Cabinet Office","Outside London","EO","105","95","25130","25520"
"In post","2022","30-39","Cabinet Office","Outside London","G6/G7","330","325","57290","54700"
"In post","2022","30-39","Cabinet Office","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","30-39","Cabinet Office","Outside London","SEO/HEO","460","445","34370","33000"
"In post","2022","30-39","Cabinet Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Cabinet Office","Unknown","EO","10","10","25950","27040"
"In post","2022","30-39","Cabinet Office","Unknown","G6/G7","30","30","55630","54700"
"In post","2022","30-39","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Cabinet Office","Unknown","SEO/HEO","55","55","33560","32000"
"In post","2022","30-39","Chancellor's other departments","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Chancellor's other departments","London","EO","5","5","[c]","[c]"
"In post","2022","30-39","Chancellor's other departments","London","G6/G7","50","50","73380","65470"
"In post","2022","30-39","Chancellor's other departments","London","SEO/HEO","35","35","40060","39210"
"In post","2022","30-39","Chancellor's other departments","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Chancellor's other departments","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","30-39","Chancellor's other departments","Outside London","SEO/HEO","10","10","38450","37500"
