"Status","Year","Age","Function_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","50-59","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","AA","Heterosexual / straight","30","[c]","23610","25000"
"New entrant CS","2022","50-59","Security","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","AA","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","AA","Heterosexual / straight","70","[c]","20760","21050"
"New entrant CS","2022","50-59","Unknown","AA","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","AA","Unknown","50","[c]","20950","21050"
"New entrant CS","2022","50-59","Unknown","AO","Heterosexual / straight","125","[c]","22010","21260"
"New entrant CS","2022","50-59","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","AO","Unknown","150","[c]","21920","21260"
"New entrant CS","2022","50-59","Unknown","EO","Heterosexual / straight","200","[c]","27860","27230"
"New entrant CS","2022","50-59","Unknown","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","EO","Unknown","340","[c]","29240","27570"
"New entrant CS","2022","50-59","Unknown","G6","Heterosexual / straight","30","[c]","71520","71730"
"New entrant CS","2022","50-59","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","G6","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","G7","Heterosexual / straight","60","[c]","55870","53500"
"New entrant CS","2022","50-59","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","G7","Unknown","60","[c]","54520","53480"
"New entrant CS","2022","50-59","Unknown","HEO","Heterosexual / straight","90","[c]","32950","31990"
"New entrant CS","2022","50-59","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","HEO","Unknown","55","[c]","33640","33000"
"New entrant CS","2022","50-59","Unknown","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","SCS level","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","SEO","Heterosexual / straight","85","[c]","41280","40000"
"New entrant CS","2022","50-59","Unknown","SEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","SEO","Unknown","55","[c]","40890","39660"
"New entrant CS","2022","50-59","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Analysis","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Analysis","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Analysis","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Analysis","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Analysis","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Analysis","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Analysis","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Analysis","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Analysis","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Analysis","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Debt","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Debt","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Debt","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Debt","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data & Technology","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Grants Management","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Grants Management","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Grants Management","AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Internal Audit","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Internal Audit","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","AA","Heterosexual / straight","60","[c]","20160","19860"
"New entrant CS","2022","60-64","No function","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","AA","Unknown","40","[c]","19860","19200"
"New entrant CS","2022","60-64","No function","AO","Heterosexual / straight","220","[c]","21480","21260"
"New entrant CS","2022","60-64","No function","AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","AO","Unknown","70","[c]","21630","21260"
"New entrant CS","2022","60-64","No function","EO","Heterosexual / straight","110","[c]","27820","27570"
"New entrant CS","2022","60-64","No function","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","EO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","HEO","Heterosexual / straight","35","[c]","32280","32410"
"New entrant CS","2022","60-64","No function","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Unknown","Heterosexual / straight","445","[c]","29820","28200"
"New entrant CS","2022","60-64","No function","Unknown","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Unknown","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","60-64","No function","Unknown","Unknown","275","[c]","30230","28200"
"New entrant CS","2022","60-64","Project Delivery","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Property","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Property","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Property","AA","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Property","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Property","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Property","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Property","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Property","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Property","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Property","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Property","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Property","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Property","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Property","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Property","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Property","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Property","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Property","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Security","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Security","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Security","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Security","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Security","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Security","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Security","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","AA","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","AA","Unknown","15","[c]","[c]","[c]"
