"Status","Year","Age","Function_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Counter Fraud","North West (England)","SEO/HEO","75","75","33680","33080"
"In post","2022","20-29","Counter Fraud","Northern Ireland","AA/AO","15","15","21250","21250"
"In post","2022","20-29","Counter Fraud","Northern Ireland","EO","30","30","26680","26590"
"In post","2022","20-29","Counter Fraud","Northern Ireland","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Scotland","AA/AO","65","65","21260","21260"
"In post","2022","20-29","Counter Fraud","Scotland","EO","80","80","27010","26820"
"In post","2022","20-29","Counter Fraud","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Scotland","SEO/HEO","40","40","33690","33080"
"In post","2022","20-29","Counter Fraud","South East (England)","AA/AO","35","35","23280","24250"
"In post","2022","20-29","Counter Fraud","South East (England)","EO","60","60","27660","26820"
"In post","2022","20-29","Counter Fraud","South East (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Counter Fraud","South West (England)","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","Counter Fraud","South West (England)","EO","55","50","27100","26820"
"In post","2022","20-29","Counter Fraud","South West (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","South West (England)","SEO/HEO","25","25","34240","33080"
"In post","2022","20-29","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Wales","AA/AO","60","55","21040","21260"
"In post","2022","20-29","Counter Fraud","Wales","EO","60","55","26970","27570"
"In post","2022","20-29","Counter Fraud","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Wales","SEO/HEO","30","30","33930","33370"
"In post","2022","20-29","Counter Fraud","West Midlands (England)","AA/AO","15","15","21260","21260"
"In post","2022","20-29","Counter Fraud","West Midlands (England)","EO","85","80","27020","26820"
"In post","2022","20-29","Counter Fraud","West Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","West Midlands (England)","SEO/HEO","30","30","32950","33080"
"In post","2022","20-29","Counter Fraud","Yorkshire and The Humber","AA/AO","20","20","21250","21250"
"In post","2022","20-29","Counter Fraud","Yorkshire and The Humber","EO","100","100","26990","26820"
"In post","2022","20-29","Counter Fraud","Yorkshire and The Humber","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Yorkshire and The Humber","SEO/HEO","40","40","34440","33370"
"In post","2022","20-29","Debt","East Midlands (England)","AA/AO","95","90","21260","21250"
"In post","2022","20-29","Debt","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","20-29","Debt","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","London","AA/AO","35","30","25240","25330"
"In post","2022","20-29","Debt","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","North East (England)","AA/AO","180","175","21260","21250"
"In post","2022","20-29","Debt","North East (England)","EO","15","15","26270","26820"
"In post","2022","20-29","Debt","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","North West (England)","AA/AO","120","120","21250","21250"
"In post","2022","20-29","Debt","North West (England)","EO","10","10","26830","26590"
"In post","2022","20-29","Debt","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","Scotland","AA/AO","225","220","21260","21250"
"In post","2022","20-29","Debt","Scotland","EO","35","35","26850","26820"
"In post","2022","20-29","Debt","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","South West (England)","AA/AO","15","15","21260","21260"
"In post","2022","20-29","Debt","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","Wales","AA/AO","100","100","21250","21250"
"In post","2022","20-29","Debt","Wales","EO","40","40","26380","26820"
"In post","2022","20-29","Debt","Wales","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Debt","West Midlands (England)","AA/AO","175","165","21250","21250"
"In post","2022","20-29","Debt","West Midlands (England)","EO","20","20","25980","26820"
"In post","2022","20-29","Debt","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Debt","Yorkshire and The Humber","AA/AO","165","160","21260","21250"
"In post","2022","20-29","Debt","Yorkshire and The Humber","EO","15","15","27000","26820"
"In post","2022","20-29","Debt","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","East Midlands (England)","AA/AO","10","10","21060","21050"
"In post","2022","20-29","Digital, Data & Technology","East Midlands (England)","EO","15","15","26310","26130"
"In post","2022","20-29","Digital, Data & Technology","East Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","East Midlands (England)","SEO/HEO","35","35","33810","33080"
"In post","2022","20-29","Digital, Data & Technology","East of England","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","East of England","EO","40","40","26540","26470"
"In post","2022","20-29","Digital, Data & Technology","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","East of England","SEO/HEO","40","40","33880","33370"
"In post","2022","20-29","Digital, Data & Technology","London","AA/AO","35","35","23640","24250"
"In post","2022","20-29","Digital, Data & Technology","London","EO","160","160","28610","27910"
"In post","2022","20-29","Digital, Data & Technology","London","G6/G7","165","165","55880","54700"
"In post","2022","20-29","Digital, Data & Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","London","SEO/HEO","420","420","37490","37420"
"In post","2022","20-29","Digital, Data & Technology","North East (England)","AA/AO","10","10","21260","21260"
"In post","2022","20-29","Digital, Data & Technology","North East (England)","EO","65","65","27060","27570"
"In post","2022","20-29","Digital, Data & Technology","North East (England)","G6/G7","35","35","52360","49860"
"In post","2022","20-29","Digital, Data & Technology","North East (England)","SEO/HEO","175","175","35120","33370"
"In post","2022","20-29","Digital, Data & Technology","North West (England)","AA/AO","10","10","20990","21170"
"In post","2022","20-29","Digital, Data & Technology","North West (England)","EO","120","120","26750","26820"
"In post","2022","20-29","Digital, Data & Technology","North West (England)","G6/G7","35","35","53260","52410"
"In post","2022","20-29","Digital, Data & Technology","North West (England)","SEO/HEO","230","230","35080","33370"
"In post","2022","20-29","Digital, Data & Technology","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Northern Ireland","SEO/HEO","20","20","33860","33080"
"In post","2022","20-29","Digital, Data & Technology","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Overseas","SEO/HEO","15","15","34470","33140"
"In post","2022","20-29","Digital, Data & Technology","Scotland","AA/AO","10","10","22610","21590"
"In post","2022","20-29","Digital, Data & Technology","Scotland","EO","45","45","27950","26980"
"In post","2022","20-29","Digital, Data & Technology","Scotland","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Scotland","SEO/HEO","70","70","34820","33650"
"In post","2022","20-29","Digital, Data & Technology","South East (England)","AA/AO","30","30","21320","21170"
"In post","2022","20-29","Digital, Data & Technology","South East (England)","EO","80","80","26970","26670"
"In post","2022","20-29","Digital, Data & Technology","South East (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","South East (England)","SEO/HEO","80","80","35490","33370"
"In post","2022","20-29","Digital, Data & Technology","South West (England)","AA/AO","85","85","20040","20910"
"In post","2022","20-29","Digital, Data & Technology","South West (England)","EO","200","200","26190","26350"
"In post","2022","20-29","Digital, Data & Technology","South West (England)","G6/G7","15","15","51460","49860"
"In post","2022","20-29","Digital, Data & Technology","South West (England)","SEO/HEO","240","235","33480","33080"
"In post","2022","20-29","Digital, Data & Technology","South West (England)","Unknown","10","10","28750","28050"
"In post","2022","20-29","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Unknown","SEO/HEO","10","10","35280","32790"
"In post","2022","20-29","Digital, Data & Technology","Wales","AA/AO","25","25","21210","21840"
"In post","2022","20-29","Digital, Data & Technology","Wales","EO","115","110","26430","26130"
"In post","2022","20-29","Digital, Data & Technology","Wales","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Wales","SEO/HEO","145","145","35510","34230"
"In post","2022","20-29","Digital, Data & Technology","West Midlands (England)","AA/AO","15","15","21090","21170"
"In post","2022","20-29","Digital, Data & Technology","West Midlands (England)","EO","50","50","26810","26590"
"In post","2022","20-29","Digital, Data & Technology","West Midlands (England)","G6/G7","15","15","52690","50430"
"In post","2022","20-29","Digital, Data & Technology","West Midlands (England)","SEO/HEO","110","110","35080","33370"
"In post","2022","20-29","Digital, Data & Technology","Yorkshire and The Humber","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Yorkshire and The Humber","EO","75","70","26690","26820"
"In post","2022","20-29","Digital, Data & Technology","Yorkshire and The Humber","G6/G7","20","20","53910","52580"
"In post","2022","20-29","Digital, Data & Technology","Yorkshire and The Humber","SEO/HEO","90","90","35440","33520"
"In post","2022","20-29","Finance","East Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Finance","East Midlands (England)","EO","10","10","26350","26700"
"In post","2022","20-29","Finance","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","East Midlands (England)","SEO/HEO","15","15","34030","33370"
"In post","2022","20-29","Finance","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","East of England","EO","10","10","25790","25900"
"In post","2022","20-29","Finance","East of England","SEO/HEO","15","15","37250","37000"
"In post","2022","20-29","Finance","London","AA/AO","15","15","24570","25110"
"In post","2022","20-29","Finance","London","EO","90","90","28110","27500"
"In post","2022","20-29","Finance","London","G6/G7","120","120","56610","54700"
"In post","2022","20-29","Finance","London","SEO/HEO","290","290","38170","37930"
"In post","2022","20-29","Finance","North East (England)","EO","25","25","25930","26590"
"In post","2022","20-29","Finance","North East (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Finance","North East (England)","SEO/HEO","45","45","33800","33080"
"In post","2022","20-29","Finance","North West (England)","AA/AO","15","15","21280","21260"
"In post","2022","20-29","Finance","North West (England)","EO","50","50","26230","26850"
"In post","2022","20-29","Finance","North West (England)","G6/G7","15","15","51990","50080"
"In post","2022","20-29","Finance","North West (England)","SEO/HEO","80","80","33450","32000"
"In post","2022","20-29","Finance","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Scotland","AA/AO","110","95","21600","21250"
"In post","2022","20-29","Finance","Scotland","EO","20","20","26630","26820"
"In post","2022","20-29","Finance","Scotland","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Scotland","SEO/HEO","20","20","34000","33650"
"In post","2022","20-29","Finance","South East (England)","AA/AO","15","15","21790","21840"
"In post","2022","20-29","Finance","South East (England)","EO","40","40","26890","26350"
"In post","2022","20-29","Finance","South East (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Finance","South East (England)","SEO/HEO","40","40","34490","33300"
"In post","2022","20-29","Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","South West (England)","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","Finance","South West (England)","EO","120","120","23180","25000"
"In post","2022","20-29","Finance","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","South West (England)","SEO/HEO","85","85","33890","33000"
"In post","2022","20-29","Finance","South West (England)","Unknown","15","15","29580","30420"
"In post","2022","20-29","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Wales","AA/AO","15","10","20420","20100"
"In post","2022","20-29","Finance","Wales","EO","10","10","25940","26130"
"In post","2022","20-29","Finance","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Wales","SEO/HEO","10","10","35680","33920"
"In post","2022","20-29","Finance","West Midlands (England)","AA/AO","35","30","21110","21250"
"In post","2022","20-29","Finance","West Midlands (England)","EO","35","35","25250","25000"
"In post","2022","20-29","Finance","West Midlands (England)","G6/G7","10","10","50290","49970"
"In post","2022","20-29","Finance","West Midlands (England)","SEO/HEO","80","80","33230","31990"
