"Status","Year","Age","Function_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Property","North West (England)","AA/AO","25","20","19940","21300"
"In post","2022","50-59","Property","North West (England)","EO","45","45","26810","27000"
"In post","2022","50-59","Property","North West (England)","G6/G7","65","65","57170","57150"
"In post","2022","50-59","Property","North West (England)","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Property","North West (England)","SEO/HEO","95","95","37850","36050"
"In post","2022","50-59","Property","Northern Ireland","AA/AO","20","20","18320","18230"
"In post","2022","50-59","Property","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Property","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Property","Northern Ireland","SEO/HEO","15","15","37550","34870"
"In post","2022","50-59","Property","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Property","Overseas","EO","10","10","[c]","[c]"
"In post","2022","50-59","Property","Overseas","G6/G7","10","10","55620","54450"
"In post","2022","50-59","Property","Overseas","SEO/HEO","45","45","40220","40580"
"In post","2022","50-59","Property","Scotland","AA/AO","85","80","24190","21830"
"In post","2022","50-59","Property","Scotland","EO","25","25","30030","29670"
"In post","2022","50-59","Property","Scotland","G6/G7","25","25","58610","57150"
"In post","2022","50-59","Property","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Property","Scotland","SEO/HEO","75","75","38240","38260"
"In post","2022","50-59","Property","South East (England)","AA/AO","45","40","19470","17490"
"In post","2022","50-59","Property","South East (England)","EO","70","70","26340","26670"
"In post","2022","50-59","Property","South East (England)","G6/G7","70","70","60800","58250"
"In post","2022","50-59","Property","South East (England)","SCS level","10","10","[c]","[c]"
"In post","2022","50-59","Property","South East (England)","SEO/HEO","170","170","39140","38250"
"In post","2022","50-59","Property","South West (England)","AA/AO","95","90","21320","22010"
"In post","2022","50-59","Property","South West (England)","EO","60","60","25980","26670"
"In post","2022","50-59","Property","South West (England)","G6/G7","80","80","56160","54540"
"In post","2022","50-59","Property","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Property","South West (England)","SEO/HEO","185","180","37160","35230"
"In post","2022","50-59","Property","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Property","Unknown","SEO/HEO","15","10","43160","39270"
"In post","2022","50-59","Property","Wales","AA/AO","40","35","21260","21840"
"In post","2022","50-59","Property","Wales","EO","25","25","26900","26780"
"In post","2022","50-59","Property","Wales","G6/G7","30","30","58000","57150"
"In post","2022","50-59","Property","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Property","Wales","SEO/HEO","70","70","37390","36050"
"In post","2022","50-59","Property","West Midlands (England)","AA/AO","35","30","19750","19050"
"In post","2022","50-59","Property","West Midlands (England)","EO","35","35","26520","26950"
"In post","2022","50-59","Property","West Midlands (England)","G6/G7","55","55","57360","56100"
"In post","2022","50-59","Property","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Property","West Midlands (England)","SEO/HEO","110","100","37500","36100"
"In post","2022","50-59","Property","Yorkshire and The Humber","AA/AO","30","25","20230","21340"
"In post","2022","50-59","Property","Yorkshire and The Humber","EO","65","60","26550","26950"
"In post","2022","50-59","Property","Yorkshire and The Humber","G6/G7","85","85","57820","56520"
"In post","2022","50-59","Property","Yorkshire and The Humber","SCS level","10","10","[c]","[c]"
"In post","2022","50-59","Property","Yorkshire and The Humber","SEO/HEO","120","115","37800","35790"
"In post","2022","50-59","Security","East Midlands (England)","AA/AO","40","40","23940","20310"
"In post","2022","50-59","Security","East Midlands (England)","EO","10","10","30890","32670"
"In post","2022","50-59","Security","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","East Midlands (England)","SEO/HEO","20","20","37950","36760"
"In post","2022","50-59","Security","East of England","AA/AO","110","110","28300","21830"
"In post","2022","50-59","Security","East of England","EO","50","50","35130","31390"
"In post","2022","50-59","Security","East of England","G6/G7","10","10","72370","68380"
"In post","2022","50-59","Security","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","East of England","SEO/HEO","120","120","41230","38160"
"In post","2022","50-59","Security","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","London","AA/AO","110","110","26340","23340"
"In post","2022","50-59","Security","London","EO","75","75","32900","31070"
"In post","2022","50-59","Security","London","G6/G7","95","95","62140","59730"
"In post","2022","50-59","Security","London","SCS level","15","15","87800","78670"
"In post","2022","50-59","Security","London","SEO/HEO","225","225","41940","40550"
"In post","2022","50-59","Security","London","Unknown","10","5","[c]","[c]"
"In post","2022","50-59","Security","North East (England)","AA/AO","15","15","21140","20310"
"In post","2022","50-59","Security","North East (England)","EO","5","5","[c]","[c]"
"In post","2022","50-59","Security","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","North East (England)","SEO/HEO","25","25","39950","38150"
"In post","2022","50-59","Security","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","North West (England)","AA/AO","65","65","23890","20310"
"In post","2022","50-59","Security","North West (England)","EO","20","20","30590","28000"
"In post","2022","50-59","Security","North West (England)","G6/G7","10","10","57860","55210"
"In post","2022","50-59","Security","North West (England)","SEO/HEO","35","35","37960","35170"
"In post","2022","50-59","Security","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Security","Northern Ireland","AA/AO","165","165","21200","20560"
"In post","2022","50-59","Security","Northern Ireland","EO","10","10","29470","27550"
"In post","2022","50-59","Security","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","Northern Ireland","SEO/HEO","5","5","[c]","[c]"
"In post","2022","50-59","Security","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","Overseas","SEO/HEO","45","45","35410","34260"
"In post","2022","50-59","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","Scotland","AA/AO","400","390","30110","24800"
"In post","2022","50-59","Security","Scotland","EO","75","75","38660","43920"
"In post","2022","50-59","Security","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","Scotland","SEO/HEO","50","50","44590","42120"
"In post","2022","50-59","Security","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","South East (England)","AA/AO","410","405","27750","21550"
"In post","2022","50-59","Security","South East (England)","EO","80","80","37650","43920"
"In post","2022","50-59","Security","South East (England)","G6/G7","25","25","57340","55540"
"In post","2022","50-59","Security","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","South East (England)","SEO/HEO","125","120","42580","38200"
"In post","2022","50-59","Security","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","South West (England)","AA/AO","325","320","26050","21170"
"In post","2022","50-59","Security","South West (England)","EO","75","75","34330","28380"
"In post","2022","50-59","Security","South West (England)","G6/G7","15","15","53660","54540"
"In post","2022","50-59","Security","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","South West (England)","SEO/HEO","90","90","38890","38030"
"In post","2022","50-59","Security","South West (England)","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","Unknown","SEO/HEO","15","10","34510","34550"
"In post","2022","50-59","Security","Unknown","Unknown","25","25","27760","27370"
"In post","2022","50-59","Security","Wales","AA/AO","65","65","21370","19810"
"In post","2022","50-59","Security","Wales","EO","10","10","26870","26670"
"In post","2022","50-59","Security","Wales","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Security","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","Wales","SEO/HEO","25","25","40040","38160"
"In post","2022","50-59","Security","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Security","West Midlands (England)","AA/AO","90","90","27760","21170"
"In post","2022","50-59","Security","West Midlands (England)","EO","15","15","33690","27570"
"In post","2022","50-59","Security","West Midlands (England)","G6/G7","15","15","57460","55210"
"In post","2022","50-59","Security","West Midlands (England)","SEO/HEO","30","30","41490","40520"
"In post","2022","50-59","Security","Yorkshire and The Humber","AA/AO","140","135","27920","21380"
"In post","2022","50-59","Security","Yorkshire and The Humber","EO","70","70","30830","26670"
"In post","2022","50-59","Security","Yorkshire and The Humber","G6/G7","15","15","56230","54540"
"In post","2022","50-59","Security","Yorkshire and The Humber","SEO/HEO","95","90","37050","33330"
"In post","2022","50-59","Security","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","East Midlands (England)","AA/AO","275","270","20990","21170"
"In post","2022","50-59","Unknown","East Midlands (England)","EO","115","105","27610","26670"
"In post","2022","50-59","Unknown","East Midlands (England)","G6/G7","25","20","65400","61080"
"In post","2022","50-59","Unknown","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","East Midlands (England)","SEO/HEO","110","110","37250","35480"
"In post","2022","50-59","Unknown","East of England","AA/AO","475","455","21230","21380"
"In post","2022","50-59","Unknown","East of England","EO","490","445","27810","27280"
"In post","2022","50-59","Unknown","East of England","G6/G7","60","55","59290","54970"
"In post","2022","50-59","Unknown","East of England","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Unknown","East of England","SEO/HEO","250","245","35910","34710"
"In post","2022","50-59","Unknown","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","London","AA/AO","635","590","24830","25630"
"In post","2022","50-59","Unknown","London","EO","1255","1180","29800","29250"
"In post","2022","50-59","Unknown","London","G6/G7","845","830","63420","61030"
"In post","2022","50-59","Unknown","London","SCS level","150","145","96420","84220"
"In post","2022","50-59","Unknown","London","SEO/HEO","1370","1340","39750","39690"
"In post","2022","50-59","Unknown","London","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","North East (England)","AA/AO","205","180","21340","21680"
"In post","2022","50-59","Unknown","North East (England)","EO","140","130","26220","25490"
"In post","2022","50-59","Unknown","North East (England)","G6/G7","20","20","54830","52050"
"In post","2022","50-59","Unknown","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","North East (England)","SEO/HEO","100","95","34230","32740"
"In post","2022","50-59","Unknown","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","North West (England)","AA/AO","615","560","21320","21680"
"In post","2022","50-59","Unknown","North West (England)","EO","685","630","26080","25310"
"In post","2022","50-59","Unknown","North West (England)","G6/G7","170","170","57680","52340"
"In post","2022","50-59","Unknown","North West (England)","SCS level","10","10","93930","90500"
"In post","2022","50-59","Unknown","North West (England)","SEO/HEO","510","500","34680","33300"
"In post","2022","50-59","Unknown","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Northern Ireland","AA/AO","180","170","21690","21920"
"In post","2022","50-59","Unknown","Northern Ireland","EO","90","90","26660","26590"
"In post","2022","50-59","Unknown","Northern Ireland","G6/G7","20","15","65780","53360"
"In post","2022","50-59","Unknown","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Northern Ireland","SEO/HEO","50","50","35650","34380"
"In post","2022","50-59","Unknown","Overseas","AA/AO","10","10","21400","21680"
"In post","2022","50-59","Unknown","Overseas","EO","60","60","27940","27370"
"In post","2022","50-59","Unknown","Overseas","G6/G7","20","20","71810","68510"
"In post","2022","50-59","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Overseas","SEO/HEO","80","80","42600","41600"
"In post","2022","50-59","Unknown","Overseas","Unknown","45","45","[c]","[c]"
"In post","2022","50-59","Unknown","Scotland","AA/AO","1020","965","23390","23230"
"In post","2022","50-59","Unknown","Scotland","EO","820","775","28990","27940"
"In post","2022","50-59","Unknown","Scotland","G6/G7","1070","1040","65580","63420"
"In post","2022","50-59","Unknown","Scotland","SCS level","120","120","90310","83230"
"In post","2022","50-59","Unknown","Scotland","SEO/HEO","1540","1490","41020","40130"
"In post","2022","50-59","Unknown","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","South East (England)","AA/AO","585","565","21270","21380"
"In post","2022","50-59","Unknown","South East (England)","EO","1190","1095","27740","27370"
"In post","2022","50-59","Unknown","South East (England)","G6/G7","155","150","61750","56540"
"In post","2022","50-59","Unknown","South East (England)","SCS level","15","10","100930","101430"
"In post","2022","50-59","Unknown","South East (England)","SEO/HEO","785","770","36450","34380"
"In post","2022","50-59","Unknown","South East (England)","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","South West (England)","AA/AO","570","550","21060","21170"
"In post","2022","50-59","Unknown","South West (England)","EO","425","410","27810","26670"
"In post","2022","50-59","Unknown","South West (England)","G6/G7","140","135","65270","63270"
"In post","2022","50-59","Unknown","South West (England)","SCS level","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","South West (England)","SEO/HEO","425","420","38010","36460"
"In post","2022","50-59","Unknown","South West (England)","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","AA/AO","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","EO","15","15","26810","26670"
"In post","2022","50-59","Unknown","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","SEO/HEO","25","25","40150","39630"
"In post","2022","50-59","Unknown","Unknown","Unknown","485","485","42510","37300"
"In post","2022","50-59","Unknown","Wales","AA/AO","345","325","22980","24630"
"In post","2022","50-59","Unknown","Wales","EO","415","390","28530","29430"
"In post","2022","50-59","Unknown","Wales","G6/G7","415","405","63740","61440"
"In post","2022","50-59","Unknown","Wales","SCS level","80","80","90190","82210"
"In post","2022","50-59","Unknown","Wales","SEO/HEO","875","845","41860","38180"
"In post","2022","50-59","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","West Midlands (England)","AA/AO","270","255","21120","21380"
"In post","2022","50-59","Unknown","West Midlands (England)","EO","300","285","27760","27370"
"In post","2022","50-59","Unknown","West Midlands (England)","G6/G7","45","40","63040","57250"
"In post","2022","50-59","Unknown","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","West Midlands (England)","SEO/HEO","220","215","36230","34330"
"In post","2022","50-59","Unknown","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Yorkshire and The Humber","AA/AO","545","510","21200","21680"
"In post","2022","50-59","Unknown","Yorkshire and The Humber","EO","595","565","26490","26350"
"In post","2022","50-59","Unknown","Yorkshire and The Humber","G6/G7","135","130","58220","52760"
"In post","2022","50-59","Unknown","Yorkshire and The Humber","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Unknown","Yorkshire and The Humber","SEO/HEO","340","335","35070","33900"
"In post","2022","50-59","Unknown","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","East of England","EO","10","5","[c]","[c]"
"In post","2022","60-64","Analysis","East of England","G6/G7","5","5","[c]","[c]"
"In post","2022","60-64","Analysis","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","East of England","SEO/HEO","10","10","35920","34670"
"In post","2022","60-64","Analysis","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","London","EO","5","5","[c]","[c]"
"In post","2022","60-64","Analysis","London","G6/G7","30","25","67150","61940"
"In post","2022","60-64","Analysis","London","SCS level","5","5","[c]","[c]"
"In post","2022","60-64","Analysis","London","SEO/HEO","30","25","41910","43520"
"In post","2022","60-64","Analysis","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","North West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","60-64","Analysis","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","South East (England)","EO","5","5","[c]","[c]"
"In post","2022","60-64","Analysis","South East (England)","G6/G7","20","15","52160","51210"
"In post","2022","60-64","Analysis","South East (England)","SEO/HEO","20","15","35870","37320"
"In post","2022","60-64","Analysis","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","South West (England)","EO","5","5","[c]","[c]"
"In post","2022","60-64","Analysis","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","South West (England)","SEO/HEO","10","10","34890","34950"
"In post","2022","60-64","Analysis","Wales","EO","10","5","[c]","[c]"
"In post","2022","60-64","Analysis","Wales","G6/G7","5","5","[c]","[c]"
"In post","2022","60-64","Analysis","Wales","SEO/HEO","15","10","36020","36840"
"In post","2022","60-64","Analysis","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Analysis","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","East Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","60-64","Commercial","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","East of England","SEO/HEO","5","5","[c]","[c]"
"In post","2022","60-64","Commercial","London","AA/AO","5","5","[c]","[c]"
"In post","2022","60-64","Commercial","London","EO","5","5","[c]","[c]"
"In post","2022","60-64","Commercial","London","G6/G7","45","40","66430","63410"
"In post","2022","60-64","Commercial","London","SCS level","10","10","126710","117740"
"In post","2022","60-64","Commercial","London","SEO/HEO","25","25","41810","42430"
"In post","2022","60-64","Commercial","North East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","60-64","Commercial","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","North West (England)","EO","5","5","[c]","[c]"
"In post","2022","60-64","Commercial","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","60-64","Commercial","North West (England)","SEO/HEO","10","10","38660","37180"
"In post","2022","60-64","Commercial","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","Scotland","G6/G7","5","5","[c]","[c]"
"In post","2022","60-64","Commercial","Scotland","SEO/HEO","15","15","39570","40100"
"In post","2022","60-64","Commercial","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","South East (England)","G6/G7","10","10","[c]","[c]"
"In post","2022","60-64","Commercial","South East (England)","SEO/HEO","15","15","38670","39930"
"In post","2022","60-64","Commercial","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","South West (England)","EO","5","5","[c]","[c]"
"In post","2022","60-64","Commercial","South West (England)","G6/G7","15","15","55160","54870"
"In post","2022","60-64","Commercial","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","South West (England)","SEO/HEO","30","25","37540","39000"
"In post","2022","60-64","Commercial","South West (England)","Unknown","10","10","[c]","[c]"
"In post","2022","60-64","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","Wales","AA/AO","5","5","[c]","[c]"
"In post","2022","60-64","Commercial","Wales","EO","5","5","[c]","[c]"
"In post","2022","60-64","Commercial","Wales","G6/G7","5","5","[c]","[c]"
"In post","2022","60-64","Commercial","Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2022","60-64","Commercial","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","60-64","Commercial","West Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","60-64","Commercial","West Midlands (England)","SEO/HEO","10","10","35690","35110"
"In post","2022","60-64","Commercial","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Commercial","Yorkshire and The Humber","G6/G7","10","10","59370","61570"
"In post","2022","60-64","Commercial","Yorkshire and The Humber","SEO/HEO","5","5","[c]","[c]"
"In post","2022","60-64","Communications","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","60-64","Communications","East Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","60-64","Communications","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","London","AA/AO","5","5","[c]","[c]"
"In post","2022","60-64","Communications","London","EO","15","15","30590","31060"
"In post","2022","60-64","Communications","London","G6/G7","15","15","64350","63130"
"In post","2022","60-64","Communications","London","SCS level","5","5","[c]","[c]"
"In post","2022","60-64","Communications","London","SEO/HEO","25","25","40810","41670"
"In post","2022","60-64","Communications","North East (England)","AA/AO","25","15","21830","22080"
"In post","2022","60-64","Communications","North East (England)","EO","30","25","27310","26820"
"In post","2022","60-64","Communications","North East (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","60-64","Communications","North West (England)","EO","5","5","[c]","[c]"
"In post","2022","60-64","Communications","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","North West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","60-64","Communications","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","South East (England)","EO","5","5","[c]","[c]"
"In post","2022","60-64","Communications","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","South East (England)","SEO/HEO","10","10","37930","36460"
"In post","2022","60-64","Communications","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","South West (England)","EO","5","5","[c]","[c]"
"In post","2022","60-64","Communications","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","South West (England)","SEO/HEO","15","15","37400","38010"
"In post","2022","60-64","Communications","Wales","AA/AO","10","5","21930","22080"
"In post","2022","60-64","Communications","Wales","EO","5","5","[c]","[c]"
"In post","2022","60-64","Communications","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","Wales","SEO/HEO","10","10","35150","33370"
"In post","2022","60-64","Communications","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","West Midlands (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","60-64","Communications","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Communications","Yorkshire and The Humber","SEO/HEO","5","5","[c]","[c]"
"In post","2022","60-64","Counter Fraud","East Midlands (England)","AA/AO","20","15","21500","21260"
"In post","2022","60-64","Counter Fraud","East Midlands (England)","EO","55","40","27370","27570"
"In post","2022","60-64","Counter Fraud","East Midlands (England)","G6/G7","10","10","[c]","[c]"
"In post","2022","60-64","Counter Fraud","East Midlands (England)","SEO/HEO","20","15","36550","35500"
"In post","2022","60-64","Counter Fraud","East of England","AA/AO","10","10","22470","22080"
"In post","2022","60-64","Counter Fraud","East of England","EO","30","25","29940","29290"
"In post","2022","60-64","Counter Fraud","East of England","SEO/HEO","20","20","36100","35280"
"In post","2022","60-64","Counter Fraud","London","AA/AO","100","80","24970","25110"
"In post","2022","60-64","Counter Fraud","London","EO","120","95","32000","31880"
"In post","2022","60-64","Counter Fraud","London","G6/G7","40","35","66090","64660"
"In post","2022","60-64","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
