"Status","Year","Age","Organisation","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Scottish Government (excl. agencies)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government (excl. agencies)","AA","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Scottish Government (excl. agencies)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government (excl. agencies)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Public Pensions Agency","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Public Pensions Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Public Pensions Agency","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Serious Fraud Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Serious Fraud Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Social Security Scotland","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Social Security Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Social Security Scotland","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Social Security Scotland","AA","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Social Security Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Social Security Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Social Security Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Student Awards Agency for Scotland","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Student Awards Agency for Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Submarine Delivery Agency","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Submarine Delivery Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Submarine Delivery Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Submarine Delivery Agency","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","The Insolvency Service","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The Insolvency Service","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The Insolvency Service","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The National Archives","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The National Archives","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The National Archives","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Transport Scotland","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Transport Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Transport Scotland","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","EO","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Vehicle Certification Agency","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Vehicle Certification Agency","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Vehicle Certification Agency","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Vehicle Certification Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Vehicle Certification Agency","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government (excl. agencies)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government (excl. agencies)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Accountant in Bankruptcy","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Accountant in Bankruptcy","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Accountant in Bankruptcy","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Accountant in Bankruptcy","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Accountant in Bankruptcy","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Accountant in Bankruptcy","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Accountant in Bankruptcy","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","EO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","EO","Unknown","25","25","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","AO","Heterosexual / straight","140","135","22180","21300"
"In post","2022","20-29","Animal and Plant Health Agency","AO","LGBO","35","35","22560","21300"
"In post","2022","20-29","Animal and Plant Health Agency","AO","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","AO","Unknown","35","30","22420","21300"
"In post","2022","20-29","Animal and Plant Health Agency","EO","Heterosexual / straight","160","155","26020","24920"
"In post","2022","20-29","Animal and Plant Health Agency","EO","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","EO","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","HEO","Heterosexual / straight","45","45","30990","30160"
"In post","2022","20-29","Animal and Plant Health Agency","HEO","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Animal and Plant Health Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","AO","Heterosexual / straight","85","85","22210","21050"
"In post","2022","20-29","Cabinet Office (excl. agencies)","AO","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","AO","Unknown","40","35","21380","21050"
"In post","2022","20-29","Cabinet Office (excl. agencies)","EO","Heterosexual / straight","260","255","26580","27500"
"In post","2022","20-29","Cabinet Office (excl. agencies)","EO","LGBO","40","40","26240","27500"
"In post","2022","20-29","Cabinet Office (excl. agencies)","EO","Undeclared","30","30","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","EO","Unknown","100","95","26670","27500"
"In post","2022","20-29","Cabinet Office (excl. agencies)","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","G6","Unknown","25","25","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","G7","Heterosexual / straight","190","190","54610","54700"
"In post","2022","20-29","Cabinet Office (excl. agencies)","G7","LGBO","50","50","55090","54700"
"In post","2022","20-29","Cabinet Office (excl. agencies)","G7","Undeclared","25","25","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","G7","Unknown","150","150","56410","54700"
"In post","2022","20-29","Cabinet Office (excl. agencies)","HEO","Heterosexual / straight","295","295","33500","34550"
"In post","2022","20-29","Cabinet Office (excl. agencies)","HEO","LGBO","65","65","34090","34550"
"In post","2022","20-29","Cabinet Office (excl. agencies)","HEO","Undeclared","35","35","33700","34550"
"In post","2022","20-29","Cabinet Office (excl. agencies)","HEO","Unknown","1630","1630","30000","29250"
"In post","2022","20-29","Cabinet Office (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","SEO","Heterosexual / straight","165","165","39980","40600"
"In post","2022","20-29","Cabinet Office (excl. agencies)","SEO","LGBO","35","35","39940","40600"
"In post","2022","20-29","Cabinet Office (excl. agencies)","SEO","Undeclared","25","25","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","SEO","Unknown","65","65","40570","40600"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","AO","Unknown","20","15","[c]","[c]"
