"Status","Year","Disability","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","G6/G7","35","[c]","59730","58620"
"Leaver CS","2022","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Department for Transport","AA/AO","265","[c]","21730","21840"
"Leaver CS","2022","Declared non-disabled","No function","Department for Transport","EO","180","[c]","28140","26780"
"Leaver CS","2022","Declared non-disabled","No function","Department for Transport","G6/G7","60","[c]","64150","61990"
"Leaver CS","2022","Declared non-disabled","No function","Department for Transport","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Department for Transport","SEO/HEO","110","[c]","39470","36860"
"Leaver CS","2022","Declared non-disabled","No function","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Department for Work and Pensions","AA/AO","1770","[c]","21380","21260"
"Leaver CS","2022","Declared non-disabled","No function","Department for Work and Pensions","EO","2775","[c]","28330","27570"
"Leaver CS","2022","Declared non-disabled","No function","Department for Work and Pensions","G6/G7","50","[c]","58280","57510"
"Leaver CS","2022","Declared non-disabled","No function","Department for Work and Pensions","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Department for Work and Pensions","SEO/HEO","260","[c]","37160","34290"
"Leaver CS","2022","Declared non-disabled","No function","Department of Health and Social Care","AA/AO","205","[c]","20860","19880"
"Leaver CS","2022","Declared non-disabled","No function","Department of Health and Social Care","EO","250","[c]","25240","25010"
"Leaver CS","2022","Declared non-disabled","No function","Department of Health and Social Care","G6/G7","375","[c]","56970","53360"
"Leaver CS","2022","Declared non-disabled","No function","Department of Health and Social Care","SCS level","100","[c]","97550","95140"
"Leaver CS","2022","Declared non-disabled","No function","Department of Health and Social Care","SEO/HEO","630","[c]","36070","36330"
"Leaver CS","2022","Declared non-disabled","No function","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Food Standards Agency","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Food Standards Agency","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","HM Land Registry","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","HM Land Registry","EO","60","[c]","27580","27130"
"Leaver CS","2022","Declared non-disabled","No function","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","HM Land Registry","SEO/HEO","60","[c]","35810","33840"
"Leaver CS","2022","Declared non-disabled","No function","HM Revenue and Customs","AA/AO","30","[c]","21890","22080"
"Leaver CS","2022","Declared non-disabled","No function","HM Revenue and Customs","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","HM Revenue and Customs","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","HM Revenue and Customs","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","HM Treasury","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","HM Treasury","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","HM Treasury","G6/G7","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","HM Treasury","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Ministry of Defence","AA/AO","40","[c]","17980","17540"
"Leaver CS","2022","Declared non-disabled","No function","Ministry of Defence","EO","55","[c]","23050","21560"
"Leaver CS","2022","Declared non-disabled","No function","Ministry of Defence","G6/G7","70","[c]","53920","51160"
"Leaver CS","2022","Declared non-disabled","No function","Ministry of Defence","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Ministry of Defence","SEO/HEO","205","[c]","34240","33290"
"Leaver CS","2022","Declared non-disabled","No function","Ministry of Justice","AA/AO","3570","[c]","20590","20970"
"Leaver CS","2022","Declared non-disabled","No function","Ministry of Justice","EO","455","[c]","25640","25120"
"Leaver CS","2022","Declared non-disabled","No function","Ministry of Justice","G6/G7","120","[c]","61000","60270"
"Leaver CS","2022","Declared non-disabled","No function","Ministry of Justice","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Ministry of Justice","SEO/HEO","455","[c]","37830","36420"
"Leaver CS","2022","Declared non-disabled","No function","Ministry of Justice","Unknown","925","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","National Crime Agency","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","National Crime Agency","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","National Crime Agency","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","National Crime Agency","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","G6/G7","60","[c]","76580","75500"
"Leaver CS","2022","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","SEO/HEO","40","[c]","48400","51360"
"Leaver CS","2022","Declared non-disabled","No function","Office of Gas and Electricity Markets","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Office of Gas and Electricity Markets","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Office of Gas and Electricity Markets","G6/G7","30","[c]","60770","56100"
"Leaver CS","2022","Declared non-disabled","No function","Office of Gas and Electricity Markets","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Office of Gas and Electricity Markets","SEO/HEO","35","[c]","36540","35800"
"Leaver CS","2022","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Office of Rail and Road","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Scottish Government","AA/AO","75","[c]","22410","22480"
"Leaver CS","2022","Declared non-disabled","No function","Scottish Government","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Scottish Government","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","The National Archives","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","The National Archives","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","UK Statistics Authority","AA/AO","75","[c]","19860","19610"
"Leaver CS","2022","Declared non-disabled","No function","UK Statistics Authority","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","UK Statistics Authority","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Cabinet Office","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Cabinet Office","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Competition and Markets Authority","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Competition and Markets Authority","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Transport","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Work and Pensions","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Work and Pensions","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Work and Pensions","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Work and Pensions","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Estyn","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Estyn","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Foreign, Commonwealth and Development Office","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Foreign, Commonwealth and Development Office","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Foreign, Commonwealth and Development Office","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","HM Revenue and Customs","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Ministry of Defence","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Ministry of Defence","EO","135","[c]","22600","22170"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Ministry of Defence","G6/G7","70","[c]","58000","56470"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Ministry of Defence","SEO/HEO","305","[c]","35810","36230"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Ministry of Defence","Unknown","85","[c]","36940","38480"
"Leaver CS","2022","Declared non-disabled","Project Delivery","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Office of Gas and Electricity Markets","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","UK Statistics Authority","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Cabinet Office","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department for Education","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department for Environment, Food and Rural Affairs","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department for Environment, Food and Rural Affairs","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department for Work and Pensions","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Foreign, Commonwealth and Development Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","HM Revenue and Customs","AA/AO","65","[c]","21620","22010"
"Leaver CS","2022","Declared non-disabled","Property","HM Revenue and Customs","EO","35","[c]","26410","26030"
"Leaver CS","2022","Declared non-disabled","Property","HM Revenue and Customs","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","HM Revenue and Customs","SEO/HEO","30","[c]","40440","42900"
"Leaver CS","2022","Declared non-disabled","Property","Ministry of Defence","AA/AO","35","[c]","19120","19010"
"Leaver CS","2022","Declared non-disabled","Property","Ministry of Defence","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Ministry of Defence","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Ministry of Defence","SEO/HEO","65","[c]","37390","36460"
"Leaver CS","2022","Declared non-disabled","Property","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Cabinet Office","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Cabinet Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Cabinet Office","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Cabinet Office","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
